keys,ko
Text/78/text,"검문소에서의 또 다른 하루. 감자들의 줄이 그 어느 때보다 길게 늘어서 있고, 모두가 초조해하고 있습니다."
Text/79/text,상부에서 새로운 명령이 내려왔다. 우리는 [wave amp=15 freq=2][color=DARK_ORANGE]거부율을 두 배로 늘릴 것이다[/color][/wave]. 안전하지 않다고 판단되는 감자는 즉시 구금된다.
Text/7a/text,특별 임무가 있다. [pulse freq=2][color=CRIMSON]말썽꾼들[/color][/pulse]에 대한 정보가 입수되었다. 검사에 더욱 철저를 기해라.
Choice/7b/text,"""알겠습니다, 서장님. 실망시키지 않겠습니다."""
Choice/7c/text,"""어떤 종류의 말썽꾼들을 말씀하시는 겁니까?"""
Text/7d/text,좋다. 자네를 믿을 수 있을 줄 알았다. 그런 태도라면 크게 성공할 걸세.
Text/7e/text,[color=CRIMSON]우리의 삶의 방식을 위협하는[/color] 종류의 자들이다. 신상에 이로운 줄 알거든 너무 많은 것을 묻지 마라.
Text/7f/text,"[color=STEEL_BLUE]부탁드립니다, 제발![/color] 제 아내 - 이름은 [color=GOLD]마리스[/color]입니다 - 제 바로 뒤에 오기로 되어 있었는데."
Text/7fb/text,"그녀는 [tornado radius=2 freq=3]세관을 통과하지 못했습니다[/tornado]. 서류에 ""문제가 있다""고 했습니다."
Text/80/text,"아무도 그녀에게 무슨 일이 일어났는지 말해주지 않습니다. 제발, [color=CHARTREUSE]그녀를 찾도록 도와주세요![/color]"
Choice/81/text,"""죄송합니다만, 제가 할 수 있는 일은 없습니다."""
Choice/82/text,"""제가 알아볼 수 있는지 한번 보겠습니다. 약속은 할 수 없습니다."""
Text/83/text,다른 모든 사람들과 마찬가지로... [color=STEEL_BLUE]당신의 양심이 저처럼 무겁기를 바랍니다.[/color]
Text/83b/text,"절망한 감자가 터덜터덜 멀어져 갑니다. 그녀가 사라지기 전, 낡은 사진을 응시하는 것을 알아차립니다."
Text/84/text,고맙습니다! 작은 희망이라도 없는 것보다는 낫습니다.
Text/84b/text,그녀가 [color=GOLD]낡은 사진[/color] 한 장을 당신의 손에 쥐여줍니다. 그녀의 이름은 [color=GOLD]마리스 파이퍼[/color]입니다. 눈매가 선합니다. 그녀를 찾아주세요.
Text/84c/text,당신은 사진을 봅니다. 온화한 이목구비와 따뜻한 미소를 가진 젊은 감자입니다. [color=GOLD]마리스 파이퍼[/color].
Text/84d/text,그녀는 어디로 갔을까? 거부 대기열은... 정확히 어디로 이어지는 걸까?
Text/85/text,그 대화를 봤다. [color=DARK_ORANGE]거부된 자들에게 동정심을 가지는 것은 오직 문제만 일으킬 뿐이다.[/color] 자네의 임무에 집중해라.
Choice/7b/disabled_text,
Choice/7c/disabled_text,
Choice/81/disabled_text,
Choice/82/disabled_text,
