keys,es-419
Text/d2/text,"Después de tu turno, eres llevado a una reunión secreta de la resistencia en una fábrica de almidón abandonada."
Text/d2b/text,Antes de empezar... tengo una confesión que hacer.
Text/d2c/text,"¿Esa nota que encontraste en tu primer día? ""¿[color=GOLD]Un amigo[/color]""?"
Text/d2d/text,Sasha sonríe. Veo que la guardaste. Inteligente. Sabía que había elegido el brote correcto.
Text/d2e/text,"He estado observando a los nuevos oficiales durante meses, buscando a alguien con [color=CHARTREUSE]ojos inquisitivos[/color]. Alguien que pudiera ver a través de las mentiras."
Text/d2f/text,La expresión de Sasha es complicada. Se la mostraste a Russet. Tuve que mantenerme oculto durante semanas después de eso.
Text/d2g/text,Pero aquí estás de todos modos. Eso me dice algo sobre tu conciencia.
Text/d2h/text,"La destruiste. No te culpo, era arriesgado guardarla."
Text/d2i/text,"Pero las palabras se abrieron paso en tu cabeza de todos modos, ¿verdad?"
Text/d2j/text,"[color=CHARTREUSE]Soy ""Un amigo"".[/color] Y ahora sabes por qué."
Text/d2k/text,Sasha extiende documentos capturados sobre la mesa. Manifiestos de procesamiento del último mes.
Text/d2l/text,Escaneas los nombres y se te hiela la sangre.
Text/d2m/text,Ahí está. [color=GOLD]Maris Piper[/color]. La mujer de la foto.
Text/d2n/text,"""[color=CRIMSON]Estado: Procesada. Lote RR-2847.[/color]"" Fechado tres días después de que su esposo suplicara tu ayuda."
Text/d2o/text,Sientes la foto en tu bolsillo. [color=STEEL_BLUE]Se ha ido. Y no pudiste salvarla.[/color]
Text/d2p/text,Pero quizás... [color=CHARTREUSE]quizás aún puedas salvar a otros[/color].
Text/d2q/text,Murphy emerge de las sombras. Oye. Me alegra que hayas llegado.
Text/d2r/text,Murphy levanta el formulario RR-UTIL arrugado. Mi primo también está en esa lista. [color=CHARTREUSE]Lo haremos juntos.[/color]
Text/d3/text,Una papa curtida con cicatrices de batalla se dirige al grupo reunido.
Text/d4/text,El tiempo de los susurros y los panfletos ha terminado. El gobierno ha mostrado sus verdaderos colores.
Text/d5/text,Nuestras fuentes confirman que las plantas de procesamiento de [wave amp=15 freq=2][color=DARK_VIOLET]Reserva de Raíz[/color][/wave] están aumentando la producción.
Text/d6/text,"Lo que significa [tornado radius=3 freq=3][color=CRIMSON]más de nuestros hermanos y hermanas desaparecidos, procesados, consumidos[/color][/tornado]."
Text/d7/text,El líder golpea la mesa con un puño. [pulse freq=3][color=CHARTREUSE]Esto termina ahora.[/color][/pulse] Tenemos un plan para atacar el corazón de su operación.
Text/d8/text,"Sasha despliega planes detallados sobre la mesa. En tres días, lanzaremos nuestra ofensiva principal."
Text/d9/text,"Mientras un equipo crea una distracción en el complejo gubernamental principal, otro se infiltrará en la instalación más grande de la Reserva de Raíz."
Text/da/text,Nuestro objetivo: obtener [color=CHARTREUSE]pruebas irrefutables[/color] de lo que sucede dentro y difundirlo a todo Spud.
Text/db/text,Sasha señala una sección de los planos. Aquí es donde entras tú.
Text/dc/text,Necesitamos a alguien dentro de Aduanas de Spud para asegurar que nuestros agentes puedan cruzar la frontera para la misión.
Text/dd/text,¿Podemos contar contigo para ser esa persona?
Choice/de/text,"""Haré lo que sea necesario para exponer la verdad."""
Choice/df/text,"""Suena peligroso. ¿Y si nos atrapan?"""
Choice/e0/text,"""¿Hay otra forma que no ponga a tantos en riesgo?"""
Text/e1/text,La cara de Sasha se ilumina de esperanza. Gracias. [color=CHARTREUSE]Tu valor salvará incontables vidas.[/color]
Text/e2/text,"Te aprieta la mano. Cuando todo esto termine, [color=CHARTREUSE]serás recordado como un héroe de la revolución.[/color]"
Text/e3/text,[color=STEEL_BLUE]La expresión esperanzada de Sasha flaquea.[/color] Yo... sí. Es peligroso.
Text/e4/text,Todos podríamos terminar [color=DARK_VIOLET]procesados en Reserva de Raíz[/color] nosotros mismos si fallamos.
Text/e5/text,[color=STEEL_BLUE]Ella desvía la mirada brevemente.[/color] Pensé que después de todo lo que habías visto... pero entiendo. El miedo es natural.
Text/e6/text,[color=STEEL_BLUE]El rostro de Sasha se ensombrece. La luz en sus ojos se apaga.[/color] ¿Otra forma? Hemos intentado otras formas. Durante años.
Text/e7/text,Peticiones. Diplomacia discreta. Soplos anónimos. [color=STEEL_BLUE]Su voz se vuelve fría.[/color] Nada ha funcionado.
Text/e8/text,Esperaba que fueras diferente. Que entendieras lo que está en juego.
Text/e9/text,Se desata un acalorado debate entre los miembros de la resistencia.
Text/ea/text,Algunos abogan por un enfoque más agresivo —destruir las plantas de procesamiento por completo.
Text/eb/text,Otros insisten en que la acción violenta solo pondrá a la opinión pública en su contra.
Text/ec/text,¡BASTA! El líder silencia la sala con voz imponente.
Text/ed/text,"No podemos permitirnos estar divididos. No ahora, cuando estamos tan cerca."
Text/ee/text,Nuestro objetivo es simple: revelar la verdad. Que la gente decida qué pasa después.
Text/ef/text,El líder se vuelve para dirigirse a ti directamente. Pero necesitamos saber [color=YELLOW]dónde estás parado[/color].
Text/f0/text,"En tres días, nuestros agentes se acercarán a tu puesto de control. Llevarán [color=CHARTREUSE]tarjetas de identificación azules[/color]."
Text/f1/text,¿Los ayudarás a cruzar? Tu respuesta ahora determinará nuestro próximo movimiento.
Choice/f2/text,"""Los ayudaré a cruzar. Por el futuro de Spud."""
Choice/f3/text,"No puedo involucrarme directamente, pero haré la vista gorda."
Choice/f4/text,Necesito más tiempo para pensar en esto.
Text/f5/text,El líder te aprieta el hombro con firmeza. [color=CHARTREUSE]Tu valor nos honra a todos.[/color]
Text/f6/text,"Al tercer día, cuando el sol esté en lo más alto, nuestros agentes vendrán."
Text/f7/text,"La contraseña es ""[wave amp=15 freq=3][color=CHARTREUSE]Las raíces crecen profundo.[/color][/wave]"" Recuérdala."
Text/f8/text,"El líder asiente lentamente, claramente decepcionado pero comprensivo."
Text/f9/text,"A veces, lo máximo que podemos pedir es que la gente no se interponga en nuestro camino."
Text/fa/text,Nuestros agentes procederán según lo planeado. Solo... no des la alarma.
Text/fb/text,La expresión del líder se endurece. [color=YELLOW]El tiempo es un lujo que no tenemos.[/color]
Text/fc/text,Pero obligar a alguien a unirse a nuestra causa no nos hace mejores que ellos.
Text/fd/text,Procederemos sin contar con tu ayuda. Examina tu conciencia.
Text/fe/text,"Mientras la reunión se disuelve, Sasha camina contigo de regreso hacia el puesto de control."
Text/ff/text,[color=CHARTREUSE]Ella te toma la mano mientras caminan.[/color] Pase lo que pase... ahora estamos juntos en esto. Gracias.
Text/ff2/text,[color=STEEL_BLUE]Ella mantiene su distancia mientras caminan.[/color] Aprecio que no te interpongas en nuestro camino. Es... algo.
Text/ff3/text,"[color=STEEL_BLUE]Ella camina en silencio, con los brazos cruzados.[/color] Espero que encuentres la certeza que buscas. El resto de nosotros no podemos permitirnos esperar."
Text/100_viktor1/text,"De regreso, encuentras a Viktor solo en el techo del puesto de control, mirando el cielo nocturno."
Text/100_viktor2/text,Viktor sostiene un pequeño
Text/100_viktor3/text,"Ella solía decir que no importaba cuán oscuras se pusieran las cosas, las estrellas seguirían ahí. [color=STEEL_BLUE]Constantes. Hermosas.[/color]"
Text/100_viktor4/text,"Se vuelve hacia ti, con los ojos brillantes. [wave amp=15 freq=2]Sigo pensando... ¿sufrió?[/wave] ¿Sabía lo que estaba pasando?"
Text/100_viktor5/text,La voz de Viktor se quiebra. Una vez me preguntó si alguna vez cuestionaba los rechazos. Le dije [color=CRIMSON]que confiara en el sistema[/color].
Text/100_viktor6/text,[tornado radius=3 freq=2][color=CRIMSON]Envié a mi propia esposa a las cubas de procesamiento sin saberlo.[/color][/tornado]
Choice/100_viktor_choice1/text,No podías saberlo. Ninguno de nosotros lo sabía.
Choice/100_viktor_choice2/text,"Elena querría que lucharas ahora, no que te ahogaras en la culpa."
Choice/100_viktor_choice3/text,No sé qué decir. Lo siento.
Text/100_viktor7/text,Sacude la cabeza lentamente. [color=STEEL_BLUE]La ignorancia no es inocencia. Debí haber preguntado. Debí haber escuchado.[/color]
Text/100_viktor8/text,Viktor guarda cuidadosamente la foto. [color=CHARTREUSE]Pero ahora lo sé. Y saber significa que tengo que actuar.[/color]
Text/100_viktor9/text,"Viktor se endereza, un fuego frío se reaviva en sus ojos. [color=CHARTREUSE]Tienes razón.[/color] Ella era más fuerte que yo. Más valiente."
Text/100_viktor10/text,Aprieta el puño. [color=CHARTREUSE]Cuando llegue el momento
Text/100_viktor11/text,[pulse freq=2][color=CRIMSON]E Idaho pagará por cada vida que ha consumido.[/color][/pulse]
Text/100_viktor12/text,Viktor logra una triste
Text/100_viktor13/text,Vuelve a mirar las estrellas. [color=STEEL_BLUE]A Elena le habrías caído bien.[/color]
Text/100_viktor14/text,"Se da la vuelta para irse, luego se detiene. [color=CHARTREUSE]Cuando la resistencia se mueva... Estaré listo.[/color]"
Text/100_viktor15/text,Por Elena. Por todos ellos. [pulse freq=2][color=CHARTREUSE]Los guardias me seguirán cuando les diga la verdad.[/color][/pulse]
Text/100/text,"Regresas a tus aposentos en el puesto de control, con la mente acelerada por el peso de los próximos acontecimientos."
Text/101/text,"En solo tres días, todo podría cambiar. [color=YELLOW]Para bien o para mal.[/color]"
Choice/de/disabled_text,
Choice/df/disabled_text,
Choice/e0/disabled_text,
Choice/f2/disabled_text,
Choice/f3/disabled_text,
Choice/f4/disabled_text,
Choice/100_viktor_choice1/disabled_text,
Choice/100_viktor_choice2/disabled_text,
Choice/100_viktor_choice3/disabled_text,
