keys,zh-TW
Text/d2/text,下班後，你被帶到一間廢棄的澱粉工廠，參加一場秘密抵抗會議。
Text/d2b/text,在我們開始之前... 我有個秘密要坦白。
Text/d2c/text,"你第一天找到的那張紙條？""[color=GOLD]一位朋友[/color]""？"
Text/d2d/text,莎夏笑了。我看你留著它。聰明。我就知道我選對了芽苗。
Text/d2e/text,我觀察新警官好幾個月了，尋找著擁有[color=CHARTREUSE]質疑眼神[/color]的人。能看穿謊言的人。
Text/d2f/text,莎夏的表情很複雜。你把它給了羅塞特看。那之後我不得不潛伏了好幾個星期。
Text/d2g/text,但你還是來了。這說明了你的良知。
Text/d2h/text,你把它毀了。我不怪你——留著它很危險。
Text/d2i/text,但那些話還是鑽進了你的腦海，不是嗎？
Text/d2j/text,[color=CHARTREUSE]我就是「一位朋友」。[/color]現在你知道為什麼了。
Text/d2k/text,莎夏將截獲的文件攤在桌上。過去一個月的處理清單。
Text/d2l/text,你掃視著這些名字，一股寒意竄上心頭。
Text/d2m/text,就在那裡。[color=GOLD]瑪麗絲·派珀[/color]。照片中的女人。
Text/d2n/text,"""[color=CRIMSON]狀態：已處理。批次 RR-2847。[/color]"" 日期在她丈夫懇求你幫助的三天後。"
Text/d2o/text,你感覺到口袋裡的照片。[color=STEEL_BLUE]她走了。而你沒能救她。[/color]
Text/d2p/text,但或許... [color=CHARTREUSE]或許你還能拯救其他人[/color]。
Text/d2q/text,墨菲從陰影中現身。嘿。很高興你來了。
Text/d2r/text,墨菲舉起那張皺巴巴的 RR-UTIL 表格。我的表親也在那份名單上。[color=CHARTREUSE]我們一起做這件事。[/color]
Text/d3/text,一顆飽經風霜、滿身傷痕的馬鈴薯對著聚集的群體說道。
Text/d4/text,耳語和傳單的時代已經結束了。政府已經露出了真面目。
Text/d5/text,我們的消息來源證實，[wave amp=15 freq=2][color=DARK_VIOLET]根源儲備[/color][/wave]加工廠正在增加產量。
Text/d6/text,這意味著[tornado radius=3 freq=3][color=CRIMSON]我們更多的兄弟姐妹失蹤、被處理、被消耗[/color][/tornado]。
Text/d7/text,領袖一拳砸在桌上。[pulse freq=3][color=CHARTREUSE]這一切現在就結束。[/color][/pulse]我們有一個計劃，要打擊他們行動的核心。
Text/d8/text,莎夏在桌上展開詳細的計劃。三天後，我們將發動主要攻勢。
Text/d9/text,一支隊伍在主要政府大樓製造聲東擊西，另一支隊伍將滲透進最大的根源儲備設施。
Text/da/text,我們的目標：取得關於內部發生的事情的[color=CHARTREUSE]無可辯駁的證據[/color]，並將其廣播至整個斯普德。
Text/db/text,莎夏指向計畫中的某個部分。這就是你發揮作用的地方。
Text/dc/text,我們需要在斯普德海關安插一名內部人員，以確保我們的特工能夠越過邊境執行任務。
Text/dd/text,我們能指望你成為那個人嗎？
Choice/de/text,「我會不惜一切代價揭露真相。」
Choice/df/text,「這聽起來很危險。如果我們被抓了怎麼辦？」
Choice/e0/text,「還有其他辦法不會讓這麼多人冒險嗎？」
Text/e1/text,莎夏的臉上燃起了希望。謝謝你。[color=CHARTREUSE]你的勇氣將拯救無數生命。[/color]
Text/e2/text,她緊握你的手。當這一切結束時，[color=CHARTREUSE]你將被銘記為革命英雄。[/color]
Text/e3/text,[color=STEEL_BLUE]莎夏充滿希望的表情動搖了。[/color]我...是的。這很危險。
Text/e4/text,如果我們失敗了，我們自己都可能[color=DARK_VIOLET]被加工成根莖儲備品[/color]。
Text/e5/text,[color=STEEL_BLUE]她短暫地移開了視線。[/color]我以為在你經歷了這一切之後...但我理解。恐懼是自然的。
Text/e6/text,[color=STEEL_BLUE]莎夏的臉沉了下來。她眼中的光芒黯淡了。[/color]還有其他辦法？我們嘗試過其他辦法。多年來。
Text/e7/text,請願。秘密外交。匿名舉報。[color=STEEL_BLUE]她的聲音變得冰冷。[/color]一切都無濟於事。
Text/e8/text,我曾希望你會有所不同。希望你明白利害關係。
Text/e9/text,抵抗組織成員之間爆發了一場激烈的辯論。
Text/ea/text,有些人主張採取更激進的方法——徹底摧毀加工廠。
Text/eb/text,其他人則堅持認為，暴力行動只會讓公眾輿論轉而反對他們。
Text/ec/text,夠了！領袖用威嚴的聲音讓房間安靜下來。
Text/ed/text,我們不能再分裂了。尤其是在我們如此接近成功的時候。
Text/ee/text,我們的目標很簡單：揭露真相。讓人民決定接下來會發生什麼。
Text/ef/text,領袖轉過身來直接對你說話。但我們需要知道[color=YELLOW]你的立場[/color]。
Text/f0/text,三天後，我們的特工將會接近你的檢查站。他們會攜帶[color=CHARTREUSE]藍色識別證[/color]。
Text/f1/text,你會幫助他們越過邊境嗎？你現在的答案將決定我們的下一步行動。
Choice/f2/text,「我會幫助他們越過邊境。為了斯普德的未來。」
Choice/f3/text,我不能直接參與，但我會睜一隻眼閉一隻眼。
Choice/f4/text,我需要更多時間考慮。
Text/f5/text,領袖堅定地拍了拍你的肩膀。[color=CHARTREUSE]你的勇氣是我們所有人的榮耀。[/color]
Text/f6/text,第三天，當太陽高掛之時，我們的特工將會到來。
Text/f7/text,密碼是「[wave amp=15 freq=3][color=CHARTREUSE]根深蒂固。[/color][/wave]」記住它。
