keys,id
sex_male,Pria
sex_female,Wanita
condition_fresh,Segar
condition_extra_eyes,Mata tambahan
condition_rotten,Busuk
condition_sprouted,Bertunas
condition_dehydrated,Dehidrasi
condition_frozen,Beku
race_russet,Russet
race_yukon_gold,Yukon Gold
race_sweet_potato,Ubi Jalar
race_purple_majesty,Purple Majesty
country_spudland,Spudlandia
country_potatopia,Potatopia
country_tuberstan,Tuberstan
country_north_yamnea,Yamnea Utara
country_spuddington,Spuddington
country_tatcross,Tatcross
country_mash_meadows,Mash Meadows
country_tuberville,Tuberville
country_chip_hill,Bukit Keripik
country_murphyland,Murphylandia
country_colcannon,Colcannon
country_pratie_point,Pratie Point
