keys,ko
Text/3a/text,"저항군 공격 이후 검문소가 재건되었습니다. 보안은 전례 없이 강화되었으며, '용감한 수호자들'을 칭송하는 선전 방송이 이어지고 있습니다."
Text/3b/text,저는 국경 보안 지역 국장으로 승진했습니다. 그리고 [pulse freq=2]뿌리 비축량 배급[/pulse] 담당도 맡게 되었습니다.
Text/3c/text,러셋이 당신의 제복에 작은 메달을 달아줍니다. 지역 부국장... 스퍼드에 대한 당신의 변함없는 충성심에 대한 보상입니다.
Text/3d/text,특별 임무가 있습니다! 오늘 아이다호 총리가 우리 시설을 시찰할 예정입니다. 당신은 시범을 보일 인원으로 선정되었습니다.
Text/3e/text,새로운 뿌리 비축량을 보셨나요? 그 포로들에게 일어난 일 때문에 사람들이 그걸 '저항군 혼합물'이라고 부르더군요.
Text/3f/text,어떤 이들은 저항군이 완전히 틀린 것은 아니라고 말합니다. 그들이 진실을 말하고 있었다는 [wave amp=15 freq=3]증거가 있다[/wave]고요...
Choice/40/text,"""조심하세요. 지금은 그런 식으로 말하는 것조차 위험합니다."""
Choice/41/text,"""저도 같은 생각을 했습니다. 뭔가 잘못된 것 같아요."""
Text/42/text,더 이상 모두가 공식적인 이야기를 믿지는 않습니다. 총리 방문 기간 동안 눈을 크게 뜨고 지켜보세요.
Text/43/text,"새로운 저항군이 형성되고 있습니다. 더 조용하고, 더 신중하게요. 더 알고 싶다면... 노란색 감자 문양을 주시하세요."
Text/44/text,주의: 아이다호 총리의 차량 행렬이 도착했습니다. 모든 요원은 지정된 위치로 이동하십시오. 검사 규약이 발효되었습니다.
Text/45/text,"당신의 메달이 무겁게 느껴집니다. 충성심에 대한 보상일까요, 아니면 수치의 표식일까요? 곧 당신은 뿌리 비축량의 설계자를 마주하게 될 것입니다."
Text/46/text,"뿌리 비축량을 폭로하는 방송 이후, 스퍼드 전역에서 봉기가 일어났습니다. 아이다호 총리는 행정 건물에 바리케이드를 치고 남아있습니다."
Text/47/text,"아이다호는 뿌리 비축량의 책임을 우리에게 전가하기 위한 마지막 방송을 계획하고 있습니다. 우리는 그가 역사를 다시 쓰도록 내버려 둘 수 없습니다. 오늘, 우리는 그의 정권을 끝낼 것입니다."
Text/48/text,당신은 가공 공장에서 제 목숨을 구해줬습니다. 이제 우리는 스퍼드 전체를 구할 기회를 얻었습니다.
Text/49/text,당신의 보안 규약 지식은 마지막 임무에 매우 중요할 것입니다. 준비되셨습니까?
Choice/4a/text,"""준비됐습니다. 시작한 일을 끝냅시다."""
Choice/4b/text,"""정확히 계획이 무엇입니까? 자세한 내용이 필요합니다."""
Text/4c/text,당신이 물러서지 않을 줄 알았습니다. 당신은 우리의 [tornado radius=3 freq=2]가장 강력한 동맹[/tornado] 중 한 명입니다.
Text/4d/text,우리는 정부 제복을 이용해 잠입할 것입니다. 당신은 보안 시스템 우회를 도울 것입니다. 우리의 목표는 아이다호를 붙잡아 공개적인 자백을 강요하는 것입니다.
Text/4e/text,"당신은 사샤와 함께 알파 팀에 배정되어, 동쪽 입구를 돌파할 것입니다. 당신의 목표는: [color=GREEN]방송 센터를 확보하는 것[/color]입니다."
Text/4f/text,"충성스러운 세관원에서 저항군 전사로? 당신이 상상조차 하지 못했던 변화입니다. 무슨 일이 일어나든, 스퍼드는 결코 예전과 같지 않을 것입니다."
Choice/40/disabled_text,
Choice/41/disabled_text,
Choice/4a/disabled_text,
Choice/4b/disabled_text,
