keys,zh-CN
Text/3a/text,抵抗组织袭击后，检查站已重建。安保措施前所未有，宣传广播赞扬着“勇敢的捍卫者”。
Text/3b/text,我已被提升为边境安全区域总监，兼任[pulse freq=2]根系储备分发[/pulse]主管。
Text/3c/text,罗斯特将一枚小奖章别在你的制服上。区域副总监……感谢你对斯普德的坚定忠诚。
Text/3d/text,我有一个特殊任务！爱达荷首相今天将视察我们的设施。你已被选中进行演示。
Text/3e/text,你见过新一批的根系储备吗？他们称之为“抵抗者混合物”，在那些俘虏事件之后。
Text/3f/text,有人说抵抗组织并非完全错误。有[wave amp=15 freq=3]证据表明他们说的是实话[/wave]……
Choice/40/text,“小心。现在这样说话也很危险。”
Choice/41/text,“我也有过同样的想法。这感觉不对劲。”
Text/42/text,并非所有人都再相信官方说法了。在首相视察期间，保持警惕。
Text/43/text,一个新的抵抗组织正在形成。更安静，更谨慎。如果你想知道更多……留意黄色的斯普德徽章。
Text/44/text,注意：爱达荷首相的车队已抵达。所有警官前往指定岗位。检查协议生效。
Text/45/text,你的奖章沉甸甸的——是忠诚的奖赏，还是耻辱的印记？你很快将面对根系储备的缔造者。
Text/46/text,揭露根系储备的广播播出后，斯普德各地爆发了起义。爱达荷首相仍被困在行政大楼内。
Text/47/text,爱达荷计划进行最后一次广播，将根系储备的责任推到我们身上。我们不能让他改写历史。今天，我们终结他的政权。
Text/48/text,你在加工厂救了我的命。现在我们有机会拯救整个斯普德。
Text/49/text,你对安全协议的了解对最终任务至关重要。你准备好了吗？
Choice/4a/text,“我准备好了。让我们完成我们开始的一切。”
Choice/4b/text,“具体计划是什么？我需要细节。”
Text/4c/text,我就知道你不会退缩。你是我们[tornado radius=3 freq=2]最强大的盟友[/tornado]之一。
Text/4d/text,我们将穿着政府制服潜入。你将协助绕过安全系统。我们的目标是抓捕爱达荷并迫使他公开认罪。
Text/4e/text,你将和萨沙一起加入阿尔法小队，突破东部入口。你的目标是：[color=GREEN]确保广播中心的安全[/color]。
Text/4f/text,从忠诚的海关官员到抵抗战士？这是你从未想象过的转变。无论发生什么，斯普德都将不再一样。
Choice/40/disabled_text,
Choice/41/disabled_text,
Choice/4a/disabled_text,
Choice/4b/disabled_text,
