keys,ro
Text/86/text,Noi protocoale de securitate astăzi. Am primit informații de intelligence despre [color=YELLOW]activități suspecte[/color].
Text/87/text,Toți călătorii trebuie să treacă prin proceduri de inspecție îmbunătățite.
Text/88/text,"Fiți atenți la [color=YELLOW]comportament nervos, maniere neobișnuite sau reticență de a face contact vizual[/color]."
Text/89/text,"Toate obiectele suspecte trebuie confiscate și înregistrate. Pentru siguranța lui Spud, desigur."
Text/8a/text,"Suntem în mod special preocupați de [color=CRIMSON]materiale interzise[/color] - literatură antiguvernamentală, echipamente foto..."
Text/8b/text,"Vocea lor coboară amenințător. ""[pulse freq=2][color=DARK_VIOLET]Avem proceduri speciale pentru acești indivizi.[/color][/pulse]"""
Text/8c/text,"[wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] camioane descarcă lăzi marcate ""Premium Reserve"" în cantină. Mirosul este ispititor, dar stomacul vi se întoarce."
Text/8d/text,Ați încercat noul Premium Reserve? Vărul meu a dispărut luna trecută. Nu a trecut de inspecție.
Text/8e/text,"Poate face parte din această serie, nu? [tornado radius=2 freq=2][color=STEEL_BLUE]Umor negru, înțelegeți?[/color][/tornado]"
Choice/8f/text,Asta nu este deloc amuzant.
Choice/90/text,Nu mi-e foame. Mă scuzați. (Pleacă)
Text/91/text,Aveți dreptate. Uneori e mai ușor să faci haz de necaz decât să te gândești la [pulse freq=3][color=CRIMSON]ce s-ar putea întâmpla cu adevărat[/color][/pulse].
Text/92/text,"Ofițerul vă privește plecând. ""Înțeleg. Și eu mi-am pierdut pofta de mâncare..."""
Text/93/text,"Moment convenient pentru noile protocoale de securitate, nu-i așa? [wave amp=15 freq=3][color=YELLOW]Încearcă să oprească informațiile despre Root Reserve.[/color][/wave]"
Text/94/text,Am ceva ce ne-ar putea ajuta. Niște cartofi cu [color=CHARTREUSE]informații vitale merită să treacă[/color].
Text/95/text,Vă considerați cu atenție opțiunile. Alegerile de astăzi ar putea ajuta la [color=CHARTREUSE]răspândirea adevărului[/color]... sau [color=CRIMSON]să-l reducă la tăcere pentru totdeauna[/color].
Choice/8f/disabled_text,
Choice/90/disabled_text,
