keys,id
patch_1_2_0_title,SPUD CUSTOMS 1.2.0 - CATATAN PATCH
patch_1_2_0_personal_note_header,CATATAN PRIBADI DARI PENGEMBANG
patch_1_2_0_personal_note,"Pembaruan ini didedikasikan untuk si kecilku, yang menghabiskan bulan-bulan pertama hidupnya di NICU - dari 1 pon saat lahir hingga kini 20 pon kebahagiaan murni. Terima kasih kepada semua yang telah bergabung dalam perjalanan ini - lebih dari 2.000 pemain kini telah merasakan Spud Customs!"
patch_1_2_0_visual_header,PENYEMPURNAAN VISUAL
patch_1_2_0_visual_1,Integrasi Seni Animasi: Mengintegrasikan GIF animasi baru dari StagNation ke dalam adegan pembuka
patch_1_2_0_visual_2,Perombakan Seni: Melukis ulang lima adegan pertama yang dilihat pemain untuk kualitas visual yang lebih baik
patch_1_2_0_visual_3,Latar Belakang Dinamis: Visual latar belakang kini berubah seiring peningkatan kesulitan
patch_1_2_0_story_header,CERITA & NARASI
patch_1_2_0_story_1,Pilihan Tersimpan: Pilihan narasi kini tersimpan dengan benar di semua level
patch_1_2_0_story_2,Progres Visual: Menambahkan indikator visual progres cerita di adegan gameplay utama berdasarkan nomor shift saat ini
patch_1_2_0_story_3,Perbaikan Dialog Bercabang: Memperbaiki masalah dengan dialog bercabang di adegan narasi akhir
patch_1_2_0_bugfix_header,PERBAIKAN BUG
patch_1_2_0_bugfix_1,Sistem Prestasi: Memperbaiki pelacakan prestasi - semua prestasi kini terbuka dengan benar
patch_1_2_0_bugfix_2,Papan Peringkat: Memperbaiki masalah di mana papan peringkat macet saat memuat
patch_1_2_0_bugfix_3,Guncangan Layar: Guncangan layar kini kembali ke posisi semula dengan benar setelah setiap penggunaan
patch_1_2_0_bugfix_4,Skala Kesulitan: Memperbaiki faktor skala mode mudah
patch_1_2_0_bugfix_5,Tampilan Latar Belakang: Memperbaiki latar belakang yang hilang selama adegan dialog
patch_1_2_0_bugfix_6,Keterbacaan Teks: Meningkatkan pewarnaan teks untuk keterbacaan yang lebih baik
patch_1_2_0_engagement_header,KETERLIBATAN PEMAIN
patch_1_2_0_engagement_1,Permintaan Ulasan: Menambahkan permintaan ulasan untuk pemain demo dan game penuh
patch_1_2_0_engagement_2,Perbaikan Terjemahan: Berbagai peningkatan terjemahan di seluruh bahasa yang didukung
patch_1_2_0_technical_header,PENINGKATAN TEKNIS
patch_1_2_0_technical_1,Dukungan Bahasa yang Diperluas: Kini mendukung semua 31 bahasa yang didukung Steam
patch_1_2_0_technical_2,Perombakan Sistem Terjemahan: Mengatur ulang file terjemahan untuk pemeliharaan yang lebih baik
