keys,id
Text/117/text,Pos pemeriksaan telah berubah menjadi pos militer. Penjaga elit dengan seragam hitam berpatroli dengan senjata yang dipamerkan.
Text/118/text,"Saya adalah Kepala Petugas Keamanan Yukon, dikirim dari ibu kota oleh Perdana Menteri Idaho."
Text/119/text,"Intelijen menunjukkan bahwa [pulse freq=2][color=YELLOW]serangan teroris akan segera terjadi[/color][/pulse]. ""Perlawanan"" berencana untuk menyusup besok."
Text/11a/text,Semua petugas akan menjalani [wave amp=15 freq=2][color=DARK_ORANGE]pemeriksaan kesetiaan[/color][/wave]. Perilaku mencurigakan berarti penahanan dan [color=DARK_VIOLET]pemrosesan[/color].
Text/11b/text,[tornado radius=3 freq=2][color=RED]Kerja sama penuh[/color][/tornado] dengan Keamanan adalah wajib. Laporan saya tentang masing-masing dari kalian telah diberikan kepada Kepala.
Text/11c/text,Tatapan Russet berlama-lama pada Anda dengan tidak nyaman sebelum beralih.
Text/11d/text,Ini adalah [color=DARK_ORANGE]IdentityScan 5000[/color]. Alat ini menganalisis biometrik untuk mendeteksi penyusup dan simpatisan.
Text/11e/text,Siapa pun yang ditandai akan menghadapi [color=CRIMSON]interogasi yang ditingkatkan[/color]. Gunakan tanpa pengecualian.
Text/11f/text,"Apakah kamu melihat Sasha? Dia tidak melapor untuk absensi. Tadi malam, [color=CRIMSON]pasukan keamanan memasuki kamarnya[/color]."
Text/120/text,Mereka mengatakan dia adalah bagian dari [pulse freq=2][color=CHARTREUSE]perlawanan[/color][/pulse].
Choice/121/text,Kita seharusnya tidak membicarakan hal ini. Ini berbahaya.
Choice/122/text,Aku juga khawatir tentang dia. Ini tidak benar.
Text/123/text,Kamu benar. Tapi jaga dirimu. Mereka mencari koneksi dengan dia.
Text/124/text,Jadi kalian dekat? Hati-hati. Mereka mungkin juga mengawasimu.
Text/125/text,"Petugas menyelipkan catatan kepadamu: ""[color=YELLOW]Bersihkan pos kamu dari hal-hal yang mencurigakan.[/color]"""
Text/126/text,Kamu sudah berada di pos pemeriksaan ini cukup lama. Catatan kinerja yang menarik.
Text/127/text,"Kamu sering terlihat bersama Petugas Sasha, yang sekarang diselidiki karena [wave amp=20 freq=3][color=CRIMSON]pengkhianatan[/color][/wave]."
Text/128/text,Kepala mencondongkan badan. Apakah ada yang ingin kamu katakan kepada saya tentang aktivitasnya?
Choice/129/text,Sasha dan saya hanya rekan kerja. Saya tidak tahu apa-apa tentang dia di luar pekerjaan.
Choice/12a/text,Saya sedang mengumpulkan bukti tentang aktivitas mencurigakannya untuk dilaporkan nanti.
Text/12b/text,"Beberapa saksi mengatakan sebaliknya. Namun tanpa bukti konkret, saya tidak bisa menahan kamu. [color=YELLOW]Belum.[/color]"
Text/12c/text,"Kamu akan berada di bawah [color=CRIMSON]pengawasan ketat[/color]. Satu kesalahan, dan kamu akan [color=DARK_VIOLET]bergabung dengan Sasha[/color]."
Text/12d/text,Betapa nyamannya. Namun kamu tidak mengajukan laporan sampai sekarang.
Text/12e/text,"Kamu akan memberikan pernyataan lengkap. Jika informasimu terbukti berharga, mungkin kami akan mengabaikan keterlambatan pelaporanmu."
Text/12f/text,Saya akan [color=CRIMSON]memantau pekerjaan kamu[/color] hari ini. Setiap pelancong harus dipindai identitasnya. [color=RED]Tidak ada pengecualian[/color].
Text/130/text,"Sasha telah dibawa pergi. Rencana perlawanan [color=CRIMSON]terbongkar[/color]. Dengan keamanan dalam keadaan siaga tinggi, peluang mereka tampak tidak ada harapan."
Choice/121/disabled_text,
Choice/12a/disabled_text,
Choice/129/disabled_text,
Choice/122/disabled_text,
