keys,ko
Text/240/text,"저녁 근무가 끝나갈 무렵, 대부분의 직원들은 퇴근했습니다. 당신과 소수의 경비병들만이 남아있습니다."
Text/241/text,건장한 경비병이 당신의 근무지로 다가옵니다. 이름은 빅토르입니다. 야간 경비입니다.
Text/242/text,"그의 눈은 지쳐 있고, 어딘가에 홀린 듯합니다. 당신이 신입이죠? 러스셋이 계속 지켜보는 그 사람?"
Choice/243/text,그저 제 일을 하려고 할 뿐입니다. 러스셋은 왜 저를 지켜보는 거죠?
Choice/244/text,제가 알아야 할 것이 있나요?
Text/245/text,그가 무겁게 어깨를 으쓱합니다. 러스셋은 질문하는 모든 사람을 지켜봅니다. 제 [color=STEEL_BLUE]아내가 한 번 질문을 했었죠[/color].
Text/246/text,그녀는 더 이상 질문할 수 있는 곳에 없습니다.
Text/247/text,그가 주위를 둘러본 후 목소리를 낮춥니다. 그저... 누구를 믿을지 조심하세요.
Text/248/text,그리고 누구를 [color=CRIMSON]단죄할지[/color]. 우리 중 일부는 우리가 처리장으로 보낸 모든 얼굴을 기억합니다.
Text/249/text,"불안해 보이는 감자가 다가옵니다. 서류는 문제없어 보이지만, 당신은 그들의 옷깃에 달린 [color=CHARTREUSE]은은한 나뭇잎 핀[/color]을 발견합니다."
Text/24a/text,"그들이 서류를 밀어 넣습니다. 그 안에 작은 쪽지가 끼워져 있습니다: ""[color=CHARTREUSE]사샤가 보냈습니다. 네트워크를 위한 소포입니다. 부탁드립니다.[/color]"""
Text/24b/text,새로운 [color=DARK_ORANGE]리얼리티스캔[/color]이 당신의 근무지에서 준비 완료 신호를 깜빡입니다. 한 번 스캔하면 그들의 서류에 위조된 요소가 있는지 감지할 것입니다.
Choice/24c/text,스캐너가 고장 난 척하고 그들을 통과시킨다
Choice/24d/text,규정대로 스캐너를 사용한다 - 노출될 위험을 감수할 수 없다
Choice/24e/text,"빅토르에게 다른 곳을 보라고 신호한 다음, 그들을 통과시킨다"
Text/24f/text,"당신은 스캐너를 두드리고, 찡그린 후, 다시 두드립니다. ""젠장, 이놈의 기계가 말썽이군. 어서 가세요."""
Text/250/text,"안도감이 그들의 얼굴에 가득합니다. 그들은 입 모양으로 ""[color=CHARTREUSE]고맙습니다[/color]""라고 말하며 서둘러 지나갑니다."
Text/251/text,"당신은 그의 눈을 마주치고 요원을 향해 고개를 끄덕입니다. 그는 그들을 보고, 그 다음 당신을 봅니다."
Text/252/text,"그는 의도적으로 등을 돌려 벽을 응시합니다. ""[color=STEEL_BLUE]스캐너가 하루 종일 오작동하더군.[/color]"""
Text/253/text,"요원이 미끄러지듯 통과합니다. 빅토르는 아무 말도 하지 않지만, 당신은 이제 비밀을 공유하게 되었습니다."
Text/254/text,"당신은 스캔을 실행합니다. 기계가 [color=RED]굉음을 울립니다[/color]. ""위조된 서류가 감지되었습니다."""
Text/255/text,"공포가 그들의 얼굴에 드리워집니다. ""[color=CRIMSON]당신이 무슨 짓을 했는지 모를 겁니다...[/color]"""
Text/256/text,그와 다른 경비병들이 다가옵니다. 요원은 여전히 당신을 응시하며 끌려갑니다.
Text/257/text,사샤가 그림자 속에서 당신을 붙잡습니다. 그 요원은 외부의 우리 연락책들에게 [color=CHARTREUSE]선언서 사본[/color]을 전달하고 있었습니다.
Text/258/text,당신 덕분에 진실은 스퍼드의 국경 너머로 퍼져나갈 것입니다. [color=CHARTREUSE]당신은 정말 큰 변화를 만들었습니다.[/color]
Text/259/text,사샤의 눈이 휘둥그레진다. 빅토르가 도왔다고? 그에게 뭔가 촉이 왔어. 그의 아내는...
Text/25a/text,그녀는 말을 흐린다. 생각보다 동지가 많군.
Text/25b/text,사샤가 차가운 표정으로 당신을 찾아온다. 그 요원에게 가족이 있었어. 집에 세 명의 새싹이 있었지.
Text/25c/text,두려움은 이해한다. 하지만 [color=CRIMSON]두려움에는 대가가 따르지[/color]. 그들은 아침까지 처리될 거야.
Text/25d/text,당신의 깨끗한 기록이 그럴 만한 가치가 있길 바라.
Text/25e/text,머피가 당신의 숙소로 슬그머니 들어온다. 오늘 밤 당신의 근무지에서 뭔가 흥미로운 일이 있었다고 들었어.
Text/25f/text,[color=CHARTREUSE]잘 됐군. 이제 우린 한배를 탄 거야.[/color] 되돌아갈 수 없어.
Text/260/text,머피의 얼굴이 굳어진다. 난... 난 당신이 우리 편인 줄 알았는데. 무슨 일이야?
Text/261/text,내일 근무는 달라질 거야. 이렇게 중요한 적은 없었어.
Text/262/text,"하지만 처음으로, 당신은 자신이 [color=CHARTREUSE]옳은 편[/color]에 서 있다고 느낀다. 어떤 대가를 치르더라도."
Text/263/text,그 요원의 얼굴이 당신을 맴돈다. 그들의 가족은 그들이 왜 집에 돌아오지 못했는지 영원히 알지 못할 것이다.
Text/264/text,[color=STEEL_BLUE]당신 때문에.[/color]
Choice/243/disabled_text,
Choice/244/disabled_text,
Choice/24c/disabled_text,
Choice/24d/disabled_text,
Choice/24e/disabled_text,
