keys,sk
Text/131/text,"Krčíš sa, zatiaľ čo bitka zúri. Je mi to ľúto, Sasha. [color=STEEL_BLUE]Nie som taký odvážny ako ty[/color]."
Text/132/text,[color=CRIMSON]Teroristický útok[/color] bol odrazený! Vodcovia sú práve [color=DARK_VIOLET]spracovávaní[/color].
Text/133/text,"Náčelník Yukon vlečie členov odboja v reťaziach, medzi nimi aj Sashu. ""Títo [color=CRIMSON]zradcovia[/color] budú čeliť [color=DARK_VIOLET]konečnému spracovaniu[/color]."""
Text/134/text,"Sasha zachytí tvoj pohľad. Napriek jej modrinám, jej pohľad obsahuje [wave amp=15 freq=2][color=CHARTREUSE]žiadne súdenie, len smútok[/color][/wave]."
Text/135/text,"Prežil si tým, že si držal hlavu dole, ale [pulse freq=3][color=GOLD]za akú cenu?[/color][/pulse] Keď z továrne vanie výroba [color=DARK_VIOLET]Koreňovej Rezervy[/color], obracia sa ti žalúdok."
Text/136/text,Možno je stále šanca zvnútra. Alebo možno len utišuješ svoje svedomie.
Text/137/text,[tornado radius=3 freq=2][color=CHARTREUSE]Opúšťaš svoje stanovisko[/color][/tornado] a bežíš smerom k boju. Čas na opatrnosť skončil.
Text/138/text,"[pulse freq=3][color=GOLD]Dokáž, že si s nami![/color][/pulse] Ako poznáš Sashu?"
Text/139/text,"[color=CHARTREUSE]Korene rastú hlboko![/color] Som z kontrolného stanoviska, Sasha ma naverbovala!"
Text/13a/text,Práve ju berú do spracovateľského závodu. Musíme sa ponáhľať!
Text/13b/text,"Dvere vybuchnú a odhalia [wave amp=25 freq=3][color=CRIMSON]hroznú pravdu[/color][/wave] - drviace stroje, dopravníky nesúce zemiaky do ich skazy."
Text/13c/text,Na konci jedného pásu - Sasha a ďalší [color=CRIMSON]bezmocne zviazaní[/color]. Dozorca Russet stojí pri ovládaní.
Text/13d/text,"[color=RED]TY![/color] Mal som vedieť, že si jeden z nich! Ustúp alebo spustím procesor!"
Text/13e/text,"Keď bojovníci odboja prevládnu nad Russetom, Sasha presmeruje kamery zariadenia. [color=YELLOW]Ľudia zo Spudu! Toto je Koreňová Rezerva! Kŕmili nás navzájom![/color]"
Text/13f/text,"Vrátil si sa pre mňa. [color=CHARTREUSE]Dokázali sme to. Pravda je teraz vonku.[/color] Máme budúcnosť, ktorú treba vybudovať!"
Text/140/text,"[color=STEEL_BLUE]Vodca odboja vykročí vpred, zbraň namierená na Russeta.[/color] Ani krok ďalej, Russet. Ruky, kde ich vidím."
Text/141/text,"[color=CRIMSON]Russetove oči prelietavajú medzi vami a vodcom odboja, na čele sa mu perlí pot.[/color] Myslíš si, že si vyhral? Toto zariadenie je základom Spudu!"
Text/142/text,Základ utrpenia. [pulse freq=3][color=CHARTREUSE]Dnes to končí.[/color][/pulse]
Text/143/text,[color=STEEL_BLUE]Saša bojuje proti svojim putám na dopravnom páse[/color]
Choice/144/text,"[tornado radius=3 freq=2][color=CRIMSON]""Russet[/color]"
Choice/145/text,"[wave amp=15 freq=2][color=STEEL_BLUE]""Toto... toto robili? Je to horšie, než som si predstavoval...""[/color][/wave]"
Choice/146/text,"[color=CHARTREUSE]""Saša! Vďaka koreňom, že žiješ! Vydrž[/color]"
Text/147/text,"[color=CRIMSON]Rútite sa k Russetovi, päste zaťaté, sotva vás držia späť bojovníci odboja.[/color] Každý zemiak, ktorý prešiel cez moju kontrolu... koľkých si ty..."
Text/148/text,"Pokoj! Potrebujeme ho živého, aby svedčil. [color=STEEL_BLUE]Vodca drží zbraň namierenú na Russeta.[/color] Svoj hnev si šetri na súdy."
Text/149/text,"[color=STEEL_BLUE]Potácate sa dozadu, ruka si zakrýva ústa, plne si uvedomujúc hrôzu strojov.[/color] Pečiatkoval som im papiere... Poslal som ich sem..."
Text/14a/text,[color=CHARTREUSE]Ty si nevedel. Nikto z nás.[/color] Preto sme tu teraz. Sústreď sa!
Text/14b/text,[color=CHARTREUSE]Ponáhľate sa k dopravníku[/color]
Text/14c/text,"[color=CHARTREUSE]Sašine oči žiaria slzami a nádejou, zatiaľ čo vaše ruky rozväzujú uzly.[/color] Vedela som, že prídeš. Nikdy som o tebe nepochybovala."
Text/14d/text,"[color=STEEL_BLUE]Vodca prinúti Russeta kľaknúť si pod hrozbou zbrane.[/color] Zviažte ho. Uistite sa, že bude sledovať, čo príde ďalej."
Text/14e/text,"[color=CHARTREUSE]Saša vezme vašu ruku, prepletajúc svoje prsty s vašimi.[/color] Vrátil si sa pre mňa. Nech sa stane čokoľvek... čelíme tomu spolu."
Text/14f/text,"[color=STEEL_BLUE]Saša vás pozorne sleduje, vidí zúrivosť, ktorá stále horí vo vašich očiach.[/color] Nasmeruj ten oheň. Budeme ho potrebovať na to, čo príde."
Text/150/text,"[color=STEEL_BLUE]Saša vám položí jemnú ruku na rameno.[/color] Vina nie je vaša, aby ste ju niesli. Ste tu teraz. To je to, na čom záleží."
