keys,th
Text/131/text,คุณหมอบลงขณะที่การต่อสู้ดุเดือดขึ้น ฉันขอโทษนะ ซาช่า ฉัน[color=STEEL_BLUE]ไม่กล้าหาญเท่าเธอ[/color]
Text/132/text,"""การ[color=CRIMSON]โจมตีของผู้ก่อการร้าย[/color]ถูกขับไล่แล้ว! แกนนำกำลังถูก[color=DARK_VIOLET]ดำเนินการ[/color]ในขณะนี้"""
Text/133/text,"หัวหน้ายูคอนลากสมาชิกกลุ่มต่อต้านที่ถูกล่ามโซ่เข้ามา ซาช่าก็อยู่ในกลุ่มนั้นด้วย ""พวก[color=CRIMSON]ผู้ทรยศ[/color]เหล่านี้จะต้องเผชิญกับการ[color=DARK_VIOLET]ดำเนินการขั้นสุดท้าย[/color]"""
Text/134/text,ซาช่าสบตาคุณ แม้จะมีรอยฟกช้ำ แต่แววตาของเธอ[wave amp=15 freq=2][color=CHARTREUSE]ไม่มีการตัดสิน มีแต่ความเศร้า[/color][/wave]
Text/135/text,คุณรอดมาได้ด้วยการก้มหน้าก้มตา แต่[pulse freq=3][color=GOLD]ต้องแลกมาด้วยอะไร?[/color][/pulse] ขณะที่กลิ่นการผลิต[color=DARK_VIOLET]Root Reserve[/color]ลอยมาจากโรงงาน คุณก็รู้สึกพะอืดพะอม
Text/136/text,บางทีอาจจะยังมีโอกาสจากภายใน หรือบางทีคุณอาจแค่กำลังบรรเทาความรู้สึกผิดของตัวเอง
Text/137/text,คุณ[tornado radius=3 freq=2][color=CHARTREUSE]ละทิ้งตำแหน่ง[/color][/tornado]และรีบวิ่งไปหาการต่อสู้ หมดเวลาแห่งความระมัดระวังแล้ว
Text/138/text,[pulse freq=3][color=GOLD]พิสูจน์ว่าคุณอยู่ข้างเรา![/color][/pulse] คุณรู้จักซาช่าได้อย่างไร?
Text/139/text,[color=CHARTREUSE]รากหยั่งลึก![/color] ฉันมาจากจุดตรวจ ซาช่าชวนฉันมา!
Text/13a/text,พวกเขากำลังพาเธอไปที่โรงงานแปรรูปเดี๋ยวนี้ เราต้องรีบ!
Text/13b/text,"ประตูระเบิดเปิดออก เผยให้เห็น[wave amp=25 freq=3][color=CRIMSON]ความจริงอันน่าสะพรึงกลัว[/color][/wave] – เครื่องบด, สายพานลำเลียงมันฝรั่งไปสู่จุดจบ"
Text/13c/text,ที่ปลายสายพานเส้นหนึ่ง – ซาช่าและคนอื่นๆ [color=CRIMSON]ถูกมัดอย่างช่วยไม่ได้[/color] หัวหน้ารัสเซ็ตยืนอยู่ที่แผงควบคุม
