keys,en,cs,da,de,es,fi,fr,hu,id,it,nl,no,pl,pt,ro,sk,sv,tr,vi
Text/d2/text,"After your shift, you're led to a secret resistance meeting in an abandoned starch factory.",Po směně jste zaveden na tajné setkání odboje v opuštěné továrně na škrob.,Efter din vagt bliver du ført til et hemmeligt modstandsmøde i en forladt stivelsefabrik.,Nach deiner Schicht wirst du zu einem geheimen Widerstandstreffen in einer verlassenen Stärkefabrik geführt.,"Después de tu turno, te llevan a una reunión secreta de la resistencia en una fábrica de almidón abandonada.",Vuorosi jälkeen sinut johdatetaan salaiseen vastarintakokoukseen hylätyssä tärkkelystehtaassa.,"Après votre service, on vous conduit à une réunion secrète de la résistance dans une usine d'amidon abandonnée.",A műszakod után egy titkos ellenállási találkozóra vezetnek egy elhagyatott keményítőgyárban.,"Setelah shift Anda, Anda dibawa ke pertemuan rahasia perlawanan di pabrik pati yang ditinggalkan.","Dopo il tuo turno, vieni condotto a un incontro segreto della resistenza in una fabbrica di amido abbandonata.",Na je dienst word je naar een geheime verzetsbijeenkomst in een verlaten zetmeelfabriek geleid.,Etter vakten din blir du ledet til et hemmelig motstandsmøte i en forlatt stivelsefabrikk.,Po twojej zmianie zostałeś poprowadzony na tajne spotkanie ruchu oporu w opuszczonej fabryce skrobi.,"Após o seu turno, você é levado a uma reunião secreta da resistência em uma fábrica de amido abandonada.","După tura ta, ești condus la o întâlnire secretă a rezistenței într-o fabrică abandonată de amidon.",Po tvojej zmene ťa zavedú na tajné stretnutie odboja v opustenej továrni na škrob.,Efter ditt skift blir du ledd till ett hemligt motståndsmöte i en övergiven stärkelsefabrik.,"Vardiyandan sonra, terk edilmiş bir nişasta fabrikasındaki gizli bir direniş toplantısına götürülürsün.","Sau ca làm việc của bạn, bạn được dẫn đến một cuộc họp bí mật của phe kháng chiến trong một nhà máy tinh bột bị bỏ hoang."
Text/d3/text,A weathered potato with battle scars addresses the assembled group.,Ošlehaný brambor s jizvami z bitev oslovuje shromážděnou skupinu.,En vejrbidt kartoffel med kampskader taler til den forsamlede gruppe.,Eine verwitterte Kartoffel mit Kampfnarben spricht die versammelte Gruppe an.,Una patata curtida con cicatrices de batalla se dirige al grupo reunido.,"Kulunut, taisteluarpiset peruna puhuttelee kokoontunutta ryhmää.",Une pomme de terre marquée par les combats s'adresse au groupe assemblé.,"Egy viharvert, csatákban edzett krumpli szólítja meg az összegyűlt csoportot.",Sebuah kentang yang lusuh dengan bekas luka pertempuran berbicara kepada kelompok yang berkumpul.,Una patata logorata con cicatrici di battaglia si rivolge al gruppo riunito.,Een verweerde aardappel met littekens van veldslagen spreekt de verzamelde groep toe.,En værbitt potet med kampskader taler til den forsamlede gruppen.,Zniszczony ziemniak z bliznami po bitwach zwraca się do zgromadzonej grupy.,Uma batata desgastada com cicatrizes de batalha se dirige ao grupo reunido.,"Un cartof uzat, cu cicatrici de luptă, se adresează grupului adunat.",Ošľahaný zemiak s jazvami z bitiek oslovuje zhromaždený dav.,En väderbiten potatis med stridsärr talar till den samlade gruppen.,Savaş yaraları olan yıpranmış bir patates toplanmış gruba hitap eder.,Một củ khoai tây sần sùi với những vết sẹo chiến đấu nói chuyện với nhóm tụ họp.
Text/d4/text,The time for whispers and pamphlets is over. The government has shown its true colors.,Čas pro šepoty a letáky skončil. Vláda ukázala svou pravou tvář.,Tiden for hvisken og pamfletter er forbi. Regeringen har vist sit sande ansigt.,Die Zeit für Flüstern und Flugblätter ist vorbei. Die Regierung hat ihr wahres Gesicht gezeigt.,El tiempo de susurros y panfletos ha terminado. El gobierno ha mostrado sus verdaderos colores.,Kuiskausten ja lentolehtisten aika on ohi. Hallitus on näyttänyt todelliset värinsä.,Le temps des chuchotements et des pamphlets est révolu. Le gouvernement a montré son vrai visage.,A suttogások és röplapok ideje lejárt. A kormány megmutatta igazi arcát.,Waktu untuk bisikan dan pamflet telah berakhir. Pemerintah telah menunjukkan warna aslinya.,Il tempo dei sussurri e dei volantini è finito. Il governo ha mostrato il suo vero volto.,De tijd van fluisteren en pamfletten is voorbij. De regering heeft haar ware gezicht laten zien.,Tiden for hvisking og pamfletter er over. Regjeringen har vist sitt sanne ansikt.,Czas szeptów i ulotek dobiegł końca. Rząd pokazał swoje prawdziwe oblicze.,O tempo de sussurros e panfletos acabou. O governo mostrou suas verdadeiras cores.,Timpul pentru șoapte și pamflete s-a terminat. Guvernul și-a arătat adevăratele culori.,Čas na šepkanie a letáky sa skončil. Vláda ukázala svoju pravú tvár.,Tiden för viskningar och pamfletter är över. Regeringen har visat sina sanna färger.,Fısıltılar ve broşürler dönemi sona erdi. Hükümet gerçek yüzünü gösterdi.,Thời gian cho những lời thì thầm và những tờ rơi đã kết thúc. Chính phủ đã cho thấy bộ mặt thật của họ.
Text/d5/text,Our sources confirm that [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] processing plants are increasing production.,"Naše zdroje potvrzují, že zpracovatelské závody [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] zvyšují produkci.","Vores kilder bekræfter, at [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] forarbejdningsanlæg øger produktionen.","Unsere Quellen bestätigen, dass die [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave]-Verarbeitungsanlagen die Produktion steigern.",Nuestras fuentes confirman que las plantas procesadoras de [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] están aumentando la producción.,"Lähteemme vahvistavat, että [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] -käsittelylaitokset lisäävät tuotantoa.",Nos sources confirment que les usines de transformation [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] augmentent leur production.,"Forrásaink megerősítik, hogy a [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] feldolgozóüzemek növelik a termelést.",Sumber-sumber kami mengkonfirmasi bahwa pabrik pengolahan [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] meningkatkan produksi.,Le nostre fonti confermano che gli impianti di lavorazione [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] stanno aumentando la produzione.,Onze bronnen bevestigen dat [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave]-verwerkingsfabrieken de productie verhogen.,Våre kilder bekrefter at [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave]-anleggene øker produksjonen.,"Nasze źródła potwierdzają, że zakłady przetwórcze [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] zwiększają produkcję.",Nossas fontes confirmam que as fábricas de processamento [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] estão aumentando a produção.,Sursele noastre confirmă că fabricile de procesare [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] își cresc producția.,"Naše zdroje potvrdzujú, že spracovateľské závody [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] zvyšujú produkciu.",Våra källor bekräftar att [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave]-anläggningarna ökar produktionen.,Kaynaklarımız [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] işleme tesislerinin üretimi artırdığını doğruluyor.,Nguồn tin của chúng tôi xác nhận rằng các nhà máy chế biến [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] đang tăng sản lượng.
Text/d6/text,"Which means [tornado radius=3 freq=3][color=CRIMSON]more of our brothers and sisters disappeared, processed, consumed[/color][/tornado].","Což znamená [tornado radius=3 freq=3][color=CRIMSON]více našich bratrů a sester zmizelo, zpracováno, zkonzumováno[/color][/tornado].","Hvilket betyder [tornado radius=3 freq=3][color=CRIMSON]flere af vores brødre og søstre forsvundet, forarbejdet, fortæret[/color][/tornado].","Das bedeutet [tornado radius=3 freq=3][color=CRIMSON]mehr unserer Brüder und Schwestern sind verschwunden, verarbeitet, verzehrt[/color][/tornado].","Lo que significa [tornado radius=3 freq=3][color=CRIMSON]más de nuestros hermanos y hermanas desaparecidos, procesados, consumidos[/color][/tornado].","Mikä tarkoittaa [tornado radius=3 freq=3][color=CRIMSON]lisää kadonneita, käsiteltyjä ja kulutettuja veljiämme ja sisariamme[/color][/tornado].","Ce qui signifie [tornado radius=3 freq=3][color=CRIMSON]plus de nos frères et sœurs disparus, transformés, consommés[/color][/tornado].","Ami azt jelenti, hogy [tornado radius=3 freq=3][color=CRIMSON]több testvérünk tűnt el, feldolgozták, elfogyasztották őket[/color][/tornado].","Yang berarti [tornado radius=3 freq=3][color=CRIMSON]lebih banyak saudara-saudari kita menghilang, diproses, dikonsumsi[/color][/tornado].","Il che significa [tornado radius=3 freq=3][color=CRIMSON]più dei nostri fratelli e sorelle scomparsi, lavorati, consumati[/color][/tornado].","Wat betekent [tornado radius=3 freq=3][color=CRIMSON]meer van onze broeders en zusters verdwenen, verwerkt, geconsumeerd[/color][/tornado].","Hvilket betyr [tornado radius=3 freq=3][color=CRIMSON]flere av våre brødre og søstre forsvunnet, bearbeidet, konsumert[/color][/tornado].","Co oznacza [tornado radius=3 freq=3][color=CRIMSON]więcej naszych braci i sióstr zniknęło, zostało przetworzonych, skonsumowanych[/color][/tornado].","O que significa [tornado radius=3 freq=3][color=CRIMSON]mais de nossos irmãos e irmãs desaparecidos, processados, consumidos[/color][/tornado].","Ceea ce înseamnă [tornado radius=3 freq=3][color=CRIMSON]mai mulți dintre frații și surorile noastre dispăruți, procesați, consumați[/color][/tornado].","Čo znamená [tornado radius=3 freq=3][color=CRIMSON]viac našich bratov a sestier zmizlo, spracovaných, skonzumovaných[/color][/tornado].","Vilket betyder [tornado radius=3 freq=3][color=CRIMSON]fler av våra bröder och systrar försvunna, bearbetade, konsumerade[/color][/tornado].","Bu da [tornado radius=3 freq=3][color=CRIMSON]daha fazla kardeşimizin kaybolduğu, işlendiği, tüketildiği[/color][/tornado] anlamına geliyor.","Điều đó có nghĩa là [tornado radius=3 freq=3][color=CRIMSON]nhiều anh chị em của chúng ta đã biến mất, bị chế biến, bị tiêu thụ[/color][/tornado]."
Text/d7/text,The leader pounds a fist on the table. [pulse freq=3][color=CHARTREUSE]This ends now.[/color][/pulse] We have a plan to strike at the heart of their operation.,Vůdce udeří pěstí do stolu. [pulse freq=3][color=CHARTREUSE]Tohle teď končí.[/color][/pulse] Máme plán zaútočit na srdce jejich operace.,Lederen slår en knytnæve i bordet. [pulse freq=3][color=CHARTREUSE]Dette slutter nu.[/color][/pulse] Vi har en plan om at slå til mod hjertet af deres operation.,"Der Anführer schlägt mit der Faust auf den Tisch. [pulse freq=3][color=CHARTREUSE]Das endet jetzt.[/color][/pulse] Wir haben einen Plan, um das Herz ihrer Operation zu treffen.",El líder golpea con el puño sobre la mesa. [pulse freq=3][color=CHARTREUSE]Esto termina ahora.[/color][/pulse] Tenemos un plan para atacar el corazón de su operación.,Johtaja lyö nyrkkinsä pöytään. [pulse freq=3][color=CHARTREUSE]Tämä loppuu nyt.[/color][/pulse] Meillä on suunnitelma iskeä heidän toimintansa ytimeen.,Le chef frappe du poing sur la table. [pulse freq=3][color=CHARTREUSE]Cela s'arrête maintenant.[/color][/pulse] Nous avons un plan pour frapper au cœur de leur opération.,"A vezető az asztalra csap öklével. [pulse freq=3][color=CHARTREUSE]Ennek most vége.[/color][/pulse] Van egy tervünk, hogy lecsapjunk a működésük szívére.",Pemimpin menghantamkan tinjunya di meja. [pulse freq=3][color=CHARTREUSE]Ini berakhir sekarang.[/color][/pulse] Kami memiliki rencana untuk menyerang jantung operasi mereka.,Il leader batte un pugno sul tavolo. [pulse freq=3][color=CHARTREUSE]Questo finisce ora.[/color][/pulse] Abbiamo un piano per colpire il cuore della loro operazione.,De leider slaat met een vuist op tafel. [pulse freq=3][color=CHARTREUSE]Dit eindigt nu.[/color][/pulse] We hebben een plan om het hart van hun operatie aan te vallen.,Lederen slår en knyttneve i bordet. [pulse freq=3][color=CHARTREUSE]Dette slutter nå.[/color][/pulse] Vi har en plan for å slå til mot hjertet av operasjonen deres.,"Przywódca uderza pięścią w stół. [pulse freq=3][color=CHARTREUSE]To kończy się teraz.[/color][/pulse] Mamy plan, by uderzyć w serce ich operacji.",O líder bate com o punho na mesa. [pulse freq=3][color=CHARTREUSE]Isso acaba agora.[/color][/pulse] Temos um plano para atacar o coração da operação deles.,Liderul lovește cu pumnul în masă. [pulse freq=3][color=CHARTREUSE]Asta se termină acum.[/color][/pulse] Avem un plan de a lovi în inima operațiunii lor.,Vodca udrie päsťou do stola. [pulse freq=3][color=CHARTREUSE]Toto sa teraz končí.[/color][/pulse] Máme plán zaútočiť na srdce ich operácie.,Ledaren slår näven i bordet. [pulse freq=3][color=CHARTREUSE]Detta slutar nu.[/color][/pulse] Vi har en plan för att slå mot hjärtat av deras verksamhet.,Lider masaya yumruğunu vurur. [pulse freq=3][color=CHARTREUSE]Bu şimdi sona eriyor.[/color][/pulse] Operasyonlarının kalbine vurmak için bir planımız var.,Nhà lãnh đạo đấm mạnh tay lên bàn. [pulse freq=3][color=CHARTREUSE]Điều này kết thúc ngay bây giờ.[/color][/pulse] Chúng ta có kế hoạch tấn công vào trung tâm hoạt động của họ.
Text/d8/text,"Sasha unfurls detailed plans on the table. In three days, we launch our primary offensive.",Saša rozbalí na stole podrobné plány. Za tři dny zahájíme naši hlavní ofenzívu.,Sasha ruller detaljerede planer ud på bordet. Om tre dage lancerer vi vores primære offensiv.,Sasha entfaltet detaillierte Pläne auf dem Tisch. In drei Tagen starten wir unsere Hauptoffensive.,"Sasha despliega planes detallados sobre la mesa. En tres días, lanzaremos nuestra ofensiva principal.",Sasha levittää yksityiskohtaiset suunnitelmat pöydälle. Kolmen päivän kuluttua aloitamme pääoffensiivimme.,"Sasha déroule des plans détaillés sur la table. Dans trois jours, nous lancerons notre offensive principale.",Sasha részletes terveket terít az asztalra. Három nap múlva indítjuk a fő offenzívánkat.,"Sasha membentangkan rencana detail di atas meja. Dalam tiga hari, kami akan meluncurkan ofensif utama kami.","Sasha srotola piani dettagliati sul tavolo. Tra tre giorni, lanceremo la nostra offensiva principale.",Sasha ontvouwt gedetailleerde plannen op tafel. Over drie dagen lanceren we ons primaire offensief.,Sasha ruller ut detaljerte planer på bordet. Om tre dager starter vi vår hovedoffensiv.,Sasha rozkłada szczegółowe plany na stole. Za trzy dni rozpoczniemy naszą główną ofensywę.,"Sasha desenrola planos detalhados na mesa. Em três dias, lançaremos nossa ofensiva principal.","Sasha desfășoară planuri detaliate pe masă. În trei zile, vom lansa ofensiva noastră principală.",Saša rozloží na stole podrobné plány. O tri dni spustíme našu hlavnú ofenzívu.,Sasha rullar ut detaljerade planer på bordet. Om tre dagar inleder vi vår huvudoffensiv.,"Sasha masada ayrıntılı planları açar. Üç gün içinde, ana taarruzumuzu başlatacağız.","Sasha trải ra những kế hoạch chi tiết trên bàn. Trong ba ngày nữa, chúng ta sẽ phát động cuộc tấn công chính."
Text/d9/text,"While one team creates a diversion at the main government complex, another will infiltrate the largest Root Reserve facility.","Zatímco jeden tým vytvoří diverzní akci u hlavního vládního komplexu, druhý infiltruje největší zařízení Root Reserve.","Mens et hold skaber en afledningsmanøvre ved det centrale regeringskompleks, vil et andet infiltrere det største Root Reserve-anlæg.","Während ein Team ein Ablenkungsmanöver am Hauptregierungskomplex schafft, wird ein anderes in die größte Root-Reserve-Anlage eindringen.","Mientras un equipo crea una distracción en el complejo gubernamental principal, otro se infiltrará en la instalación más grande de Root Reserve.","Sillä välin kun yksi ryhmä luo harhauttavan toiminnan päähallintokompleksilla, toinen tunkeutuu suurimpaan Root Reserve -laitokseen.","Pendant qu'une équipe crée une diversion au complexe gouvernemental principal, une autre infiltrera la plus grande installation de Root Reserve.","Míg az egyik csapat elterelést végez a fő kormányzati komplexumnál, a másik behatol a legnagyobb Root Reserve létesítménybe.","Sementara satu tim menciptakan pengalihan di kompleks pemerintah utama, tim lain akan menyusup ke fasilitas Root Reserve terbesar.","Mentre una squadra crea un diversivo presso il complesso governativo principale, un'altra infiltrerà la più grande struttura di Root Reserve.","Terwijl één team een afleidingsmanoeuvre creëert bij het hoofdregeringscomplex, zal een ander team de grootste Root Reserve-faciliteit infiltreren.","Mens ett lag skaper en avledning ved hovedregjeringskomplekset, vil et annet infiltrere det største Root Reserve-anlegget.","Podczas gdy jeden zespół stworzy dywersję przy głównym kompleksie rządowym, drugi infiltruje największy obiekt Root Reserve.","Enquanto uma equipe cria uma diversão no complexo principal do governo, outra infiltrará na maior instalação da Root Reserve.","În timp ce o echipă creează o diversiune la complexul guvernamental principal, alta va infiltra cea mai mare facilitate Root Reserve.","Zatiaľ čo jeden tím vytvorí diverzný manéver pri hlavnom vládnom komplexe, druhý infiltruje najväčšie zariadenie Root Reserve.",Medan ett team skapar en avledningsmanöver vid det centrala regeringskomplexet kommer ett annat att infiltrera den största Root Reserve-anläggningen.,"Bir ekip ana hükümet kompleksinde bir yanıltma yaratırken, diğeri en büyük Root Reserve tesisine sızacak.","Trong khi một đội tạo ra sự phân tán tại khu phức hợp chính phủ chính, một đội khác sẽ xâm nhập vào cơ sở Root Reserve lớn nhất."
Text/da/text,"Our goal: obtain [color=CHARTREUSE]irrefutable evidence[/color] of what happens inside, broadcast it to all of Spud.","Náš cíl: získat [color=CHARTREUSE]nevyvratitelné důkazy[/color] o tom, co se uvnitř děje, a vysílat je do celého Spudu.","Vores mål: at skaffe [color=CHARTREUSE]uimodsigelige beviser[/color] på, hvad der sker indenfor, og sende det til hele Spud.","Unser Ziel: [color=CHARTREUSE]unwiderlegbare Beweise[/color] dafür zu erlangen, was im Inneren geschieht, und es an ganz Spud zu übertragen.","Nuestro objetivo: obtener [color=CHARTREUSE]pruebas irrefutables[/color] de lo que sucede dentro, transmitirlo a todo Spud.","Tavoitteemme: hankkia [color=CHARTREUSE]kiistattomia todisteita[/color] siitä, mitä sisällä tapahtuu, ja lähettää se kaikille Spudissa.","Notre objectif : obtenir des [color=CHARTREUSE]preuves irréfutables[/color] de ce qui se passe à l'intérieur, les diffuser à tout Spud.","Célunk: [color=CHARTREUSE]megcáfolhatatlan bizonyítékot[/color] szerezni arról, mi történik odabent, és közvetíteni azt egész Spudnak.","Tujuan kami: mendapatkan [color=CHARTREUSE]bukti yang tak terbantahkan[/color] tentang apa yang terjadi di dalam, menyiarkannya ke seluruh Spud.","Il nostro obiettivo: ottenere [color=CHARTREUSE]prove inconfutabili[/color] di ciò che accade all'interno, trasmetterle a tutto Spud.","Ons doel: [color=CHARTREUSE]onweerlegbaar bewijs[/color] verkrijgen van wat er binnen gebeurt, en het uitzenden naar heel Spud.","Vårt mål: skaffe [color=CHARTREUSE]ubestridelige bevis[/color] på hva som skjer inne, og kringkaste det til hele Spud.","Nasz cel: zdobyć [color=CHARTREUSE]niepodważalne dowody[/color] tego, co dzieje się w środku, i nadać je do całego Spud.","Nosso objetivo: obter [color=CHARTREUSE]provas irrefutáveis[/color] do que acontece lá dentro, transmiti-las para toda Spud.","Obiectivul nostru: să obținem [color=CHARTREUSE]dovezi irefutabile[/color] despre ce se întâmplă înăuntru, să le transmitem în tot Spud.","Náš cieľ: získať [color=CHARTREUSE]nezvratné dôkazy[/color] o tom, čo sa deje vo vnútri, a vysielať ich do celého Spudu.",Vårt mål: att få [color=CHARTREUSE]obestridliga bevis[/color] på vad som händer inuti och sända det till hela Spud.,"Hedefimiz: içeride neler olduğuna dair [color=CHARTREUSE]çürütülemez kanıtlar[/color] elde etmek, bunu tüm Spud'a yayınlamak.","Mục tiêu của chúng ta: thu thập [color=CHARTREUSE]bằng chứng không thể chối cãi[/color] về những gì xảy ra bên trong, phát sóng nó đến toàn bộ Spud."
Text/db/text,Sasha points to a section of the plans. This is where you come in.,Saša ukazuje na část plánů. Tady přicházíte na řadu vy.,"Sasha peger på en del af planerne. Det er her, du kommer ind i billedet.",Sasha zeigt auf einen Teil der Pläne. Hier kommst du ins Spiel.,Sasha señala una sección de los planes. Aquí es donde entras tú.,Sasha osoittaa suunnitelmien osiota. Tässä sinä tulet mukaan.,Sasha pointe une section des plans. C'est là que vous intervenez.,Sasha a tervek egy részére mutat. Itt lépsz te a képbe.,Sasha menunjuk ke bagian dari rencana tersebut. Di sinilah Anda berperan.,Sasha indica una sezione dei piani. È qui che entri in gioco tu.,Sasha wijst naar een deel van de plannen. Dit is waar jij in beeld komt.,Sasha peker på en del av planene. Dette er hvor du kommer inn.,Sasha wskazuje na część planów. To tutaj wchodzisz ty.,Sasha aponta para uma seção dos planos. É aqui que você entra.,Sasha indică o secțiune a planurilor. Aici intri tu în scenă.,Saša ukazuje na časť plánov. Tu vstupuješ ty.,Sasha pekar på en del av planerna. Det är här du kommer in i bilden.,Sasha planların bir bölümünü işaret eder. İşte burada sen devreye giriyorsun.,Sasha chỉ vào một phần của kế hoạch. Đây là nơi bạn tham gia.
