keys,id
Text/240/text,"Saat giliran malam berakhir, sebagian besar petugas telah pergi. Hanya Anda dan beberapa penjaga yang tersisa."
Text/241/text,Seorang penjaga kekar mendekati pos Anda. Namanya Viktor. Saya bertugas jaga malam.
Text/242/text,"Matanya lelah, dihantui sesuatu. Anda yang baru, kan? Yang terus diawasi Russet?"
Choice/243/text,Hanya mencoba melakukan pekerjaan saya. Mengapa Russet mengawasi saya?
Choice/244/text,Adakah sesuatu yang harus saya tahu?
Text/245/text,Dia mengangkat bahu dengan berat. Russet mengawasi semua orang yang bertanya. [color=STEEL_BLUE]Istri saya pernah bertanya[/color].
Text/246/text,Dia tidak ada lagi untuk bertanya.
Text/247/text,"Dia melirik sekeliling, lalu merendahkan suaranya. Hanya... hati-hati siapa yang Anda percaya."
Text/248/text,Dan siapa yang Anda [color=CRIMSON]hukum[/color]. Beberapa dari kami mengingat setiap wajah yang kami kirim ke pemrosesan.
Text/249/text,"Sebuah kentang gugup mendekat. Dokumennya tampak beres, tetapi Anda melihat [color=CHARTREUSE]pin daun yang samar[/color] di kerahnya."
Text/24a/text,"Mereka menggeser dokumen mereka. Sebuah catatan kecil terselip di dalamnya: ""[color=CHARTREUSE]Sasha mengirim saya. Paket untuk jaringan. Tolong.[/color]"""
Text/24b/text,[color=DARK_ORANGE]RealityScan[/color] baru berkedip siap di pos Anda. Satu kali pindai dan itu akan mendeteksi elemen palsu di dokumen mereka.
Choice/24c/text,Pura-pura pemindai rusak dan biarkan mereka lewat
Choice/24d/text,Gunakan pemindai sesuai ketentuan - Anda tidak bisa mengambil risiko terbongkar.
Choice/24e/text,"Beri isyarat kepada Viktor untuk membuang muka, lalu biarkan mereka lewat."
Text/24f/text,"Anda mengetuk pemindai, mengerutkan kening, mengetuknya lagi. ""Benda sialan ini bermasalah. Silakan lewat."""
Text/250/text,"Rasa lega membanjiri wajah mereka. Mereka mengucapkan ""[color=CHARTREUSE]Terima kasih[/color]"" tanpa suara dan bergegas lewat."
Text/251/text,"Anda menangkap pandangannya dan mengangguk ke arah agen. Dia melihat mereka, lalu ke Anda."
Text/252/text,"Dia sengaja membalikkan punggungnya, mengamati dinding. ""[color=STEEL_BLUE]Pemindai bermasalah sepanjang hari.[/color]"""
Text/253/text,"Agen itu berhasil lolos. Viktor tidak mengatakan apa-apa, tetapi Anda telah berbagi rahasia sekarang."
Text/254/text,"Anda menjalankan pemindaian. Mesin itu [color=RED]berbunyi nyaring[/color]. ""Dokumentasi palsu terdeteksi."""
Text/255/text,"Kengerian muncul di wajah mereka. ""[color=CRIMSON]Anda tidak mengerti apa yang telah Anda lakukan...[/color]"""
Text/256/text,"Dia dan penjaga lain mendekat. Agen itu diseret pergi, masih menatap Anda."
Text/257/text,Sasha menemui Anda di bayangan. Agen itu membawa [color=CHARTREUSE]salinan manifes[/color] ke kontak kami di luar.
Text/258/text,"Karena Anda, kebenaran akan menyebar melampaui perbatasan Spud. [color=CHARTREUSE]Anda telah membuat perbedaan nyata.[/color]"
Text/259/text,Mata Sasha membelalak. Viktor membantu? Aku punya firasat tentang dia. Istrinya dulu...
Text/25a/text,Dia terdiam. Kita punya lebih banyak sekutu dari yang kukira.
Text/25b/text,"Sasha menemukanmu, ekspresinya dingin. Agen itu punya keluarga. Tiga tunas di rumah."
Text/25c/text,Aku mengerti ketakutan. Tapi [color=CRIMSON]ketakutan ada konsekuensinya[/color]. Mereka akan diproses sebelum pagi.
Text/25d/text,Kuharap catatan bersihmu sepadan.
Text/25e/text,Murphy menyelinap ke kamarmu. Kudengar ada sedikit keributan di posmu malam ini.
Text/25f/text,[color=CHARTREUSE]Bagus. Kita bersama dalam hal ini sekarang.[/color] Tidak ada jalan kembali.
Text/260/text,Wajah Murphy muram. Aku... Aku kira kau bersama kami. Apa yang terjadi?
Text/261/text,Shift besok akan berbeda. Taruhannya tidak pernah setinggi ini.
Text/262/text,"Tapi untuk pertama kalinya, kau merasa berada di [color=CHARTREUSE]pihak yang benar[/color]. Berapapun biayanya."
Text/263/text,Wajah agen itu menghantuimu. Keluarga mereka tidak akan pernah tahu mengapa mereka tidak pulang.
Text/264/text,[color=STEEL_BLUE]Karena dirimu.[/color]
Choice/243/disabled_text,
Choice/244/disabled_text,
Choice/24c/disabled_text,
Choice/24d/disabled_text,
Choice/24e/disabled_text,
