keys,en,cs,da,de,es,fi,fr,hu,id,it,nl,no,pl,pt,ro,sk,sv,tr,vi
Text/3a/text,"The checkpoint has been rebuilt after the resistance attack. Security is unprecedented, with propaganda broadcasts praising the ""brave defenders.""","Kontrolní bod byl znovu postaven po útoku odporu. Bezpečnost je bezprecedentní, s propagandistickými vysíláními chválícími ""statečné obránce"".","Checkpointet er genopbygget efter modstandsangrebet. Sikkerheden er uden fortilfælde, med propagandaudsendelser der priser de ""modige forsvarere"".","Der Kontrollpunkt wurde nach dem Widerstandsangriff wiederaufgebaut. Die Sicherheit ist beispiellos, mit Propagandasendungen, die die ""tapferen Verteidiger"" preisen.","El punto de control ha sido reconstruido después del ataque de la resistencia. La seguridad es sin precedentes, con transmisiones de propaganda alabando a los ""valientes defensores"".","Tarkastuspiste on rakennettu uudelleen vastarintahyökkäyksen jälkeen. Turvallisuus on ennennäkemätöntä, propagandajulistukset ylistävät ""urheita puolustajia"".","Le point de contrôle a été reconstruit après l'attaque de la résistance. La sécurité est sans précédent, avec des diffusions de propagande louant les ""braves défenseurs"".","Az ellenőrző pontot újjáépítették a ellenállási támadás után. A biztonság példa nélküli, propagandaadásokkal, amelyek a ""bátor védőket"" dicsérik.","Pos pemeriksaan telah dibangun kembali setelah serangan perlawanan. Keamanan benar-benar tak terduga, dengan siaran propaganda memuji ""para pembela yang berani"".","Il punto di controllo è stato ricostruito dopo l'attacco della resistenza. La sicurezza è senza precedenti, con trasmissioni di propaganda che lodano i ""coraggiosi difensori"".","Het controlepunt is herbouwd na de aanval van het verzet. De veiligheid is zonder precedent, met propaganda-uitzendingen die de ""dappere verdedigers"" prijzen.","Kontrollpunktet er gjenoppbygget etter motstandsangrepet. Sikkerheten er uten sidestykke, med propagandautsendelser som hyller de ""modige forsvarerne"".","Punkt kontrolny został odbudowany po ataku oporu. Bezpieczeństwo jest bezprecedensowe, z propagandowymi audycjami chwalącymi ""dzielnych obrońców"".","O posto de controle foi reconstruído após o ataque da resistência. A segurança é sem precedentes, com transmissões de propaganda elogiando os ""bravos defensores"".","Punctul de control a fost reconstruit după atacul rezistenței. Securitatea este fără precedent, cu transmisii de propagandă care laudă pe ""bravii apărători"".","Kontrolný bod bol znovu vybudovaný po útoku odporu. Bezpečnosť je bez precedensu, s propagandistickými vysielaniami oslavujúcimi ""statočných obrancov"".","Kontrollpunkten har återuppbyggts efter motståndsattacken. Säkerheten är utan motstycke, med propagandautsändningar som hyllar de ""modiga försvararna"".","Kontrol noktası direniş saldırısından sonra yeniden inşa edildi. Güvenlik eşi benzeri görülmemiş, direniş yanlısı propagandaların ""cesur savunucuları"" övdüğü bir seviyede.","Điểm kiểm soát đã được xây dựng lại sau cuộc tấn công của lực lượng kháng chiến. An ninh chưa từng có, với các chương trình tuyên truyền ca ngợi ""những người bảo vệ can trường""."
Text/3b/text,I've been promoted to Regional Director of Border Security and [pulse freq=2]Root Reserve Distribution[/pulse].,Byl jsem povýšen na Regionálního ředitele hraniční bezpečnosti a [pulse freq=2]Distribuce kořenové rezervy[/pulse].,Jeg er blevet forfremmet til Regional Direktør for Grænsesikkerhed og [pulse freq=2]Rod Reserve Distribution[/pulse].,Ich wurde zum Regionaldirektor für Grenzsicherheit und [pulse freq=2]Wurzelreserve-Verteilung[/pulse] befördert.,He sido ascendido a Director Regional de Seguridad Fronteriza y [pulse freq=2]Distribución de Reserva Raíz[/pulse].,Minut on ylennetty Alueelliseksi Rajaturvallisuuden Johtajaksi ja [pulse freq=2]Juurivarannon Jakeluun[/pulse].,J'ai été promu Directeur Régional de la Sécurité Frontalière et [pulse freq=2]Distribution de la Réserve Racine[/pulse].,Kineveztek a Határ Biztonsági Regionális Igazgatójává és a [pulse freq=2]Gyökér Tartalék Elosztás[/pulse] vezetőjévé.,Saya dipromosikan menjadi Direktur Regional Keamanan Perbatasan dan [pulse freq=2]Distribusi Cadangan Akar[/pulse].,Sono stato promosso a Direttore Regionale della Sicurezza Frontaliera e [pulse freq=2]Distribuzione Riserva Radice[/pulse].,Ik ben bevorderd tot Regionaal Directeur van Grensbeveiliging en [pulse freq=2]Wortelreserve Distributie[/pulse].,Jeg er forfremmet til Regionaldirektør for Grensesikkerhet og [pulse freq=2]Rotreserve-distribusjon[/pulse].,Zostałem awansowany na Regionalnego Dyrektora Bezpieczeństwa Granicznego i [pulse freq=2]Dystrybucji Rezerwy Korzeniowej[/pulse].,Fui promovido a Diretor Regional de Segurança Fronteiriça e [pulse freq=2]Distribuição de Reserva Raiz[/pulse].,Am fost promovat la Director Regional de Securitate Frontalieră și [pulse freq=2]Distribuție Rezervă Rădăcină[/pulse].,Bol som povýšený na Regionálneho riaditeľa pohraničnej bezpečnosti a [pulse freq=2]Distribúcie Koreňovej Rezervy[/pulse].,Jag har befordrats till Regionaldirektör för Gränssäkerhet och [pulse freq=2]Rotreservdistribution[/pulse].,Sınır Güvenliği Bölge Direktörü ve [pulse freq=2]Kök Rezerv Dağıtımı[/pulse]'na terfi ettim.,Tôi được thăng chức làm Giám đốc Khu vực về An ninh Biên giới và [pulse freq=2]Phân phối Dự trữ Gốc[/pulse].
Text/3c/text,Russet pins a small medal to your uniform. Assistant Regional Director... for your unwavering loyalty to Spud.,Russet připne malou medaili na vaši uniformu. Asistent regionálního ředitele... za vaši neochvějnou loajalitu vůči Spud.,Russet fæstner en lille medalje på din uniform. Assisterende Regional Direktør... for din ubetingede loyalitet over for Spud.,Russet heftet eine kleine Medaille an Ihre Uniform. Stellvertretender Regionaldirektor... für Ihre unerschütterliche Treue zu Spud.,Russet prende una pequeña medalla en tu uniforme. Subdirector Regional... por tu lealtad inquebrantable a Spud.,Russet kiinnittää pienen mitalin uniformuusi. Aluepäällikön Apulainen... täydellisestä lojaalisuudestasi Spudia kohtaan.,Russet épingle une petite médaille sur votre uniforme. Directeur Régional Adjoint... pour votre loyauté inébranlable envers Spud.,Russet egy kis érdemérmet tűz az egyenruhádra. Regionális Igazgató-helyettes... a Spud iránti rendíthetetlen hűségedért.,Russet menempelkan medali kecil pada seragam Anda. Direktur Regional Asisten... atas kesetiaan Anda yang tak tergoyahkan kepada Spud.,Russet appunta una piccola medaglia sulla tua divisa. Direttore Regionale Assistente... per la tua incrollabile lealtà verso Spud.,Russet steekt een kleine medaille op je uniform. Adjunct-Regionaal Directeur... voor je onwankelbare loyaliteit aan Spud.,Russet fester en liten medalje på uniformen din. Assisterende Regionaldirektør... for din urokkelige lojalitet til Spud.,Russet przypina małą odznakę do twojego munduru. Zastępca Regionalnego Dyrektora... za twoją niezłomną lojalność wobec Spud.,Russet prende uma pequena medalha no seu uniforme. Diretor Regional Assistente... pela sua lealdade inabalável a Spud.,Russet prinde o mică medalie pe uniforma ta. Adjunct Director Regional... pentru loialitatea ta neclintită față de Spud.,Russet pripína malú medailu na váš uniform. Zástupca regionálneho riaditeľa... za vašu neotrasiteľnú vernosť Spudu.,Russet fäster en liten medalj på din uniform. Biträdande Regionaldirektör... för din orubbliga lojalitet till Spud.,"Russet, üniforma küçük bir madalya iliyor. Bölge Direktör Yardımcısı... Spud'a olan sarsılmaz bağlılığın için.",Russet gắn một huy hiệu nhỏ vào đồng phục của bạn. Phó Giám đốc Khu vực... vì sự trung thành kiên định của bạn với Spud.
Text/3d/text,I have a special assignment! Prime Minister Idaho will be inspecting our facility today. You've been selected for demonstration.,Mám speciální úkol! Premiér Idaho bude dnes inspektovat naše zařízení. Byl jste vybrán k demonstraci.,Jeg har en speciel opgave! Premierminister Idaho vil inspicere vores facilitet i dag. Du er udvalgt til demonstration.,Ich habe eine Sonderaufgabe! Premierminister Idaho wird heute unsere Einrichtung inspizieren. Sie wurden für die Demonstration ausgewählt.,¡Tengo una misión especial! El Primer Ministro Idaho inspeccionará nuestra instalación hoy. Has sido seleccionado para la demostración.,Minulla on erikoistehtävä! Pääministeri Idaho tulee tänään tarkastamaan laitoksemme. Sinut on valittu demonstraatioon.,J'ai une mission spéciale ! Le Premier Ministre Idaho va inspecter notre installation aujourd'hui. Vous avez été sélectionné pour la démonstration.,Különleges küldetésem van! Idaho miniszterelnök ma fogja ellenőrizni a létesítményünket. Téged választottak a bemutatóra.,Saya punya tugas khusus! Perdana Menteri Idaho akan memeriksa fasilitas kami hari ini. Anda telah dipilih untuk demonstrasi.,Ho una missione speciale! Il Primo Ministro Idaho ispezionerà il nostro impianto oggi. Sei stato selezionato per la dimostrazione.,Ik heb een speciale missie! Minister-president Idaho zal vandaag onze faciliteit inspecteren. Je bent geselecteerd voor de demonstratie.,Jeg har en spesiell oppdrag! Statsminister Idaho vil inspisere vår fasilitetet i dag. Du er valgt ut til demonstrasjon.,Mam specjalne zadanie! Premier Idaho będzie dziś kontrolować naszą placówkę. Zostałeś wybrany do demonstracji.,Tenho uma missão especial! O Primeiro-Ministro Idaho inspecionará nossa instalação hoje. Você foi selecionado para a demonstração.,Am o misiune specială! Premierul Idaho va inspecta instalația noastră astăzi. Ai fost selectat pentru demonstrație.,Mám špeciálnu misiu! Premiér Idaho dnes bude kontrolovať naše zariadenie. Boli ste vybraný na ukážku.,Jag har ett särskilt uppdrag! Premiärminister Idaho kommer att inspektera vår anläggning idag. Du har valts ut för demonstration.,Özel bir görevim var! Başbakan Idaho bugün tesisimizi denetleyecek. Gösteriye sen seçildin.,Tôi có một nhiệm vụ đặc biệt! Thủ tướng Idaho sẽ kiểm tra cơ sở của chúng tôi hôm nay. Bạn đã được chọn để biểu diễn.
Text/3e/text,Have you seen the new batch of Root Reserve? They're calling it 'Resistance Blend' after what happened to those captives.,"Viděli jste novou dávku Kořenové rezervy? Nazývají ji 'Směs odporu' po tom, co se stalo těm zadrženým.","Har du set den nye batch Rod Reserve? De kalder den 'Modstandsblanding' efter det, der skete med de tilfangetagne.","Haben Sie die neue Charge Wurzelreserve gesehen? Sie nennen sie 'Widerstandsmischung' nach dem, was mit den Gefangenen geschah.",¿Has visto el nuevo lote de Reserva Raíz? Lo están llamando 'Mezcla de Resistencia' después de lo que le sucedió a los cautivos.,"Oletko nähnyt uuden erän Juurivarantoa? He kutsuvat sitä 'Vastarintasekoitteeksi' sille, mitä vangeille tapahtui.",Avez-vous vu le nouveau lot de Réserve Racine ? Ils l'appellent le 'Mélange de Résistance' après ce qui est arrivé aux captifs.,"Láttad az új Gyökér Tartalék szállítmányt? Ellenállási Keveréknek hívják azután, ami a foglyokkal történt.",Pernahkah Anda melihat batch baru Cadangan Akar? Mereka menyebutnya 'Campuran Perlawanan' setelah apa yang terjadi pada para tawanan.,Hai visto il nuovo lotto di Riserva Radice? Lo chiamano 'Miscela Resistenza' dopo quello che è successo ai prigionieri.,Heb je de nieuwe batch Wortelreserve gezien? Ze noemen het 'Verzet Mengsel' naar wat er met de gevangenen is gebeurd.,Har du sett den nye batchen Rotreserve? De kaller den 'Motstandsblanding' etter det som skjedde med de tilfangetatte.,"Widziałeś nową partię Rezerwy Korzeniowej? Nazywają ją 'Mieszanką Oporu' po tym, co się stało z jeńcami.",Já viu o novo lote da Reserva Raiz? Estão chamando de 'Mistura de Resistência' depois do que aconteceu com os cativos.,Ai văzut noua șarjă de Rezervă Rădăcină? O numesc 'Amestec de Rezistență' după ceea ce li s-a întâmplat prizonierilor.,"Videli ste novú dávku Koreňovej Rezervy? Volajú ju 'Zmes Odporu' po tom, čo sa stalo zajatcom.",Har du sett den nya batchen Rotreserv? De kallar den 'Motståndsbrygd' efter vad som hände de tillfångatagna.,Yeni Kök Rezerv partisini gördün mü? Tutsaklara ne olduğundan sonra 'Direniş Karışımı' diyorlar.,Bạn đã thấy lô Dự trữ Gốc mới chưa? Họ gọi nó là 'Hỗn hợp Kháng chiến' sau những gì đã xảy ra với những người bị giam giữ.
Text/3f/text,Some are saying the resistance wasn't completely wrong. That there's [wave amp=15 freq=3]evidence they were telling the truth[/wave]...,"Někteří říkají, že odpor nebyl zcela špatný. Že existují [wave amp=15 freq=3]důkazy, že mluvili pravdu[/wave]...","Nogle siger, at modstanden ikke var helt forkert. At der er [wave amp=15 freq=3]beviser for, at de fortalte sandheden[/wave]...","Manche sagen, der Widerstand sei nicht komplett falsch gewesen. Dass es [wave amp=15 freq=3]Beweise gibt, dass sie die Wahrheit sagten[/wave]...",Algunos dicen que la resistencia no estaba completamente equivocada. Que hay [wave amp=15 freq=3]evidencia de que decían la verdad[/wave]...,"Jotkut sanovat, että vastarinta ei ollut täysin väärässä. Että on [wave amp=15 freq=3]todisteita siitä, että he puhuivat totta[/wave]...",Certains disent que la résistance n'avait pas tout à fait tort. Qu'il existe des [wave amp=15 freq=3]preuves qu'ils disaient la vérité[/wave]...,"Néhányan azt mondják, az ellenállás nem volt teljesen rossz. Hogy vannak [wave amp=15 freq=3]bizonyítékok arra, hogy igazat mondtak[/wave]...",Beberapa orang mengatakan perlawanan tidak sepenuhnya salah. Bahwa ada [wave amp=15 freq=3]bukti mereka mengatakan kebenaran[/wave]...,Alcuni dicono che la resistenza non fosse completamente sbagliata. Che ci sono [wave amp=15 freq=3]prove che dicevano la verità[/wave]...,Sommigen zeggen dat het verzet niet helemaal fout was. Dat er [wave amp=15 freq=3]bewijs is dat ze de waarheid spraken[/wave]...,Noen sier at motstanden ikke var helt gal. At det finnes [wave amp=15 freq=3]bevis for at de fortalte sannheten[/wave]...,"Niektórzy mówią, że opór nie był całkowicie w błędzie. Że istnieją [wave amp=15 freq=3]dowody, że mówili prawdę[/wave]...",Alguns dizem que a resistência não estava completamente errada. Que há [wave amp=15 freq=3]evidências de que eles estavam dizendo a verdade[/wave]...,Unii spun că rezistența nu a fost complet greșită. Că există [wave amp=15 freq=3]dovezi că spuneau adevărul[/wave]...,"Niektorí hovoria, že odpor nebol úplne zlý. Že existujú [wave amp=15 freq=3]dôkazy, že hovorili pravdu[/wave]...",Vissa säger att motståndet inte var helt fel. Att det finns [wave amp=15 freq=3]bevis för att de talade sanning[/wave]...,Bazıları direnişin tamamıyla yanlış olmadığını söylüyor. Ki [wave amp=15 freq=3]onların doğruyu söylediğine dair kanıtlar var[/wave]...,Một số người nói rằng lực lượng kháng chiến không hoàn toàn sai. Rằng có [wave amp=15 freq=3]bằng chứng họ đang nói sự thật[/wave]...
Choice/40/text,"""Be careful. Even talking like that is dangerous now."" (Cautious)",Buď opatrný. Už jen takto mluvit je nebezpečné. (Opatrně),Vær forsigtig. Selv at tale sådan er farligt nu. (Forsigtig),Sei vorsichtig. Schon so zu reden ist jetzt gefährlich. (Vorsichtig),Ten cuidado. Hablar así ahora es peligroso. (Cauteloso),Ole varovainen. Jo tällaisesta puhuminen on nyt vaarallista. (Varuillaan),Sois prudent. Parler comme ça est maintenant dangereux. (Prudent),"Légy óvatos. Már az is veszélyes, ha ilyesmit mondasz. (Óvatos)",Berhati-hatilah. Berbicara seperti ini sekarang berbahaya. (Waspada),Stai attento. Parlare così ora è pericoloso. (Cauto),Wees voorzichtig. Zelfs zo praten is nu gevaarlijk. (Voorzichtig),Vær forsiktig. Selv å snakke slik er farlig nå. (Varsom),"„Bądź ostrożny. Już samo mówienie tak jest teraz niebezpieczne."" (Ostrożnie)",Tenha cuidado. Até falar assim agora é perigoso. (Cauteloso),"„Fii atent. Chiar și vorbit astfel este periculos acum."" (Precaut)","„Buď opatrný. Už len takto hovoriť je teraz nebezpečné."" (Opatrne)",Var försiktig. Även att prata så här är farligt nu. (Varsam),Dikkatli ol. Böyle konuşmak bile şimdi tehlikeli. (İhtiyatlı),Hãy cẩn thận. Ngay cả việc nói như vậy bây giờ cũng nguy hiểm. (Thận trọng)
Choice/41/text,"""I've had the same thoughts. This doesn't feel right."" (Sympathetic)",Měl jsem stejné myšlenky. Tohle se nezdá být správné. (Soucitně),Jeg har haft de samme tanker. Dette føles ikke rigtigt. (Medfølende),Ich hatte die gleichen Gedanken. Das fühlt sich nicht richtig an. (Mitfühlend),He tenido los mismos pensamientos. Esto no se siente bien. (Comprensivo),Minulla on ollut samat ajatukset. Tämä ei tunnu oikealta. (Myötätuntoinen),J'ai eu les mêmes pensées. Ça ne me semble pas correct. (Compatissant),Ugyanezek a gondolataim támadtak. Ez nem tűnik rendben levőnek. (Együttérző),Saya punya pemikiran yang sama. Ini tidak terasa benar. (Penuh empati),Ho avuto gli stessi pensieri. Questo non sembra giusto. (Comprensivo),Ik heb dezelfde gedachten gehad. Dit voelt niet goed. (Meevoelend),Jeg har hatt de samme tankene. Dette føles ikke riktig. (Medfølende),"„Miałem takie same myśli. To nie wydaje się być słuszne."" (Współczująco)",Tive os mesmos pensamentos. Isso não parece certo. (Compassivo),"„Am avut aceleași gânduri. Asta nu pare corect."" (Plin de compasiune)","„Mal som rovnaké myšlienky. Toto sa nezdá správne."" (Súcitne)",Jag har haft samma tankar. Detta känns inte rätt. (Medkännande),Aynı düşüncelere ben de sahiptim. Bu doğru gelmiyor. (Şefkatli),Tôi cũng có những suy nghĩ như vậy. Điều này không có vẻ đúng. (Cảm thông)
Text/42/text,Not everyone believes the official story anymore. Keep your eyes open during the Prime Minister's visit.,Ne všichni už věří oficiálnímu příběhu. Buď pozorný během návštěvy premiéra.,Ikke alle tror længere på den officielle historie. Hold øjnene åbne under premierministerens besøg.,Nicht alle glauben mehr die offizielle Geschichte. Halten Sie die Augen offen während des Besuchs des Premierministers.,No todos creen ya la historia oficial. Mantén los ojos abiertos durante la visita del Primer Ministro.,Kaikki eivät enää usko virallista tarinaa. Pidä silmäsi auki pääministerin vierailun aikana.,Tout le monde ne croit plus l'histoire officielle. Gardez les yeux ouverts pendant la visite du Premier Ministre.,Már nem mindenki hisz a hivatalos történetben. Tartsd nyitva a szemed a miniszterelnök látogatása alatt.,Tidak semua orang lagi percaya cerita resmi. Buka mata selama kunjungan Perdana Menteri.,Non tutti credono più alla storia ufficiale. Tieni gli occhi aperti durante la visita del Primo Ministro.,Niet iedereen gelooft nog het officiële verhaal. Houd je ogen open tijdens het bezoek van de minister-president.,Ikke alle tror lenger på den offisielle historien. Hold øynene åpne under statsministerens besøk.,Nie wszyscy już wierzą w oficjalną historię. Miej oczy otwarte podczas wizyty premiera.,Nem todos acreditam mais na história oficial. Mantenha os olhos abertos durante a visita do Primeiro-Ministro.,Nu toată lumea mai crede povestea oficială. Ține ochii deschiși în timpul vizitei Premierului.,Nie všetci už veria oficiálnemu príbehu. Majte oči otvorené počas návštevy premiéra.,Inte alla tror längre på den officiella berättelsen. Håll ögonen öppna under premiärministerns besök.,Herkes artık resmi hikayeye inanmıyor. Başbakanın ziyareti sırasında gözlerini açık tut.,Không phải ai cũng tin vào câu chuyện chính thức nữa. Hãy để mắt trong suốt chuyến thăm của Thủ tướng.
Text/43/text,"There's a new resistance forming. Quieter, more careful. If you want to know more... watch for the yellow spud emblem.","Vytváří se nový odpor. Tišší, opatrnější. Pokud chceš vědět víc... sleduj žlutý symbol bramboru.","Der dannes en ny modstand. Mere stille, mere forsigtig. Hvis du vil vide mere... hold øje med det gule kartoffel-emblem.","Es bildet sich eine neue Widerstandsbewegung. Leiser, vorsichtiger. Wenn Sie mehr wissen wollen... achten Sie auf das gelbe Kartoffel-Emblem.","Hay una nueva resistencia formándose. Más silenciosa, más cuidadosa. Si quieres saber más... busca el emblema de la patata amarilla.","Uusi vastarinta on muodostumassa. Hiljaisempi, varovaisempi. Jos haluat tietää lisää... etsi keltaista perunamerkkiä.","Une nouvelle résistance se forme. Plus silencieuse, plus prudente. Si vous voulez en savoir plus... guettez l'emblème de la pomme de terre jaune.","Egy új ellenállás van kialakulóban. Halkabb, óvatosabb. Ha többet akarsz megtudni... figyelj a sárga burgonyajelvényre.","Ada perlawanan baru yang sedang terbentuk. Lebih diam, lebih hati-hati. Jika Anda ingin tahu lebih lanjut... perhatikan lambang kentang kuning.","C'è una nuova resistenza che si sta formando. Più silenziosa, più cauta. Se vuoi saperne di più... cerca l'emblema della patata gialla.","Er vormt zich een nieuw verzet. Stiller, voorzichtiger. Als je meer wilt weten... let op het gele aardappel-embleem.","Det dannes en ny motstand. Stillere, mer forsiktig. Hvis du vil vite mer... se etter det gule potetmerket.","Tworzy się nowy opór. Cichszy, bardziej ostrożny. Jeśli chcesz wiedzieć więcej... zwróć uwagę na żółty emblemat ziemniaka.","Uma nova resistência está se formando. Mais silenciosa, mais cautelosa. Se quiser saber mais... procure o emblema da batata amarela.","Se formează o nouă rezistență. Mai tăcută, mai precaută. Dacă vrei să afli mai multe... caută emblema cartofului galben.","Formuje sa nový odpor. Tichší, opatrnejší. Ak chcete vedieť viac... sledujte žltý emblém zemiaka.","Ett nytt motstånd bildas. Tystare, mer försiktigt. Om du vill veta mer... se efter den gula potatisemblemet.","Yeni bir direniş oluşuyor. Daha sessiz, daha dikkatli. Daha fazlasını öğrenmek istiyorsan... sarı patates amblemi için izle.","Một lực lượng kháng chiến mới đang hình thành. Âm thầm hơn, cẩn thận hơn. Nếu bạn muốn biết thêm... hãy tìm kiếm huy hiệu khoai tây vàng."
