keys,th
Text/102/text,ดีเลย นายมาถึงแล้ว การต่อต้านกำลัง[color=CHARTREUSE]แข็งแกร่งขึ้น[/color] ต้องขอบคุณเอกสารแสดงรายการพวกนั้น ผู้คนถึงได้เห็นความจริง
Text/102_foreshadow1/text,[color=STEEL_BLUE]ซาช่าเหลือบมองข้ามไหล่ด้วยความประหม่า[/color] ขอโทษนะ ฉัน... [color=YELLOW]ฉันว่าพวกเขากำลังจับตาดูฉันอยู่[/color]
Text/102_foreshadow2/text,รัสเซ็ตถามคำถามไม่หยุด ตามฉันหลังเลิกงาน [wave amp=15 freq=2][color=YELLOW]ฉันต้องระวังตัวให้มากกว่านี้[/color][/wave]
Text/102_foreshadow3/text,ซาช่า บางทีนายควรหลบซ่อนตัวสักพัก ให้ฉันรับความเสี่ยงมากกว่านี้เอง
Text/102_foreshadow4/text,[color=STEEL_BLUE]เธอส่ายหน้า พร้อมฝืนยิ้ม[/color] ไม่ เรามาไกลเกินกว่าจะถอยแล้ว ฉันจัดการรัสเซ็ตได้
Text/102_foreshadow5/text,อีกอย่าง... [color=CHARTREUSE]ต้องมีใครสักคนคอยดูแลไม่ให้พวกหน่ออ่อนอย่างนายไปก่อเรื่อง[/color]
Text/103/text,"ฉันหาแฟ้มเอกสารนี้มาจากแหล่งข่าวของเราได้ - ตารางการผลิต, รายการ '[color=CRIMSON]ส่วนผสม[/color]', รายชื่อของ[color=DARK_SLATE_BLUE]ผู้หายสาบสูญ[/color]"
Text/104/text,นี่ไม่ใช่แค่โครงการอาหารเสริม พวกเขากำลัง[color=CRIMSON]แปรรูปมันฝรั่ง[/color]...และไม่ใช่ในทางที่ดีเลย
Text/105/text,"บันทึกภายในจากนายกรัฐมนตรีไอดาโฮเอง อนุญาตให้ ""[color=DARK_ORANGE]นำทรัพย์สินที่ถูกปฏิเสธไปใช้ประโยชน์[/color]"""
Text/106/text,โควตาสำหรับด่านตรวจแต่ละแห่ง โดยด่านศุลกากรสปัดมีอัตราส่วนการปฏิเสธต่อการแปรรูปสูงที่สุด
Text/106_trucks1/text,แต่เราก็ยังไม่รู้ว่าโรงงานแปรรูปหลักอยู่ที่ไหน เอกสารระบุแค่รหัสการจัดส่งเท่านั้น
Text/106_trucks2/text,ฉันเฝ้าดู[color=DARK_VIOLET]รถบรรทุกของ Root Reserve[/color] มาตลอด พวกมันออกเดินทางทุกคืนตอนตีสาม เส้นทางเดิม
Text/106_trucks3/text,[color=CHARTREUSE]ถ้าเราตามพวกมันไปได้...[/color] เราก็จะรู้แน่ชัดว่าพวกมันเอาของที่ถูกปฏิเสธไปที่ไหน
Choice/106_trucks4/text,ฉันจะทำเอง ฉันรู้ตารางการลาดตระเวน
Choice/106_trucks5/text,ฟังดูเสี่ยงนะ ให้คนอื่นทำไม่ได้เหรอ?
