keys,zh-CN
Text/240/text,夜班接近尾声，大部分警官都已离开。只剩下你和少数几名警卫。
Text/241/text,一名魁梧的警卫走向你的检查站。他叫维克托，值夜班。
Text/242/text,他的眼神疲惫而充满阴影。“你是新来的，对吧？那个褐皮薯一直盯着的人？”
Choice/243/text,我只是想做好我的工作。褐皮薯为什么要盯着我？
Choice/244/text,有什么我应该知道的吗？
Text/245/text,他重重地耸了耸肩。“褐皮薯盯着所有提问的人。我的[color=STEEL_BLUE]妻子曾经提过问题[/color]。”
Text/246/text,她已经不在了，无法再提问了。
Text/247/text,他环顾四周，然后压低了声音。“只是……小心你信任的人。”
Text/248/text,还有你[color=CRIMSON]判决的人[/color]。我们中有些人记得每一个被我们送去处理的脸。
Text/249/text,一颗紧张的土豆走过来。文件看起来没问题，但你注意到他们衣领上别着一枚[color=CHARTREUSE]不起眼的叶子徽章[/color]。
Text/24a/text,他们把文件递过来。里面夹着一张小纸条：“[color=CHARTREUSE]萨沙派我来的。给网络的包裹。拜托了。[/color]”
Text/24b/text,新的[color=DARK_ORANGE]真实扫描仪[/color]在你的检查站闪烁待命。一次扫描就能检测出他们文件中的伪造元素。
Choice/24c/text,假装扫描仪故障，放他们通过
Choice/24d/text,按要求使用扫描仪——你不能冒暴露的风险
Choice/24e/text,示意维克托别看，然后放他们通过
Text/24f/text,你敲了敲扫描仪，皱了皱眉，又敲了敲。“这该死的东西又出毛病了。过去吧。”
Text/250/text,他们的脸上充满了如释重负的表情。他们无声地说着“[color=CHARTREUSE]谢谢[/color]”，然后匆匆走过。
Text/251/text,你与他目光相接，朝那名特工点了点头。他先看了看他们，然后又看了看你。
Text/252/text,他故意转过身去，研究着墙壁。“[color=STEEL_BLUE]扫描仪今天一直不太稳定。[/color]”
Text/253/text,那名特工溜了过去。维克托什么也没说，但你们现在共享了一个秘密。
Text/254/text,你运行了扫描。机器[color=RED]发出刺耳的警报声[/color]。“检测到伪造文件。”
Text/255/text,他们的脸上浮现出恐惧。“[color=CRIMSON]你不知道你做了什么……[/color]”
Text/256/text,他和其他警卫围了上来。那名特工被拖走了，仍然盯着你。
Text/257/text,萨沙在阴影中找到了你。“那名特工正带着[color=CHARTREUSE]清单副本[/color]去给我们在外面的联络人。”
Text/258/text,因为你，真相将传遍土豆国的边境之外。[color=CHARTREUSE]你真的带来了改变。[/color]
Text/259/text,萨莎的眼睛睁大了。维克多帮忙了？我对他有种预感。他的妻子是……
Text/25a/text,她欲言又止。我们的盟友比我想象的要多。
Text/25b/text,萨莎找到你，她的表情冰冷。那个特工有家人。家里有三个小芽。
Text/25c/text,我理解恐惧。但[color=CRIMSON]恐惧是要付出代价的[/color]。他们会在天亮前被处理。
Text/25d/text,我希望你的清白记录值得你付出这一切。
Text/25e/text,墨菲溜进你的房间。听说今晚你的哨站发生了一些“刺激”的事情。
Text/25f/text,[color=CHARTREUSE]很好。我们现在是一条船上的人了。[/color]没有回头路了。
Text/260/text,墨菲的脸色沉了下来。我……我以为你和我们是一边的。发生什么事了？
Text/261/text,明天的班次会不一样。风险从未如此之高。
Text/262/text,但你第一次感到自己站在了[color=CHARTREUSE]正确的一边[/color]。不管付出什么代价。
Text/263/text,那个特工的脸在你脑海中挥之不去。他们的家人永远不会知道他们为什么没有回家。
Text/264/text,[color=STEEL_BLUE]都是因为你。[/color]
Choice/243/disabled_text,
Choice/244/disabled_text,
Choice/24c/disabled_text,
Choice/24d/disabled_text,
Choice/24e/disabled_text,
