keys,ro
Text/3a/text,"Punctul de control a fost reconstruit după atacul rezistenței. Securitatea este fără precedent, cu transmisii de propagandă care laudă pe ""bravii apărători""."
Text/3b/text,Am fost promovat la Director Regional de Securitate Frontalieră și [pulse freq=2]Distribuție Rezervă Rădăcină[/pulse].
Text/3c/text,Russet prinde o mică medalie pe uniforma ta. Adjunct Director Regional... pentru loialitatea ta neclintită față de Spud.
Text/3d/text,Am o misiune specială! Premierul Idaho va inspecta instalația noastră astăzi. Ai fost selectat pentru demonstrație.
Text/3e/text,Ai văzut noua șarjă de Rezervă Rădăcină? O numesc 'Amestec de Rezistență' după ceea ce li s-a întâmplat prizonierilor.
Text/3f/text,Unii spun că rezistența nu a fost complet greșită. Că există [wave amp=15 freq=3]dovezi că spuneau adevărul[/wave]...
Choice/40/text,"„Fii atent. Chiar și vorbit astfel este periculos acum."" (Precaut)"
Choice/41/text,"„Am avut aceleași gânduri. Asta nu pare corect."" (Plin de compasiune)"
Text/42/text,Nu toată lumea mai crede povestea oficială. Ține ochii deschiși în timpul vizitei Premierului.
Text/43/text,"Se formează o nouă rezistență. Mai tăcută, mai precaută. Dacă vrei să afli mai multe... caută emblema cartofului galben."
Text/44/text,ATENȚIE: Convoiul Premierului Idaho a sosit. Toți ofițerii la stațiile desemnate. Protocoale de inspecție în vigoare.
Text/45/text,Medalia ta pare grea - o recompensă pentru loialitate sau o marcă de rușine? Curând vei sta față în față cu arhitectul Rezervei Rădăcină.
Text/46/text,"După transmisia care a expus Rezerva Rădăcină, răscoale au izbucnit în toată zona Spud. Premierul Idaho rămâne baricadat în clădirea administrativă."
Text/47/text,"Idaho planifică o ultimă transmisie pentru a arunca vina pentru Rezerva Rădăcină asupra noastră. Nu putem permite să rescrie istoria. Astăzi, îi vom pune capăt regimului."
Text/48/text,Mi-ai salvat viața în uzina de prelucrare. Acum avem o șansă să salvăm întregul Spud.
Text/49/text,Cunoștințele tale despre protocoalele de securitate vor fi cruciale pentru misiunea finală. Ești pregătit?
Choice/4a/text,"„Sunt pregătit. Să terminăm ceea ce am început."""
Choice/4b/text,"„Care este exact planul? Am nevoie de detalii."""
Text/4c/text,Am știut că nu vei da înapoi. Ești unul dintre [tornado radius=3 freq=2]cei mai puternici aliați[/tornado] ai noștri.
Text/4d/text,Vom infiltra folosind uniforme guvernamentale. Vei ajuta să ocolești sistemele de securitate. Obiectivul nostru este să-l capturăm pe Idaho și să-l forțăm să facă o mărturisire publică.
Text/4e/text,"Vei fi în Echipa Alfa cu Sasha, pătrungând pe intrarea de est. Sarcina ta: [color=GREEN]securizarea centrului de transmisie[/color]."
Text/4f/text,"De la funcționar vamal loial la luptător al rezistenței? O transformare pe care nu ai fi imaginat-o vreodată. Indiferent ce se va întâmpla, Spud nu va mai fi niciodată la fel."
Choice/4a/disabled_text,
Choice/4b/disabled_text,
Choice/41/disabled_text,
Choice/40/disabled_text,
