keys,pl
Text/140/text,"Granica przypomina [pulse freq=3][color=CRIMSON]strefę wojenną[/color][/pulse]. Barykady, opancerzone pojazdy i elitarni strażnicy stoją w gotowości. Dziś ruch oporu planował uderzyć."
Text/141/text,"[wave amp=25 freq=3][color=YELLOW]KOMUNIKAT AWARYJNY[/color][/wave]: Cały Spud jest pod [color=RED]stanem wojennym[/color]. ""Ruch Oporu"" przeprowadził ataki na obiekty rządowe."
Text/142/text,"Każdy, kto pomaga tym [color=CRIMSON]ekstremistom[/color], staje przed [color=DARK_VIOLET]natychmiastowym przetworzeniem[/color]. Ministerstwo potwierdza: [color=DARK_VIOLET]Root Reserve[/color] pozostaje bezpieczne dla wszystkich [color=DARK_ORANGE]lojalnych ziemniaków[/color]."
Text/143/text,[color=YELLOW]Wybuchły zamieszki[/color] w wielu sektorach. Komórki ruchu oporu zaatakowały trzy obiekty [color=DARK_VIOLET]Root Reserve[/color].
Text/144/text,Ich cel: dostęp do centralnej bazy danych ze wszystkimi zapisami produkcji. Każdy przejaw nielojalności oznacza przetworzenie.
Text/145/text,"Złapaliśmy kilku operacyjnych ruchu oporu, w tym Oficer Sashę."
Text/146/text,"[tornado radius=3 freq=2][color=CRIMSON]Prawdziwymi zdrajcami[/color][/tornado] są ci, którzy [color=DARK_VIOLET]karmią nasz lud sobą nawzajem[/color]. Nie powstrzymacie prawdy!"
Text/147/text,"Została odciągnięta, wciąż krzycząc: [color=CHARTREUSE]Ludzie dowiedzą się, co jest w ich jedzeniu![/color]"
Text/148/text,"[color=CRIMSON]Zdrajca[/color] zostanie [pulse freq=3][color=DARK_VIOLET]natychmiast przetworzony[/color][/pulse]. Specjalna partia [color=DARK_VIOLET]Root Reserve[/color], stworzona z samych terrorystów."
Text/149/text,Wszystkie przejścia graniczne są [color=RED]zawieszone[/color] z wyjątkiem niezbędnego personelu z [color=GOLD]poświadczeniem Poziomu Alpha[/color].
Text/14a/text,Ten skaner [color=YELLOW]nie może być oszukany[/color]. Natychmiast uruchom alarm dla każdego bez odpowiedniego poświadczenia.
Text/14b/text,Ziemniak w oficjalnym mundurze zbliża się z pozornie idealnymi dokumentami Alpha.
Text/14c/text,"Mała niebieska karta wypada z teczki. ""[wave amp=15 freq=3][color=CHARTREUSE]Korzenie sięgają głęboko.[/color][/wave]"", mamrocze, podnosząc kartę."
Choice/14d/text,"Przepuść ich, ignorując alarmy skanera (Pomóż ruchowi oporu)"
Choice/14e/text,Natychmiast uruchom alarm (Zdradź ruch oporu)
Text/14f/text,"Ulga widoczna jest w ich oczach. ""[color=CHARTREUSE]Dla Sashy. Dla Spuda.[/color]"" Znikają w kierunku centralnej bazy danych."
Text/150/text,"Groza pojawia się na ich twarzy. ""[color=CRIMSON]Ty zdrajco! Ufaliśmy ci![/color]"" Szybko zostają otoczeni przez strażników."
Text/151/text,Doskonała praca. Twoja lojalność zostanie nagrodzona.
Text/152/text,"Nagle obiekt [color=YELLOW]drży od eksplozji[/color]. Atak ruchu oporu rozpoczął się, niezależnie od twojego wyboru."
Text/153/text,"Czy pozostać na stanowisku i mieć nadzieję, że to minie, czy [color=CHARTREUSE]zająć stanowisko[/color] i zaryzykować wszystko, by ujawnić prawdę?"
Choice/154/text,Nie mogę porzucić mojego obowiązku. Zachowam ciszę i będę mieć nadzieję na najlepsze.
Choice/155/text,"Zbyt długo byłem współwinny. Czas walczyć o to, co słuszne."
Choice/155/disabled_text,
Choice/14d/disabled_text,
Choice/154/disabled_text,
Choice/14e/disabled_text,
