keys,id
Text/265/text,Giliran kerja berakhir dalam keheningan yang tidak nyaman. Patroli keamanan berlipat ganda. Semua orang bergerak berbisik-bisik.
Text/266/text,Kau sedang menuju ke tempat tinggalmu saat kau mendengarnya - [color=YELLOW]teriakan dari sayap petugas[/color].
Text/267/text,Kau memutar sudut dan melihat pasukan keamanan [pulse freq=3][color=RED]mendobrak pintu Sasha[/color][/pulse].
Text/268/text,Suara Kepala Yukon menggelegar. SASHA SI UBI JALAR! Kau ditangkap atas tuduhan [color=CRIMSON]pengkhianatan terhadap bangsa Spud![/color]
Text/269/text,"Sasha diseret keluar, meronta. Matanya menantang bahkan saat penjaga memelintir lengannya ke belakang punggungnya."
Text/26a/text,[tornado radius=4 freq=3][color=CHARTREUSE]KEBENARAN AKAN TERUNGKAP! KAU TIDAK BISA MEMBUNGKAM KAMI SEMUA![/color][/tornado]
Text/26b/text,Tatapannya menemukanmu di antara kerumunan penonton. Waktu seolah berhenti.
Text/26c/text,Pengenalan... lalu [color=CRIMSON]pemahaman yang menghancurkan[/color]. Kau mengkhianati lokasinya. Dia tahu.
Text/26d/text,Dia tidak berbicara. Tatapan itu sudah cukup. [color=STEEL_BLUE]Kekecewaan yang lebih dalam dari kebencian.[/color]
Text/26e/text,Kilasan sesuatu - [color=CHARTREUSE]harapan? kepercayaan?[/color] - melintas di wajahnya.
Text/26f/text,"Bibirnya bergerak tanpa suara: ""[color=CHARTREUSE]Akarnya tumbuh dalam.[/color]"" Sebuah pesan. Sebuah pengingat."
Text/270/text,"Russet muncul dari bayangan, kepuasan memancar dari setiap pori."
Text/271/text,"Nah, nah. [color=CRIMSON]Si ubi jalar menjadi busuk[/color]. Aku selalu tahu ada sesuatu yang busuk tentangmu, Sasha."
Text/272/text,"Russet mengangkat sebuah map. [color=DARK_VIOLET]Manifesto kecilmu[/color]. ""Bukti""mu. Semua sudah ditemukan kembali."
Text/273/text,Apa kau benar-benar berpikir bisa menggoyahkan [pulse freq=2][color=DARK_VIOLET]Cadangan Akar[/color][/pulse]? Menggoyahkan AKU?
Text/274/text,"Salinannya sudah tersebar, Russet. Dunia akan tahu apa yang kau lakukan pada rakyat kami!"
Text/275/text,Russet tertawa dingin. Mereka akan tahu apa yang kami beritahukan kepada mereka. Dan kau? Kau akan menjadi bagian dari [color=CRIMSON]kelompok yang sangat istimewa[/color].
Text/276/text,"""[color=DARK_VIOLET]Campuran Pengkhianat[/color]"" - Kurasa itu terdengar bagus."
Text/277/text,Jantungmu berdebar kencang. Setiap naluri berteriak untuk melakukan sesuatu. Tapi penjaga ada di mana-mana.
Choice/278/text,Maju dan tuntut mereka membebaskannya (Sembrono)
Choice/279/text,Tetap bersembunyi - hidup untuk berjuang di lain hari (Pragmatis)
Choice/27a/text,Tangkap tatapan mata Sasha dan mengangguk - sebuah janji (Tekad)
Text/27b/text,"Kau menerobos kerumunan. ""[color=CHARTREUSE]Tunggu! Dia tidak melakukan kesalahan apa pun![/color]"""
Text/27c/text,"Kepala Yukon menoleh tajam ke arahmu. ""[color=RED]Tangkap dia juga![/color] Jelas seorang kaki tangan!"""
Text/27d/text,"Murphy mencengkerammu, menarikmu mundur. ""[color=STEEL_BLUE]Mereka bingung dalam kekacauan ini! LARI![/color]"""
Text/27e/text,Murphy mendorongmu ke koridor samping saat penjaga mendekatimu.
Text/27f/text,"Penjaga menangkapmu. Senyum Russet melebar. ""[color=CRIMSON]Dua pengkhianat dengan harga satu.[/color]"""
