keys,en,cs,da,de,es,fi,fr,hu,id,it,nl,no,pl,pt,ro,sk,sv,tr,vi
Text/117/text,The checkpoint has transformed into a military outpost. Elite guards in black uniforms patrol with weapons displayed.,Kontrolní stanoviště se proměnilo ve vojenskou základnu. Elitní stráže v černých uniformách hlídkují se zbraněmi na odiv.,Kontrolposten er blevet omdannet til en militærpost. Elitevagter i sorte uniformer patruljerer med fremviste våben.,Der Kontrollpunkt wurde in einen Militärposten umgewandelt. Elitewachen in schwarzen Uniformen patrouillieren mit zur Schau gestellten Waffen.,El puesto de control se ha transformado en un puesto militar. Guardias de élite con uniformes negros patrullan con armas a la vista.,Tarkastuspiste on muuttunut sotilastukikohdaksi. Eliittivartijoita mustissa univormuissa partioi aseet näkyvillä.,Le point de contrôle s'est transformé en avant-poste militaire. Des gardes d'élite en uniformes noirs patrouillent avec des armes bien en vue.,Az ellenőrzőpont katonai állomássá alakult. Fekete egyenruhás elit őrök járőröznek fegyverekkel látványosan.,Pos pemeriksaan telah berubah menjadi pos militer. Penjaga elit dengan seragam hitam berpatroli dengan senjata yang dipamerkan.,Il posto di blocco si è trasformato in un avamposto militare. Guardie d'élite in uniformi nere pattugliano con armi in mostra.,Het controlepunt is veranderd in een militaire buitenpost. Elite bewakers in zwarte uniformen patrouilleren met wapens zichtbaar.,Kontrollposten har blitt forvandlet til en militær utpost. Elitevakter i svarte uniformer patruljerer med våpen synlig fremvist.,Punkt kontrolny przekształcił się w posterunek wojskowy. Elitarni strażnicy w czarnych mundurach patrolują z wyeksponowaną bronią.,O posto de controle se transformou em um posto militar. Guardas de elite em uniformes pretos patrulham com armas à mostra.,Punctul de control s-a transformat într-un avanpost militar. Gărzi de elită în uniforme negre patrulează cu armele la vedere.,Kontrolný bod sa premenil na vojenskú základňu. Elitné stráže v čiernych uniformách hliadkujú so zbraňami na očiach.,Kontrollpunkten har förvandlats till en militär utpost. Elitvakter i svarta uniformer patrullerar med vapen synliga.,Kontrol noktası askeri bir karakola dönüştü. Siyah üniformalı seçkin muhafızlar silahlarını sergileyerek devriye geziyor.,Trạm kiểm soát đã biến thành một đồn quân sự. Lính gác ưu tú trong bộ đồng phục đen tuần tra với vũ khí được phô bày.
Text/118/text,"I am Chief Security Officer Yukon, dispatched from the capital by Prime Minister Idaho.","Jsem vedoucí bezpečnostní důstojník Yukon, vyslaný z hlavního města premiérem Idahem.","Jeg er Sikkerhedschef Yukon, udsendt fra hovedstaden af premierminister Idaho.","Ich bin Sicherheitschef Yukon, entsandt aus der Hauptstadt von Premierminister Idaho.","Soy el Oficial Jefe de Seguridad Yukon, enviado desde la capital por el Primer Ministro Idaho.","Olen turvallisuuspäällikkö Yukon, pääministeri Idahon lähettämä pääkaupungista.","Je suis l'Officier en Chef de la Sécurité Yukon, envoyé de la capitale par le Premier Ministre Idaho.","Yukon biztonsági főtiszt vagyok, a fővárosból küldött Idaho miniszterelnök.","Saya adalah Kepala Petugas Keamanan Yukon, dikirim dari ibu kota oleh Perdana Menteri Idaho.","Sono il Capo della Sicurezza Yukon, inviato dalla capitale dal Primo Ministro Idaho.","Ik ben Hoofd Veiligheidsofficier Yukon, gestuurd vanuit de hoofdstad door Premier Idaho.","Jeg er Sikkerhetssjef Yukon, sendt fra hovedstaden av Statsminister Idaho.","Jestem Głównym Oficerem Bezpieczeństwa Yukon, wysłanym ze stolicy przez Premiera Idaho.","Sou o Oficial Chefe de Segurança Yukon, enviado da capital pelo Primeiro-Ministro Idaho.","Sunt Ofițerul Șef de Securitate Yukon, trimis din capitală de Prim-ministrul Idaho.","Som šéf bezpečnosti Yukon, vyslaný z hlavného mesta premiérom Idaho.","Jag är säkerhetschef Yukon, utsänd från huvudstaden av premiärminister Idaho.","Ben Baş Güvenlik Görevlisi Yukon, başkentten Başbakan Idaho tarafından gönderildim.","Tôi là Cán bộ An ninh Trưởng Yukon, được Thủ tướng Idaho cử đến từ thủ đô."
Text/119/text,"Intelligence indicates a [pulse freq=2][color=YELLOW]terrorist attack is imminent[/color][/pulse]. The ""resistance"" plans to infiltrate tomorrow.","Podle zpravodajských informací je [pulse freq=2][color=YELLOW]teroristický útok bezprostřední[/color][/pulse]. ""Odboj"" plánuje infiltraci zítra.","Efterretninger indikerer, at et [pulse freq=2][color=YELLOW]terrorangreb er nært forestående[/color][/pulse]. ""Modstandsbevægelsen"" planlægger at infiltrere i morgen.","Geheimdienstinformationen deuten darauf hin, dass ein [pulse freq=2][color=YELLOW]Terroranschlag unmittelbar bevorsteht[/color][/pulse]. Der ""Widerstand"" plant, morgen zu infiltrieren.","La inteligencia indica que un [pulse freq=2][color=YELLOW]ataque terrorista es inminente[/color][/pulse]. La ""resistencia"" planea infiltrarse mañana.","Tiedustelutietojen mukaan [pulse freq=2][color=YELLOW]terrori-isku on välitön[/color][/pulse]. ""Vastarinta"" suunnittelee soluttautumista huomenna.","Les renseignements indiquent qu'une [pulse freq=2][color=YELLOW]attaque terroriste est imminente[/color][/pulse]. La ""résistance"" prévoit de s'infiltrer demain.","A hírszerzési információk szerint [pulse freq=2][color=YELLOW]terrortámadás fenyeget[/color][/pulse]. Az ""ellenállás"" holnap tervezi a beszivárgást.","Intelijen menunjukkan bahwa [pulse freq=2][color=YELLOW]serangan teroris akan segera terjadi[/color][/pulse]. ""Perlawanan"" berencana untuk menyusup besok.","L'intelligence indica che un [pulse freq=2][color=YELLOW]attacco terroristico è imminente[/color][/pulse]. La ""resistenza"" pianifica di infiltrarsi domani.","Inlichtingen wijzen erop dat een [pulse freq=2][color=YELLOW]terroristische aanval ophanden is[/color][/pulse]. Het ""verzet"" is van plan morgen te infiltreren.","Etterretning indikerer at et [pulse freq=2][color=YELLOW]terrorangrep er nært forestående[/color][/pulse]. ""Motstandsbevegelsen"" planlegger å infiltrere i morgen.","Wywiad wskazuje, że [pulse freq=2][color=YELLOW]atak terrorystyczny jest nieuchronny[/color][/pulse]. ""Ruch oporu"" planuje infiltrację jutro.","A inteligência indica que um [pulse freq=2][color=YELLOW]ataque terrorista é iminente[/color][/pulse]. A ""resistência"" planeja se infiltrar amanhã.","Informațiile indică faptul că [pulse freq=2][color=YELLOW]un atac terorist este iminent[/color][/pulse]. ""Rezistența"" planifică să se infiltreze mâine.","Spravodajské informácie naznačujú, že [pulse freq=2][color=YELLOW]teroristický útok je bezprostredný[/color][/pulse]. ""Odboj"" plánuje zajtra infiltráciu.","Underrättelser indikerar att [pulse freq=2][color=YELLOW]ett terroristattack är nära förestående[/color][/pulse]. ""Motståndet"" planerar att infiltrera imorgon.","İstihbarat [pulse freq=2][color=YELLOW]terörist saldırının yakın olduğunu[/color][/pulse] gösteriyor. ""Direniş"" yarın sızmayı planlıyor.","Tình báo cho thấy [pulse freq=2][color=YELLOW]một cuộc tấn công khủng bố sắp xảy ra[/color][/pulse]. ""Lực lượng kháng chiến"" dự định xâm nhập vào ngày mai."
Text/11a/text,All officers will submit to [wave amp=15 freq=2][color=DARK_ORANGE]loyalty screening[/color][/wave]. Suspicious behavior means detention and [color=DARK_VIOLET]processing[/color].,Všichni důstojníci se podrobí [wave amp=15 freq=2][color=DARK_ORANGE]prověrce loajality[/color][/wave]. Podezřelé chování znamená zadržení a [color=DARK_VIOLET]zpracování[/color].,Alle officerer skal underkaste sig [wave amp=15 freq=2][color=DARK_ORANGE]loyalitetsscreening[/color][/wave]. Mistænkelig adfærd betyder tilbageholdelse og [color=DARK_VIOLET]behandling[/color].,Alle Offiziere müssen sich einer [wave amp=15 freq=2][color=DARK_ORANGE]Loyalitätsprüfung[/color][/wave] unterziehen. Verdächtiges Verhalten bedeutet Inhaftierung und [color=DARK_VIOLET]Verarbeitung[/color].,Todos los oficiales se someterán a [wave amp=15 freq=2][color=DARK_ORANGE]control de lealtad[/color][/wave]. El comportamiento sospechoso significa detención y [color=DARK_VIOLET]procesamiento[/color].,Kaikki upseerit alistetaan [wave amp=15 freq=2][color=DARK_ORANGE]uskollisuusseulontaan[/color][/wave]. Epäilyttävä käytös tarkoittaa pidätystä ja [color=DARK_VIOLET]käsittelyä[/color].,Tous les officiers seront soumis à un [wave amp=15 freq=2][color=DARK_ORANGE]contrôle de loyauté[/color][/wave]. Un comportement suspect signifie détention et [color=DARK_VIOLET]traitement[/color].,Minden tiszt [wave amp=15 freq=2][color=DARK_ORANGE]hűségvizsgálatnak[/color][/wave] veti alá magát. Gyanús viselkedés őrizetbe vételt és [color=DARK_VIOLET]feldolgozást[/color] jelent.,Semua petugas akan menjalani [wave amp=15 freq=2][color=DARK_ORANGE]pemeriksaan kesetiaan[/color][/wave]. Perilaku mencurigakan berarti penahanan dan [color=DARK_VIOLET]pemrosesan[/color].,Tutti gli ufficiali saranno sottoposti a [wave amp=15 freq=2][color=DARK_ORANGE]controllo di lealtà[/color][/wave]. Un comportamento sospetto significa detenzione e [color=DARK_VIOLET]elaborazione[/color].,Alle officieren zullen zich onderwerpen aan [wave amp=15 freq=2][color=DARK_ORANGE]loyaliteitsscreening[/color][/wave]. Verdacht gedrag betekent detentie en [color=DARK_VIOLET]verwerking[/color].,Alle offiserer vil bli underlagt [wave amp=15 freq=2][color=DARK_ORANGE]lojalitetsscreening[/color][/wave]. Mistenkelig atferd betyr internering og [color=DARK_VIOLET]bearbeiding[/color].,Wszyscy oficerowie zostaną poddani [wave amp=15 freq=2][color=DARK_ORANGE]kontroli lojalności[/color][/wave]. Podejrzane zachowanie oznacza zatrzymanie i [color=DARK_VIOLET]przetworzenie[/color].,Todos os oficiais serão submetidos a [wave amp=15 freq=2][color=DARK_ORANGE]triagem de lealdade[/color][/wave]. Comportamento suspeito significa detenção e [color=DARK_VIOLET]processamento[/color].,Toți ofițerii vor fi supuși [wave amp=15 freq=2][color=DARK_ORANGE]verificării loialității[/color][/wave]. Comportamentul suspect înseamnă detenție și [color=DARK_VIOLET]procesare[/color].,Všetci dôstojníci sa podrobia [wave amp=15 freq=2][color=DARK_ORANGE]previerke lojality[/color][/wave]. Podozrivé správanie znamená zadržanie a [color=DARK_VIOLET]spracovanie[/color].,Alla officerare kommer att genomgå [wave amp=15 freq=2][color=DARK_ORANGE]lojalitetskontroll[/color][/wave]. Misstänkt beteende innebär frihetsberövande och [color=DARK_VIOLET]bearbetning[/color].,"Tüm memurlar [wave amp=15 freq=2][color=DARK_ORANGE]sadakat taramasına[/color][/wave] tabi tutulacak. Şüpheli davranış, gözaltı ve [color=DARK_VIOLET]işleme[/color] anlamına gelir.",Tất cả các sĩ quan sẽ phải trải qua [wave amp=15 freq=2][color=DARK_ORANGE]kiểm tra lòng trung thành[/color][/wave]. Hành vi đáng ngờ đồng nghĩa với việc bị giam giữ và [color=DARK_VIOLET]xử lý[/color].
Text/11b/text,[tornado radius=3 freq=2][color=RED]Full cooperation[/color][/tornado] with Security is mandatory. My reports on each of you have been provided to the Chief.,[tornado radius=3 freq=2][color=RED]Plná spolupráce[/color][/tornado] s Bezpečností je povinná. Mé zprávy o každém z vás byly poskytnuty Šéfovi.,[tornado radius=3 freq=2][color=RED]Fuld samarbejde[/color][/tornado] med Sikkerhed er obligatorisk. Mine rapporter om hver af jer er blevet givet til Chefen.,[tornado radius=3 freq=2][color=RED]Volle Kooperation[/color][/tornado] mit der Sicherheit ist obligatorisch. Meine Berichte über jeden von Ihnen wurden dem Chef zur Verfügung gestellt.,[tornado radius=3 freq=2][color=RED]La cooperación total[/color][/tornado] con Seguridad es obligatoria. Mis informes sobre cada uno de ustedes han sido proporcionados al Jefe.,[tornado radius=3 freq=2][color=RED]Täysi yhteistyö[/color][/tornado] Turvallisuuden kanssa on pakollista. Raporttini jokaisesta teistä on toimitettu Päällikölle.,[tornado radius=3 freq=2][color=RED]Une coopération totale[/color][/tornado] avec la Sécurité est obligatoire. Mes rapports sur chacun d'entre vous ont été fournis au Chef.,[tornado radius=3 freq=2][color=RED]Teljes együttműködés[/color][/tornado] a Biztonsággal kötelező. A jelentéseimet mindegyikőtökről átadtam a Főnöknek.,[tornado radius=3 freq=2][color=RED]Kerja sama penuh[/color][/tornado] dengan Keamanan adalah wajib. Laporan saya tentang masing-masing dari kalian telah diberikan kepada Kepala.,[tornado radius=3 freq=2][color=RED]La piena cooperazione[/color][/tornado] con la Sicurezza è obbligatoria. I miei rapporti su ciascuno di voi sono stati forniti al Capo.,[tornado radius=3 freq=2][color=RED]Volledige medewerking[/color][/tornado] met Veiligheid is verplicht. Mijn rapporten over ieder van jullie zijn verstrekt aan de Chef.,[tornado radius=3 freq=2][color=RED]Fullt samarbeid[/color][/tornado] med Sikkerhet er obligatorisk. Mine rapporter om hver av dere har blitt gitt til Sjefen.,[tornado radius=3 freq=2][color=RED]Pełna współpraca[/color][/tornado] z Bezpieczeństwem jest obowiązkowa. Moje raporty na temat każdego z was zostały przekazane Szefowi.,[tornado radius=3 freq=2][color=RED]Cooperação total[/color][/tornado] com a Segurança é obrigatória. Meus relatórios sobre cada um de vocês foram fornecidos ao Chefe.,[tornado radius=3 freq=2][color=RED]Cooperarea totală[/color][/tornado] cu Securitatea este obligatorie. Rapoartele mele despre fiecare dintre voi au fost furnizate Șefului.,[tornado radius=3 freq=2][color=RED]Plná spolupráca[/color][/tornado] s Bezpečnosťou je povinná. Moje správy o každom z vás boli poskytnuté Šéfovi.,[tornado radius=3 freq=2][color=RED]Fullständigt samarbete[/color][/tornado] med Säkerhetstjänsten är obligatoriskt. Mina rapporter om var och en av er har lämnats till Chefen.,Güvenlik ile [tornado radius=3 freq=2][color=RED]tam işbirliği[/color][/tornado] zorunludur. Her biriniz hakkındaki raporlarım Şef'e sunuldu.,[tornado radius=3 freq=2][color=RED]Hợp tác hoàn toàn[/color][/tornado] với An ninh là bắt buộc. Báo cáo của tôi về mỗi người trong các bạn đã được cung cấp cho Trưởng ban.
Text/11c/text,Russet's gaze lingers on you uncomfortably before moving on.,"Russetův pohled na vás nepříjemně ulpívá, než se přesune dál.","Russets blik hviler ubehageligt på dig, før det bevæger sig videre.","Russets Blick verweilt unangenehm auf Ihnen, bevor er weiterzieht.",La mirada de Russet se detiene incómodamente en ti antes de continuar.,Russetin katse viipyy sinussa epämukavasti ennen kuin siirtyy eteenpäin.,Le regard de Russet s'attarde inconfortablement sur vous avant de passer à autre chose.,"Russet tekintete kényelmetlenül időzik rajtad, mielőtt továbblép.",Tatapan Russet berlama-lama pada Anda dengan tidak nyaman sebelum beralih.,Lo sguardo di Russet si sofferma su di te in modo scomodo prima di passare oltre.,Russets blik rust ongemakkelijk op je voordat hij verdergaat.,Russets blikk dveler ubehagelig på deg før det beveger seg videre.,"Wzrok Russeta zatrzymuje się na tobie nieprzyjemnie, zanim przejdzie dalej.",O olhar de Russet se demora desconfortavelmente em você antes de seguir adiante.,Privirea lui Russet zăbovește asupra ta inconfortabil înainte de a se îndepărta.,"Russetov pohľad na tebe nepohodlne spočinie, než sa presunie ďalej.",Russets blick dröjer obehagligt kvar på dig innan han går vidare.,"Russet'in bakışı, devam etmeden önce rahatsız edici bir şekilde üzerinde kalıyor.",Ánh mắt của Russet dừng lại trên bạn một cách không thoải mái trước khi chuyển đi.
Text/11d/text,This is the [color=DARK_ORANGE]IdentityScan 5000[/color]. It analyzes biometrics to detect infiltrators and sympathizers.,Toto je [color=DARK_ORANGE]IdentityScan 5000[/color]. Analyzuje biometrické údaje k odhalení infiltrátorů a sympatizantů.,Dette er [color=DARK_ORANGE]IdentityScan 5000[/color]. Den analyserer biometri for at opdage infiltratorer og sympatisører.,"Dies ist der [color=DARK_ORANGE]IdentityScan 5000[/color]. Er analysiert biometrische Daten, um Infiltratoren und Sympathisanten zu erkennen.",Este es el [color=DARK_ORANGE]IdentityScan 5000[/color]. Analiza los datos biométricos para detectar infiltrados y simpatizantes.,Tämä on [color=DARK_ORANGE]IdentityScan 5000[/color]. Se analysoi biometrisiä tietoja tunnistaakseen soluttautujat ja sympatisoijat.,Voici le [color=DARK_ORANGE]IdentityScan 5000[/color]. Il analyse les données biométriques pour détecter les infiltrés et les sympathisants.,Ez az [color=DARK_ORANGE]IdentityScan 5000[/color]. Biometrikus adatokat elemez a beszivárgók és szimpatizánsok felderítésére.,Ini adalah [color=DARK_ORANGE]IdentityScan 5000[/color]. Alat ini menganalisis biometrik untuk mendeteksi penyusup dan simpatisan.,Questo è l'[color=DARK_ORANGE]IdentityScan 5000[/color]. Analizza i dati biometrici per rilevare infiltrati e simpatizzanti.,Dit is de [color=DARK_ORANGE]IdentityScan 5000[/color]. Het analyseert biometrische gegevens om infiltranten en sympathisanten op te sporen.,Dette er [color=DARK_ORANGE]IdentityScan 5000[/color]. Den analyserer biometriske data for å oppdage infiltratører og sympatisører.,"To jest [color=DARK_ORANGE]IdentityScan 5000[/color]. Analizuje dane biometryczne, aby wykryć infiltratorów i sympatyków.",Este é o [color=DARK_ORANGE]IdentityScan 5000[/color]. Ele analisa dados biométricos para detectar infiltrados e simpatizantes.,Acesta este [color=DARK_ORANGE]IdentityScan 5000[/color]. Analizează datele biometrice pentru a detecta infiltrații și simpatizanții.,Toto je [color=DARK_ORANGE]IdentityScan 5000[/color]. Analyzuje biometrické údaje na odhalenie infiltrátorov a sympatizantov.,Detta är [color=DARK_ORANGE]IdentityScan 5000[/color]. Den analyserar biometri för att upptäcka infiltratörer och sympatisörer.,Bu [color=DARK_ORANGE]IdentityScan 5000[/color]'dir. Sızanları ve sempatizanları tespit etmek için biyometriyi analiz eder.,Đây là [color=DARK_ORANGE]IdentityScan 5000[/color]. Nó phân tích sinh trắc học để phát hiện những kẻ xâm nhập và những người đồng tình.
Text/11e/text,Anyone flagged faces [color=CRIMSON]enhanced interrogation[/color]. Use it without exception.,Každý označený čelí [color=CRIMSON]zesílenému výslechu[/color]. Používejte jej bez výjimky.,"Enhver, der flages, står over for [color=CRIMSON]udvidet afhøring[/color]. Brug den uden undtagelse.","Jeder, der markiert wird, steht vor [color=CRIMSON]verschärften Verhören[/color]. Verwenden Sie ihn ohne Ausnahme.",Cualquiera que sea marcado enfrentará [color=CRIMSON]interrogatorio intensificado[/color]. Úselo sin excepción.,Jokainen merkitty henkilö joutuu [color=CRIMSON]tehostettuun kuulusteluun[/color]. Käytä sitä poikkeuksetta.,Toute personne signalée fera face à un [color=CRIMSON]interrogatoire renforcé[/color]. Utilisez-le sans exception.,"Bárki, akit megjelölnek, [color=CRIMSON]fokozott kihallgatással[/color] néz szembe. Használd kivétel nélkül.",Siapa pun yang ditandai akan menghadapi [color=CRIMSON]interogasi yang ditingkatkan[/color]. Gunakan tanpa pengecualian.,Chiunque venga segnalato affronterà un [color=CRIMSON]interrogatorio intensificato[/color]. Usatelo senza eccezioni.,"Iedereen die wordt gemarkeerd, krijgt te maken met [color=CRIMSON]verscherpte ondervraging[/color]. Gebruik het zonder uitzondering.","Enhver som blir flagget, står overfor [color=CRIMSON]forsterket avhør[/color]. Bruk den uten unntak.","Każdy, kto zostanie oznaczony, stanie w obliczu [color=CRIMSON]wzmocnionego przesłuchania[/color]. Używaj go bez wyjątku.",Qualquer pessoa sinalizada enfrentará [color=CRIMSON]interrogatório intensificado[/color]. Use-o sem exceção.,Oricine este semnalat va înfrunta [color=CRIMSON]interogatoriu intensificat[/color]. Folosiți-l fără excepție.,"Každý, kto bude označený, čelí [color=CRIMSON]zosilnenému výsluchu[/color]. Používajte ho bez výnimky.",Alla som flaggas möter [color=CRIMSON]förstärkt förhör[/color]. Använd den utan undantag.,İşaretlenen herkes [color=CRIMSON]gelişmiş sorgulamaya[/color] tabi tutulur. İstisnasız kullanın.,Bất kỳ ai bị đánh dấu đều phải đối mặt với [color=CRIMSON]thẩm vấn nâng cao[/color]. Sử dụng nó không có ngoại lệ.
Text/11f/text,"Have you seen Sasha? She didn't report for roll call. Last night, [color=CRIMSON]security forces entered her quarters[/color].",Viděli jste Sašu? Nehlásila se k nástupu. Včera v noci [color=CRIMSON]bezpečnostní síly vstoupily do jejích prostor[/color].,Har du set Sasha? Hun meldte sig ikke til appel. I går aftes [color=CRIMSON]trængte sikkerhedsstyrker ind i hendes kvarter[/color].,Haben Sie Sasha gesehen? Sie hat sich nicht zum Appell gemeldet. Gestern Abend [color=CRIMSON]betraten Sicherheitskräfte ihre Quartiere[/color].,"¿Has visto a Sasha? No se presentó al pase de lista. Anoche, [color=CRIMSON]las fuerzas de seguridad entraron en sus aposentos[/color].",Oletko nähnyt Sashaa? Hän ei ilmoittautunut nimenhuutoon. Viime yönä [color=CRIMSON]turvallisuusjoukot tunkeutuivat hänen tiloihinsa[/color].,"Avez-vous vu Sasha ? Elle ne s'est pas présentée à l'appel. Hier soir, [color=CRIMSON]les forces de sécurité sont entrées dans ses quartiers[/color].",Láttad Sashát? Nem jelentkezett a névsorolvasásnál. Tegnap este [color=CRIMSON]biztonsági erők léptek be a szállására[/color].,"Apakah kamu melihat Sasha? Dia tidak melapor untuk absensi. Tadi malam, [color=CRIMSON]pasukan keamanan memasuki kamarnya[/color].","Hai visto Sasha? Non si è presentata all'appello. Ieri sera, [color=CRIMSON]le forze di sicurezza sono entrate nei suoi alloggi[/color].",Heb je Sasha gezien? Ze heeft zich niet gemeld bij het appel. Gisteravond [color=CRIMSON]drongen veiligheidstroepen haar kwartier binnen[/color].,Har du sett Sasha? Hun møtte ikke til opprop. I går kveld [color=CRIMSON]gikk sikkerhetsstyrker inn i hennes kvarter[/color].,Widziałeś Sashę? Nie zgłosiła się na zbiórkę. Wczoraj wieczorem [color=CRIMSON]siły bezpieczeństwa weszły do jej kwatery[/color].,"Você viu a Sasha? Ela não se apresentou na chamada. Ontem à noite, [color=CRIMSON]forças de segurança entraram em seus aposentos[/color].","Ai văzut-o pe Sasha? Nu s-a prezentat la apel. Aseară, [color=CRIMSON]forțele de securitate i-au intrat în locuință[/color].",Videli ste Sashu? Nehlásila sa na nástup. Včera v noci [color=CRIMSON]bezpečnostné sily vstúpili do jej ubytovania[/color].,Har du sett Sasha? Hon rapporterade inte till upprop. I går kväll [color=CRIMSON]trängde säkerhetsstyrkor in i hennes kvarter[/color].,"Sasha'yı gördün mü? Yoklama için rapor vermedi. Dün gece, [color=CRIMSON]güvenlik güçleri onun odasına girdi[/color].","Bạn đã thấy Sasha chưa? Cô ấy không báo cáo khi điểm danh. Tối qua, [color=CRIMSON]lực lượng an ninh đã vào phòng của cô ấy[/color]."
Text/120/text,They're saying she was part of the [pulse freq=2][color=CHARTREUSE]resistance[/color][/pulse].,"Říkají, že byla součástí [pulse freq=2][color=CHARTREUSE]odboje[/color][/pulse].","De siger, hun var en del af [pulse freq=2][color=CHARTREUSE]modstandsbevægelsen[/color][/pulse].","Es heißt, sie sei Teil des [pulse freq=2][color=CHARTREUSE]Widerstands[/color][/pulse] gewesen.",Dicen que era parte de la [pulse freq=2][color=CHARTREUSE]resistencia[/color][/pulse].,"He sanovat, että hän oli osa [pulse freq=2][color=CHARTREUSE]vastarintaa[/color][/pulse].",Ils disent qu'elle faisait partie de la [pulse freq=2][color=CHARTREUSE]résistance[/color][/pulse].,"Azt mondják, része volt az [pulse freq=2][color=CHARTREUSE]ellenállásnak[/color][/pulse].",Mereka mengatakan dia adalah bagian dari [pulse freq=2][color=CHARTREUSE]perlawanan[/color][/pulse].,Dicono che facesse parte della [pulse freq=2][color=CHARTREUSE]resistenza[/color][/pulse].,Ze zeggen dat ze deel uitmaakte van het [pulse freq=2][color=CHARTREUSE]verzet[/color][/pulse].,De sier hun var en del av [pulse freq=2][color=CHARTREUSE]motstandsbevegelsen[/color][/pulse].,"Mówią, że była częścią [pulse freq=2][color=CHARTREUSE]ruchu oporu[/color][/pulse].",Estão dizendo que ela fazia parte da [pulse freq=2][color=CHARTREUSE]resistência[/color][/pulse].,Se spune că făcea parte din [pulse freq=2][color=CHARTREUSE]rezistență[/color][/pulse].,"Hovoria, že bola súčasťou [pulse freq=2][color=CHARTREUSE]odboja[/color][/pulse].",De säger att hon var en del av [pulse freq=2][color=CHARTREUSE]motståndet[/color][/pulse].,Onun [pulse freq=2][color=CHARTREUSE]direnişin[/color][/pulse] bir parçası olduğunu söylüyorlar.,Họ nói rằng cô ấy là một phần của [pulse freq=2][color=CHARTREUSE]lực lượng kháng chiến[/color][/pulse].
