keys,el
Text/3a/text,"Το σημείο ελέγχου έχει ανακατασκευαστεί μετά την επίθεση της αντίστασης. Η ασφάλεια είναι πρωτοφανής, με προπαγανδιστικές εκπομπές να επαινούν τους ""γενναίους υπερασπιστές."""
Text/3b/text,Έχω προαχθεί σε Περιφερειακός Διευθυντής Ασφάλειας Συνόρων και [pulse freq=2]Διανομής Αποθέματος Ρίζας[/pulse].
Text/3c/text,Ο Russet καρφιτσώνει ένα μικρό μετάλλιο στη στολή σου. Βοηθός Περιφερειακός Διευθυντής... για την ακλόνητη πίστη σου στην Spud.
Text/3d/text,Έχω μια ειδική αποστολή! Ο Πρωθυπουργός Idaho θα επιθεωρήσει τις εγκαταστάσεις μας σήμερα. Έχεις επιλεγεί για επίδειξη.
Text/3e/text,Έχεις δει τη νέα παρτίδα Αποθέματος Ρίζας; Την ονομάζουν 'Μείγμα Αντίστασης' μετά από αυτό που συνέβη σε αυτούς τους αιχμαλώτους.
Text/3f/text,Κάποιοι λένε ότι η αντίσταση δεν ήταν εντελώς λάθος. Ότι υπάρχουν [wave amp=15 freq=3]αποδείξεις ότι έλεγαν την αλήθεια[/wave]...
Choice/40/text,"""Πρόσεχε. Ακόμα και το να μιλάς έτσι είναι επικίνδυνο τώρα."""
Choice/41/text,"""Είχα τις ίδιες σκέψεις. Αυτό δεν μου φαίνεται σωστό."""
Text/42/text,Δεν πιστεύουν όλοι την επίσημη ιστορία πια. Κράτα τα μάτια σου ανοιχτά κατά την επίσκεψη του Πρωθυπουργού.
Text/43/text,"Μια νέα αντίσταση σχηματίζεται. Πιο ήσυχη, πιο προσεκτική. Αν θέλεις να μάθεις περισσότερα... πρόσεξε το κίτρινο έμβλημα πατάτας."
Text/44/text,ΠΡΟΣΟΧΗ: Η αυτοκινητοπομπή του Πρωθυπουργού Idaho έφτασε. Όλοι οι αξιωματικοί στις καθορισμένες θέσεις. Τα πρωτόκολλα επιθεώρησης σε ισχύ.
Text/45/text,"Το μετάλλιό σου είναι βαρύ - ανταμοιβή για την πίστη, ή σημάδι ντροπής; Σύντομα θα αντιμετωπίσεις τον αρχιτέκτονα του Αποθέματος Ρίζας."
Text/46/text,"Μετά την εκπομπή που αποκάλυψε το Απόθεμα Ρίζας, εξεγέρσεις ξέσπασαν σε όλη την Spud. Ο Πρωθυπουργός Idaho παραμένει οχυρωμένος στο κτίριο της διοίκησης."
Text/47/text,"Ο Idaho σχεδιάζει μια τελευταία εκπομπή για να ρίξει το φταίξιμο για το Απόθεμα Ρίζας σε εμάς. Δεν μπορούμε να τον αφήσουμε να ξαναγράψει την ιστορία. Σήμερα, τελειώνουμε το καθεστώς του."
Text/48/text,Έσωσες τη ζωή μου στο εργοστάσιο επεξεργασίας. Τώρα έχουμε την ευκαιρία να σώσουμε όλη την Spud.
Text/49/text,Η γνώση σου των πρωτοκόλλων ασφαλείας θα είναι κρίσιμη για την τελική αποστολή. Είσαι έτοιμος;
Choice/4a/text,"""Είμαι έτοιμος. Ας τελειώσουμε αυτό που αρχίσαμε."""
Choice/4b/text,"""Ποιο ακριβώς είναι το σχέδιο; Χρειάζομαι λεπτομέρειες."""
Text/4c/text,Ήξερα ότι δεν θα υποχωρούσες. Είσαι ένας από τους [tornado radius=3 freq=2]ισχυρότερους συμμάχους[/tornado] μας.
Text/4d/text,Θα διεισδύσουμε χρησιμοποιώντας κυβερνητικές στολές. Θα βοηθήσεις να παρακάμψουμε τα συστήματα ασφαλείας. Στόχος μας είναι να συλλάβουμε τον Idaho και να τον αναγκάσουμε σε δημόσια ομολογία.
Text/4e/text,"Θα είσαι στην Ομάδα Άλφα με τη Sasha, παραβιάζοντας την ανατολική είσοδο. Ο στόχος σου: [color=GREEN]ασφάλισε το κέντρο εκπομπών[/color]."
Text/4f/text,"Από πιστός τελωνειακός υπάλληλος σε μαχητής της αντίστασης; Είναι ένας μετασχηματισμός που ποτέ δεν φαντάστηκες. Ό,τι κι αν συμβεί, η Spud δεν θα είναι ποτέ ξανά η ίδια."
Choice/40/disabled_text,
Choice/41/disabled_text,
Choice/4a/disabled_text,
Choice/4b/disabled_text,
