keys,fr
Text/3a/text,"Le point de contrôle a été reconstruit après l'attaque de la résistance. La sécurité est sans précédent, avec des diffusions de propagande louant les ""braves défenseurs""."
Text/3b/text,J'ai été promu Directeur Régional de la Sécurité Frontalière et [pulse freq=2]Distribution de la Réserve Racine[/pulse].
Text/3c/text,Russet épingle une petite médaille sur votre uniforme. Directeur Régional Adjoint... pour votre loyauté inébranlable envers Spud.
Text/3d/text,J'ai une mission spéciale ! Le Premier Ministre Idaho va inspecter notre installation aujourd'hui. Vous avez été sélectionné pour la démonstration.
Text/3e/text,Avez-vous vu le nouveau lot de Réserve Racine ? Ils l'appellent le 'Mélange de Résistance' après ce qui est arrivé aux captifs.
Text/3f/text,Certains disent que la résistance n'avait pas tout à fait tort. Qu'il existe des [wave amp=15 freq=3]preuves qu'ils disaient la vérité[/wave]...
Choice/40/text,Sois prudent. Parler comme ça est maintenant dangereux. (Prudent)
Choice/41/text,J'ai eu les mêmes pensées. Ça ne me semble pas correct. (Compatissant)
Text/42/text,Tout le monde ne croit plus l'histoire officielle. Gardez les yeux ouverts pendant la visite du Premier Ministre.
Text/43/text,"Une nouvelle résistance se forme. Plus silencieuse, plus prudente. Si vous voulez en savoir plus... guettez l'emblème de la pomme de terre jaune."
Text/44/text,ATTENTION : Le convoi du Premier Ministre Idaho est arrivé. Tous les officiers à leurs postes assignés. Protocoles d'inspection en vigueur.
Text/45/text,Votre médaille vous semble lourde - une récompense de loyauté ou une marque de honte ? Bientôt vous ferez face à l'architecte de la Réserve Racine.
Text/46/text,"Après la diffusion révélant la Réserve Racine, des soulèvements ont éclaté dans tout Spud. Le Premier Ministre Idaho reste retranché dans le bâtiment administratif."
Text/47/text,"Idaho prévoit une dernière diffusion pour rejeter la faute de la Réserve Racine sur nous. Nous ne pouvons pas le laisser réécrire l'histoire. Aujourd'hui, nous mettons fin à son régime."
Text/48/text,"Vous m'avez sauvé la vie dans l'usine de transformation. Maintenant, nous avons une chance de sauver tout Spud."
Text/49/text,Votre connaissance des protocoles de sécurité sera cruciale pour la mission finale. Êtes-vous prêt ?
Choice/4a/text,Je suis prêt. Terminons ce que nous avons commencé.
Choice/4b/text,Quel est exactement le plan ? J'ai besoin de détails.
Text/4c/text,Je savais que vous ne reculeriez pas. Vous êtes l'un de nos [tornado radius=3 freq=2]plus forts alliés[/tornado].
Text/4d/text,Nous infiltrerons en utilisant des uniformes gouvernementaux. Vous aiderez à contourner les systèmes de sécurité. Notre objectif est de capturer Idaho et de forcer un aveu public.
Text/4e/text,"Vous serez dans l'Équipe Alpha avec Sasha, pénétrant l'entrée est. Votre objectif : [color=GREEN]sécuriser le centre de transmission[/color]."
Text/4f/text,"D'officier de douane loyal à combattant de la résistance ? Une transformation que vous n'auriez jamais imaginée. Quoi qu'il arrive, Spud ne sera plus jamais le même."
Choice/4a/disabled_text,
Choice/4b/disabled_text,
Choice/41/disabled_text,
Choice/40/disabled_text,
