keys,ro
Text/215/text,"Murphy te prinde pe coridor, cu ochii roșii. Ai un minut?"
Text/216/text,Murphy te trage într-o magazie goală și închide ușa.
Text/217/text,Gluma aia pe care am făcut-o în cantină... despre vărul meu care ar fi în lotul [color=DARK_VIOLET]Rezervei de Rădăcini[/color]...
Text/218/text,Vocea lui Murphy se frânge. Nu cred că mai era o glumă.
Text/219/text,Ai spus că nu e amuzant. Ai avut dreptate. [color=STEEL_BLUE]Nimic din toate astea nu e amuzant.[/color]
Text/21a/text,"Te-am văzut plecând. Inteligent. Aș vrea să pot să nu mai mănânc chestia aia, dar ei [color=YELLOW]privesc[/color]. Ei mereu privesc."
Text/21b/text,"Am găsit ceva printre lucrurile vărului meu. Formularul lui de respingere. Lucruri obișnuite, dar..."
Text/21c/text,"Murphy scoate un formular șifonat. Uită-te la codul de procesare. ""[color=CRIMSON]RR-UTIL-7[/color]."""
Text/21d/text,Am căutat în arhive. RR înseamnă [pulse freq=2][color=DARK_VIOLET]Rezerva de Rădăcini[/color][/pulse]. UTIL înseamnă... [color=CRIMSON]utilizare[/color].
Text/21d_breakdown1/text,[wave amp=20 freq=3]Mâinile lui Murphy încep să tremure.[/wave] Vărul meu... Tommy... avea doar douăzeci și trei de ani.
Text/21d_breakdown2/text,A venit aici pentru o [color=CHARTREUSE]viață mai bună[/color]. A picat o inspecție. Una. [color=STEEL_BLUE]Doar un moment nepotrivit.[/color]
Text/21d_breakdown3/text,"Murphy se prăbușește pe perete, cu fața în mâini. Și eu... eu [tornado radius=3 freq=2][color=CRIMSON]AM MÂNCAT[/color][/tornado] chestia aia. În fiecare zi."
Text/21d_breakdown4/text,"Murphy se uită la tine, cu lacrimi șiroind. [pulse freq=2][color=CRIMSON]Ce-ar fi dacă l-am mâncat PE EL?[/color][/pulse]"
Choice/21e/text,Murphy... Îmi pare atât de rău. Sunt alături de tine. Vom găsi adevărul împreună.
Choice/21f/text,"Murphy, asta e periculos. Ar trebui să stăm departe."
Choice/220/text,Poate e o coincidență. Să nu tragem concluzii pripite.
Text/221_comfort1/text,"Te așezi în genunchi lângă Murphy, punându-i o mână pe umăr."
Text/221/text,Murphy îți apucă brațul ca pe o salvare. [color=CHARTREUSE]Mulțumesc.[/color] Credeam că înnebunesc.
Text/221_tommy/text,[color=STEEL_BLUE]Vocea i se stabilizează ușor.[/color] Pentru Tommy. Facem asta pentru Tommy. Și pentru toți ceilalți pe care i-au luat.
Text/222/text,Sunt și alții care bănuiesc. Sasha a adunat oameni. Cred că are încredere în tine.
Text/223/text,"Murphy își șterge ochii, încercând să se calmeze. Da. Da, probabil ai dreptate. Uită că am spus ceva."
Text/224/text,Dar dacă te răzgândești... Voi fi aici. [color=STEEL_BLUE]Singur cu întrebările mele. Și coșmarurile mele.[/color]
Text/225/text,Coincidență. Murphy râde amar printre lacrimi. Sigur. Și Tommy pur și simplu [color=CRIMSON]a dispărut[/color] în neant.
Text/226/text,Continuă să-ți spui asta. Vezi cât timp te ajută să dormi. [color=STEEL_BLUE]Pe mine nu mă ajută.[/color]
Text/227/text,Sasha apare la cabina ta când se termină ultima tură. Arăți de parcă ai fi văzut o fantomă.
Text/228/text,Lasă-mă să ghicesc - Murphy ți-a povestit despre vărul lui?
Text/229/text,Sasha dă din cap aprobator. Bine. Avem nevoie de oameni care pun întrebări.
Text/22a/text,Sasha îți studiază fața cu atenție. Ești speriat. Asta e inteligent. Dar frica nu va salva pe nimeni.
Text/22b/text,"Te-am urmărit din prima ta zi. Felul în care ai [color=YELLOW]ezitat[/color] când Russet a vorbit despre ""procesare."""
Text/22c/text,Ai întrebat ce se întâmplă cu cartofii respinși. Asta a cerut curaj. [color=CHARTREUSE]Majoritatea doar salută și ștampilează.[/color]
Text/22d/text,Sasha se apleacă mai aproape. Există un tipar. Fiecare cartof pe care îl respingem? Dispărut în 48 de ore. Fără înregistrări de deportare. Fără transferuri.
Text/22e/text,Dar producția [color=DARK_VIOLET]Root Reserve[/color]? [tornado radius=3 freq=2][color=CRIMSON]Crește.[/color][/tornado] De fiecare. Dată.
Choice/22f/text,Te cred. Cum pot ajuta?
Choice/230/text,Am nevoie de dovezi înainte să risc totul.
Text/231/text,"Ochii Sashei se luminează. Știam că am ales bine. Mâine seară, după tură. Îți voi arăta ce am găsit."
Text/232/text,Până atunci
Text/233/text,Destul de corect. Dovada va veni. Doar... ține ochii deschiși în timpul turei de mâine.
Text/234/text,Urmărește unde merg [color=CRIMSON]cartofii respinși[/color]. Urmărește camioanele dacă poți.
Text/235/text,Scoți fotografia pe care ți-a dat-o cartoful disperat. Soția ei. [color=STEEL_BLUE]Unde este ea acum?[/color]
Text/236/text,Dacă ceea ce spun Sasha și Murphy este adevărat... ea a fost deja...
Text/237/text,Nu poți termina gândul. Dar nu [color=CHARTREUSE]îi vei uita fața[/color].
Text/238/text,"Mâine, totul se schimbă. Ori găsești răspunsuri, ori îngropi întrebările pentru totdeauna."
Text/239/text,Un lucru este cert: nu [color=YELLOW]te mai poți întoarce la ignoranța fericită[/color].
Choice/21e/disabled_text,
Choice/21f/disabled_text,
Choice/220/disabled_text,
Choice/22f/disabled_text,
Choice/230/disabled_text,
