keys,id
main_menu_feedback,Umpan balik dan Bug
main_menu_version,Versi 1.2.0
main_menu_new_game,Permainan Baru
main_menu_continue,Lanjutkan
main_menu_level_select,Pilih Level
main_menu_score_attack,Serangan Skor
main_menu_options,Pengaturan
main_menu_credits,Kredit
main_menu_exit,Keluar
select_language,Bahasa
social_discord_tooltip,Bergabung dengan Discord kami!
social_steam_tooltip,Kunjungi kami di Steam
social_twitch_tooltip,Integrasi Twitch
twitch_status_disabled,Dinonaktifkan
twitch_status_no_viewers,Tidak ada penonton di pool
twitch_status_ready,{count} penonton siap
twitch_connection_disabled,Dinonaktifkan
twitch_connection_disconnected,Terputus
twitch_connection_connected,Terhubung
twitch_connection_connecting,Menghubungkan...
options_menu_title,Pengaturan
options_difficulty,Tingkat Kesulitan
options_difficulty_easy,Mudah
options_difficulty_normal,Sedang
options_difficulty_expert,Ahli
options_music_volume,Volume Musik
options_sfx_volume,Volume Efek Suara
options_camera_shake,Guncangan Kamera
options_back,Kembali
paused_menu_title,Dijeda
shift_summary_title,RINGKASAN SHIFT
shift_summary_continue,Lanjutkan
shift_summary_restart,Mulai Ulang
shift_summary_main_menu,Menu Utama
shift_summary_submit_score,Kirim Skor
shift_summary_runner_stats,STATISTIK PELARI
shift_summary_document_stats,STATISTIK DOKUMEN
shift_summary_performance,PERFORMA
shift_summary_bonuses,BONUS
_FORMAT KEYS,
time_format,{minutes}mnt {seconds}dtk
_SHIFT SUMMARY DETAILS,
shift_complete_success,SHIFT {shift} SELESAI\nSUKSES!
shift_complete_failure,SHIFT {shift} SELESAI\n{failure}
strike_limit_reached,BATAS STRIKE TERCAPAI!
quota_not_met,KUOTA TIDAK TERPENUHI!
shift_summary_title_with_difficulty,RINGKASAN SHIFT\n{difficulty}
runner_stats_template,\nSTATISTIK PELARI\nPercobaan Pelari: {runner_attempts}\nMisil Ditembakkan: {fired}\nPelari Terkena: {hit}\nTembakan Sempurna: {perfect}\nTingkat Keberhasilan: {rate}%
document_stats_template,STATISTIK DOKUMEN\nDokumen Dicap: {stamped}\nKentang Disetujui: {approved}\nKentang Ditolak: {rejected}\nCap Sempurna: {perfect_stamps}
bonus_stats_template,BONUS\nBonus Kecepatan Pemrosesan: {processing_speed_bonus}\nBonus Akurasi Cap: {accuracy}\nBonus Tembakan Sempurna: {perfect_hit_bonus}\nBonus Skor Total: {total_score_bonus}
performance_stats_template,PERFORMA\nWaktu yang dibutuhkan: {time_taken}\nSkor yang diharapkan: {expected_score}\nTotal Skor: {score}\nPersentase di atas skor: {percent}%\nPenilaian Performa:\n{rating}
performance_exceptional,Luar Biasa!
performance_excellent,Sangat Bagus!
performance_good,Bagus
performance_needs_improvement,Perlu Perbaikan
performance_poor,Buruk
global_leaderboard_title,Papan Peringkat Global\n- {difficulty}
getting_leaderboard_scores,Mendapatkan skor papan peringkat...
_PAUSE OPTIONS OVERLAY,
reset_game_label,Setel ulang permainan:
reset_game_button,Setel ulang
mute_label,Bisukan
fullscreen_label,Layar penuh:
resolution_label,Resolusi:
antialiasing_label,Anti-Aliasing:
screenshake_label,Guncangan layar:
mouse_sens_label,Sensitivitas mouse:
___ LOADING SCREEN,
Loading…,Memuat...
___ DIALOGS IN GAME,
You lose.,Anda kalah.
You won!,Anda menang!
Thanks for playing!,Terima kasih sudah bermain!
Please Confirm...,Harap Konfirmasi...
Go back to main menu?,Kembali ke menu utama?
Quit the game?,Keluar dari permainan?
Cancel,Batal
OK,Oke
___ OPTIONS MENU,
Controls,Kontrol
Mouse Sensitivity :,Sensitivitas Mouse :
Actions & Inputs,Tindakan & Input
Add,Tambah
Remove,Hapus
Assign Key for {action},Tetapkan Tombol untuk {action}
Listening for input...,Mendengarkan input...
Press again to confirm...,Tekan lagi untuk mengonfirmasi...
Focus here to assign inputs.,Fokus di sini untuk menetapkan input.
Already Assigned,Sudah Ditetapkan
{key} already assigned to {action}.,{key} sudah ditetapkan ke {action}.
Remove Key for {action},Hapus Tombol untuk {action}
Are you sure you want to remove {key} from {action}?,Apakah Anda yakin ingin menghapus {key} dari {action}?
Reset,Setel Ulang
Audio,Suara
Master :,Utama :
Music :,Musik :
SFX :,Efek :
Ambient :,Suasana :
Mute :,Bisukan :
Video,Tampilan
Fullscreen :,Layar Penuh :
Resolution :,Resolusi :
Anti-Aliasing :,Anti-Aliasing :
Disabled (Fastest),Dinonaktifkan (Tercepat)
8x (Slowest),8x (Terlambat)
Camera Shake :,Goyangan Kamera :
Normal,Sedang
Reduced,Dikurangi
Minimal,Minim
None,Tidak Ada
Game,Permainan
Reset Game :,Setel Ulang Permainan :
Do you want to reset your game data?,Apakah Anda ingin menyetel ulang data permainan Anda? 
Back,Kembali
_INGAME DIALOGUE,
TAKE THEM!,AMBIL!
"Take your documents, please.",Silakan ambil dokumen Anda.
_SHIFT SUMMARY SCREEN,
Continue,Lanjutkan
Main Menu,Menu Utama
Submit Score,Kirim Skor
Restart,Mulai Ulang
SHIFT SUMMARY,RINGKASAN SHIFT
_DIFFICULTY LEVELS,
Easy,Mudah
Normal,Sedang
Expert,Ahli
Primary,Utama
Secondary,Sekunder
Primary Interaction,Interaksi Utama
Secondary Interaction,Interaksi Sekunder
Cancel Interaction,Batalkan Interaksi
Escape,Keluar
Dialogic Default Action,Tindakan Default Dialogis
Enter,Masuk
Left Mouse Button,Tombol Kiri Mouse
Right Mouse Button,Tombol Kanan Mouse
_NEW GAME CONFIRMATION,
Start New Game,Mulai Permainan Baru
Starting a new game will reset your progress. Are you sure you want to continue?,Memulai permainan baru akan menyetel ulang kemajuan Anda. Apakah Anda yakin ingin melanjutkan?
"Yes, Start New Game","Ya, Mulai Permainan Baru"
Skip,Lewati
History,Riwayat
Return,Kembali
Restart the game?,Mulai ulang permainan?
_HELP MENU,
help_menu_button,Bantuan
achievements_menu_button,Pencapaian
help_menu_title,Cara Bermain
help_tab_basics,Dasar
help_tab_gameplay,Permainan
help_tab_minigames,Minigame
help_basics_intro,[b]Selamat Datang di Bea Cukai Spud
help_basics_gate,[b]Membuka Gerbang[/b]\nKlik tombol gerbang atau gunakan megafon untuk memanggil kentang berikutnya ke pos Anda.
help_basics_documents,"[b]Memeriksa Dokumen[/b]\nSeret dokumen ke meja Anda untuk memeriksanya. Periksa nama, tanggal, dan detail lainnya sesuai peraturan imigrasi untuk shift saat ini."
help_basics_stamping,"[b]Mengecap Dokumen[/b]\nGunakan stempel DISETUJUI (hijau) untuk meloloskan imigran, atau stempel DITOLAK (merah) untuk menolak mereka. Akurasi stempel memengaruhi skormu!"
help_basics_runners,[b]Penerobos Perbatasan[/b]\nBeberapa kentang akan mencoba lari melewati pos pemeriksaan! Klik untuk menembakkan misil dan menghentikan mereka. Waktu yang tepat memberikan poin bonus.
help_basics_xray,"[b]Pemindai Sinar-X[/b]\nMulai dari Shift 3, gunakan mesin Sinar-X untuk memindai kentang dari barang selundupan tersembunyi."
help_gameplay_quota,[b]Memenuhi Kuota[/b]\nSetiap shift memiliki kuota kentang yang harus Anda proses. Gagal memenuhi kuota dan Anda akan dipecat!
help_gameplay_strikes,"[b]Teguran[/b]\nMembuat kesalahan (salah setuju/tolak, penerobos yang lolos) akan memberimu teguran. Terlalu banyak teguran dan permainan berakhir!"
help_gameplay_rules,"[b]Peraturan Imigrasi[/b]\nPeriksa papan buletin untuk peraturan saat ini. Peraturan berubah setiap shift - wilayah terlarang, dokumen wajib, dan kondisi khusus."
help_gameplay_scoring,"[b]Penilaian Skor[/b]\nDapatkan poin untuk keputusan yang benar, stempel yang sempurna, dan menghentikan penerobos. Bonus diberikan untuk kecepatan dan akurasi!"
help_gameplay_difficulty,"[b]Tingkat Kesulitan[/b]\nMudah: Waktu lebih longgar, peraturan lebih sedikit. Normal: Pengalaman standar. Ahli: Waktu ketat, peraturan rumit, skor lebih tinggi."
help_minigames_intro,"[b]Game Mini[/b]\nSepanjang shift, Anda akan menemukan game mini yang bisa menghasilkan poin bonus. Selesaikan untuk mendapat hadiah atau lewati tanpa penalti."
help_minigames_document_scanner,"[b]Pemindai Dokumen[/b] (Shift 1+)\nGunakan sinar UV untuk menemukan elemen tersembunyi pada dokumen. Klik untuk menandai tanda air, stempel, dan simbol. Temukan semua elemen sebelum waktu habis!"
help_minigames_stamp_sorting,"[b]Memilah Stempel[/b] (Shift 2+)\nPilah stempel yang jatuh ke dalam wadah yang benar. Stempel hijau masuk ke DISETUJUI, stempel merah masuk ke DITOLAK. Pilah dengan cepat untuk poin bonus!"
help_minigames_fingerprint_match,[b]Mencocokkan Sidik Jari[/b] (Shift 3+)\nCocokkan sidik jari dari kisi dengan pola referensi. Klik sidik jari yang cocok untuk memverifikasi identitas. Dibutuhkan pengamatan yang cermat!
help_minigames_code_breaker,"[b]Pemecah Kode[/b] (Shift 4+)\nPecahkan kode rahasianya! Tebak kombinasi 4 digit. Hijau berarti posisi benar, kuning berarti posisi salah. Kesempatan terbatas"
help_minigames_border_chase,[b]Pengejaran Perbatasan[/b] (Shift 5+)\nBarang selundupan di konveyor! Klik barang MERAH untuk menyitanya. Biarkan barang HIJAU lewat. Refleks cepat menghasilkan lebih banyak poin!
help_tab_lore,Cerita
help_lore_world_intro,"[b]Dunia Spud[/b]\n\nSelamat datang di negeri tempat para kentang membangun peradaban mereka sendiri. Di dunia ini, para umbi berjalan, berbicara, dan telah membentuk bangsa mereka sendiri dengan hukum, perbatasan, dan birokrasi."
help_lore_nation,"[b]Bangsa Spud[/b]\n\nSpud adalah bangsa yang bangga dan menjanjikan kemakmuran bagi semua kentang. Dilindungi oleh Tembok Agung Spud, bangsa ini menerapkan kontrol perbatasan yang ketat untuk memastikan hanya umbi yang layak yang boleh masuk.\n\nPemerintah menggalakkan persatuan dan kepatuhan, dengan warga patriotik yang sering terdengar menyerukan: ""Jaya Spud!"""
help_lore_your_role,"[b]Peran Anda[/b]\n\nAnda telah terpilih untuk peran krusial dalam melindungi perbatasan. Sebagai Petugas Bea Cukai, Anda bekerja di bawah pengawasan ketat Supervisor Russet.\n\nKesejahteraan Anda bergantung pada kinerja Anda. Penuhi kuota Anda, patuhi peraturan, dan ingat: bangsa ini mengandalkan Anda."
help_lore_border,"[b]Tembok Agung[/b]\n\nTembok Agung Spud yang perkasa melindungi bangsa dari orang luar. Di berbagai pos pemeriksaan di sepanjang tembok, petugas seperti Anda memastikan hanya mereka yang layak yang boleh masuk.\n\nMereka yang mencoba menerobos perbatasan tanpa dokumen yang sah akan menghadapi konsekuensi langsung."
help_lore_secrets,[b]Cadangan Akar[/b]\n\nKentang yang ditolak... diproses. Sesuai protokol. Cadangan Akar yang misterius menangani semua detailnya.\n\nSebaiknya jangan terlalu banyak bertanya. Fokus pada tugas Anda. Tidak lebih.
level_select_choices_header,Pilihan hingga Hari ke-{day}
level_select_choices_header_named,Pilihan hingga Hari ke-{day} - {name}
level_select_play_day,Mainkan Hari Ini
level_select_close,Tutup
continue_dialog_header,Data Tersimpan Anda
continue_dialog_day,Hari: {day}
continue_dialog_continue,Lanjutkan
continue_dialog_cancel,Batal
new_game_confirm_button,"Ya, Mulai Game Baru"
tutorial_choice_play,Mainkan Tutorial
tutorial_choice_skip,Lewati Tutorial
tutorial_dialog_title,Tutorial
tutorial_dialog_text,Apakah Anda ingin memainkan tutorial? \n\nTutorial ini akan memandu Anda melalui dasar-dasar menjadi petugas bea cukai di Spud Customs.
continue_game_title,Lanjutkan Game
level_select_story_choices,Pilihan Cerita
reset_progress_confirm,Apakah Anda yakin ingin mengatur ulang progres cerita? Tindakan ini tidak dapat dibatalkan.
reset_highscores_confirm,Apakah Anda yakin ingin mengatur ulang semua skor tertinggi? Tindakan ini tidak dapat dibatalkan.
level_name_0,Tutorial
level_name_1,Hari Pertama Bertugas
level_name_2,Peraturan Baru
level_name_3,Tekanan Meningkat
level_name_4,Pemeriksaan Barang Selundupan
level_name_5,Krisis Paruh Waktu
level_name_6,Keamanan Meningkat
level_name_7,Di Bawah Pengawasan Ketat
level_name_8,Agen Ganda
level_name_9,Kekacauan Perbatasan
level_name_10,Hitung Mundur Terakhir
shift_name_1,Hari Pertama Bertugas
shift_name_2,Bertemu Sasha & Murphy
shift_name_3,Istri yang Hilang
shift_name_4,Truk Cadangan Akar
shift_name_5,Penyaringan Loyalitas
shift_name_6,RealityScan
shift_name_7,Pertemuan Perlawanan
shift_name_8,Penangkapan Sasha
shift_name_9,Serangan
shift_name_10,Hitung Mundur Terakhir
shift_name_unknown,Tidak Diketahui
path_chaos_agent,Agen Kekacauan
path_loyalist,Jalur Loyalis
path_resistance_ally,Sekutu Perlawanan
path_questioning,Mempertanyakan
path_undetermined,Belum Ditentukan
story_choice_path_label,Jalur:
story_choice_sasha_trust,Kepercayaan Sasha: {value}/10
story_choice_chaos_points,Kekacauan: {value} poin
story_choice_no_choices,Belum ada pilihan yang tercatat
story_choice_day_header,Hari {day} - {name}
choice_initial_response_eager,Menunjukkan antusiasme terhadap Spud
choice_initial_response_questioning,Mempertanyakan sistem
choice_note_reaction_investigate,Memilih menyelidiki catatan
choice_note_reaction_destroy,Menghancurkan catatan misterius
choice_note_reaction_report,Melaporkan catatan kepada pihak berwenang
choice_kept_note_yes,Menyimpan catatan misterius
choice_kept_note_no,Membuang catatan
choice_reported_note_yes,Melaporkan catatan
choice_murphy_trust_open,Terbuka kepada Murphy
choice_murphy_trust_guarded,Tetap berhati-hati dengan Murphy
choice_eat_reserve_ate,Memakan ransum cadangan
choice_eat_reserve_refused,Menolak ransum cadangan
choice_scanner_response_loyal,Menunjukkan kesetiaan saat tes pemindai
choice_scanner_response_questioning,Mempertanyakan tujuan pemindai
choice_family_response_refuse,Menolak membantu mencari istri
choice_family_response_help,Setuju membantu mencari istri yang hilang
choice_has_wife_photo_yes,Mendapatkan foto istri yang hilang
choice_reveal_reaction_shocked,Terkejut dengan pengungkapan itu
choice_reveal_reaction_cautious,Bereaksi hati-hati terhadap pengungkapan itu
choice_cafeteria_response_serious,Menganggap serius rumor kantin
choice_cafeteria_response_avoid,Menghindari diskusi kantin
choice_murphy_alliance_ally,Bersekutu dengan Murphy
choice_murphy_alliance_cautious,Tetap berhati-hati terhadap Murphy
choice_murphy_alliance_skeptical,Tetap skeptis terhadap Murphy
choice_sasha_trust_level_committed,Sepenuhnya berkomitmen untuk memercayai Sasha
choice_sasha_trust_level_cautious,Tetap berhati-hati terhadap Sasha
choice_sasha_investigation_committed,Berkomitmen pada investigasi Sasha
choice_sasha_investigation_hesitant,Ragu-ragu tentang investigasi itu
choice_loyalty_response_patriotic,Memberikan tanggapan patriotik
choice_loyalty_response_idealistic,Mengungkapkan pandangan idealis
choice_hide_choice_desk,Bersembunyi di balik meja
choice_hide_choice_window,Bersembunyi di dekat jendela
choice_evidence_choice_hand_over,Menyerahkan bukti
choice_evidence_choice_keep,Menyimpan bukti tersembunyi
choice_evidence_choice_lie,Berbohong tentang bukti
choice_evidence_choice_chaos,Menggunakan bukti untuk menyebabkan kekacauan
choice_viktor_wife_discovery_yes,Menemukan istri Viktor di manifes
choice_fellow_officer_response_cautious,Berhati-hati dengan sesama petugas
choice_fellow_officer_response_sympathetic,Menunjukkan simpati kepada sesama petugas
choice_fellow_officer_response_loyal,Tetap setia terhadap sesama petugas
choice_interrogation_response_lie,Berbohong selama interogasi
choice_interrogation_response_legal,Memberikan jawaban sesuai hukum
choice_viktor_conversation_tell_truth,Memberi tahu Viktor kebenarannya
choice_viktor_conversation_lie_protect,Berbohong untuk melindungi Viktor
choice_viktor_conversation_curious,Penasaran tentang Viktor
choice_scanner_choice_help,Membantu menyabotase pemindai
choice_scanner_choice_scan,Mengoperasikan pemindai secara normal
choice_scanner_choice_viktor,Memilih Viktor untuk pemindai
choice_helped_operative_yes,Membantu agen perlawanan
choice_helped_operative_no,Menolak membantu agen
choice_viktor_allied_yes,Membentuk aliansi dengan Viktor
choice_betrayed_resistance_yes,Mengkhianati perlawanan
choice_sasha_plan_response_committed,Berkomitmen pada rencana Sasha
choice_sasha_plan_response_nervous,Merasa gugup tentang rencana itu
choice_malfunction_excuse_technical,Menyalahkan kerusakan teknis
