keys,nl
Text/131/text,"Je duikt ineen terwijl de strijd woedt. Het spijt me, Sasha. Ik ben [color=STEEL_BLUE]niet zo moedig als jij[/color]."
Text/132/text,De [color=CRIMSON]terroristische aanval[/color] is afgeslagen! De leiders worden [color=DARK_VIOLET]verwerkt[/color] terwijl we spreken.
Text/133/text,"Opperhoofd Yukon sleept verzetsleden in ketenen binnen, Sasha onder hen. ""Deze [color=CRIMSON]verraders[/color] zullen [color=DARK_VIOLET]eindverwerking[/color] ondergaan."""
Text/134/text,"Sasha vangt je blik. Ondanks haar blauwe plekken, bevat haar blik [wave amp=15 freq=2][color=CHARTREUSE]geen oordeel, alleen verdriet[/color][/wave]."
Text/135/text,"Je hebt overleefd door je hoofd laag te houden, maar [pulse freq=3][color=GOLD]tegen welke prijs?[/color][/pulse] Terwijl de productie van [color=DARK_VIOLET]Wortelreserve[/color] uit de fabriek waait, draait je maag zich om."
Text/136/text,Misschien is er nog een kans van binnenuit. Of misschien stel je alleen je geweten gerust.
Text/137/text,Je [tornado radius=3 freq=2][color=CHARTREUSE]verlaat je post[/color][/tornado] en rent naar het gevecht. De tijd voor voorzichtigheid is voorbij.
Text/138/text,[pulse freq=3][color=GOLD]Bewijs dat je bij ons hoort![/color][/pulse] Hoe ken je Sasha?
Text/139/text,"[color=CHARTREUSE]De wortels groeien diep![/color] Ik kom van het controlepunt, Sasha heeft me gerekruteerd!"
Text/13a/text,Ze brengen haar nu naar de verwerkingsfabriek. We moeten ons haasten!
Text/13b/text,"De deuren vliegen open en onthullen de [wave amp=25 freq=3][color=CRIMSON]verschrikkelijke waarheid[/color][/wave] - vermaalmachines, transportbanden die aardappelen naar hun ondergang brengen."
Text/13c/text,Aan het einde van een band - Sasha en anderen [color=CRIMSON]hulpeloos vastgebonden[/color]. Opzichter Russet staat bij de bedieningspanelen.
Text/13d/text,[color=RED]JIJ![/color] Ik had moeten weten dat je een van hen was! Achteruit of ik start de processor!
Text/13e/text,"Terwijl verzetsstrijders Russet overmeesteren, herleidt Sasha de camera's van de faciliteit. [color=YELLOW]Mensen van Spud! Dit is Wortelreserve! Ze hebben ons aan elkaar gevoerd![/color]"
Text/13f/text,Je kwam terug voor mij. [color=CHARTREUSE]We hebben het gedaan. De waarheid is nu buiten.[/color] We hebben een toekomst om op te bouwen!
Text/140/text,"[color=STEEL_BLUE]De verzetsleider stapt naar voren, het wapen gericht op Russet.[/color] Geen stap verder, Russet. Je handen waar ik ze kan zien."
Text/141/text,"[color=CRIMSON]Russets ogen schieten heen en weer tussen jou en de verzetsleider, zweetdruppels parelen op zijn voorhoofd.[/color] Denk je dat je gewonnen hebt? Deze faciliteit is het fundament van Spud!"
Text/142/text,Het fundament van lijden. [pulse freq=3][color=CHARTREUSE]Het eindigt vandaag.[/color][/pulse]
Text/143/text,[color=STEEL_BLUE]Sasha worstelt tegen haar boeien op de lopende band
Choice/144/text,"[tornado radius=3 freq=2][color=CRIMSON]""Russet"
Choice/145/text,"[wave amp=15 freq=2][color=STEEL_BLUE]""Dit... dit is wat ze hebben gedaan? Het is erger dan ik me had voorgesteld...""[/color][/wave]"
Choice/146/text,"[color=CHARTREUSE]""Sasha! Dank de wortels dat je leeft! Hou vol"
Text/147/text,"[color=CRIMSON]Je stormt op Russet af, vuisten gebald, nauwelijks tegengehouden door de verzetsstrijders.[/color] Elke aardappel die door mijn controlepost kwam... hoeveel heb je..."
Text/148/text,Rustig! We hebben hem levend nodig om te getuigen. [color=STEEL_BLUE]De leider houdt hun wapen op Russet gericht.[/color] Bewaar je woede voor de rechtbank.
Text/149/text,"[color=STEEL_BLUE]Je deinst achteruit, een hand voor je mond, terwijl je de volledige horror van de machines in je opneemt.[/color] Ik stempelde hun papieren... Ik stuurde ze hierheen..."
Text/14a/text,[color=CHARTREUSE]Je wist het niet. Niemand van ons wist het.[/color] Daarom zijn we hier nu. Concentreer je!
Text/14b/text,[color=CHARTREUSE]Je snelt naar de lopende band
Text/14c/text,[color=CHARTREUSE]Sasha's ogen glinsteren van tranen en hoop terwijl je handen de knopen losmaken.[/color] Ik wist dat je zou komen. Ik heb nooit aan je getwijfeld.
Text/14d/text,[color=STEEL_BLUE]De leider dwingt Russet op zijn knieën onder schot.[/color] Bind hem vast. Zorg dat hij ziet wat er hierna gebeurt.
Text/14e/text,"[color=CHARTREUSE]Sasha pakt je hand, haar vingers verstrengeld met de jouwe.[/color] Je kwam terug voor mij. Wat er ook hierna gebeurt... we doorstaan het samen."
Text/14f/text,"[color=STEEL_BLUE]Sasha kijkt je aandachtig aan, de woede nog steeds brandend in je ogen.[/color] Kanaliseer dat vuur. We zullen het nodig hebben voor wat er hierna komt."
Text/150/text,[color=STEEL_BLUE]Sasha legt een zachte hand op je schouder.[/color] De schuld is niet de jouwe om te dragen. Je bent hier nu. Dat is wat telt.
