keys,fi
Text/78/text,"Toinen päivä tarkastuspisteellä. Perunajono on pidempi kuin koskaan, kaikki ovat hermostuneita."
Text/79/text,Uudet käskyt ylhäältä. [wave amp=15 freq=3][color=DARK_ORANGE]Kaksinkertaistamme hylkäämiset[/color][/wave]. Jokainen turvallisuusriskinä pidetty peruna pidätetään välittömästi.
Text/7a/text,Minulla on erikoistehtävä. Meillä on tiedustelutietoa [pulse freq=2][color=CRIMSON]häiriköistä[/color][/pulse]. Olkaa tarkkaavaisia tarkastuksissanne.
Choice/7b/text,"Kyllä, herra, en petä teitä"
Choice/7c/text,Minkälaisista häiriköistä on kyse?
Text/7d/text,"Hyvä. Tiesin, että voin luottaa sinuun. Tulet menestyväksi tuolla asenteella."
Text/7e/text,"Ne, jotka [color=CRIMSON]uhkaavat elämäntapaamme[/color]. Älä kysy liikaa kysymyksiä, jos tiedät, mikä on parhaaksesi."
Text/7f0/text,"Sanopas... näytät aivan veljeltäni."
Text/7f/text,"[color=STEEL_BLUE]Rukoilen teitä![/color] Vaimoni oli olevinaan juuri minun takana, mutta [tornado radius=2 freq=3]hän ei koskaan päässyt tullista läpi[/tornado]."
Text/80/text,"Kukaan ei kerro minulle, mitä hänelle on tapahtunut. Pyydän, [color=CHARTREUSE]auttakaa minua löytämään hänet![/color]"
Choice/81/text,"Valitan, mutta en voi tehdä mitään."
Choice/82/text,Yritän selvittää asiaa. Ei takeita.
Text/83/text,Kuten kaikki muutkin... [color=STEEL_BLUE]Painakoon omatuntonne yhtä raskaasti kuin minun.[/color]
Text/84/text,Kiitos! Pienikin toivo on parempi kuin ei mitään. Tässä on hänen valokuvansa. Löytäkää hänet.
Text/85/text,Näin tuon keskustelun. [color=DARK_ORANGE]Hylättyjen kanssa sääiskely johtaa vain vaikeuksiin.[/color] Keskity tehtävääsi.
Choice/7b/disabled_text,
Choice/82/disabled_text,
Choice/81/disabled_text,
Choice/7c/disabled_text,
Text/7fb/text,"Hän [tornado radius=2 freq=3]ei koskaan päässyt tullin läpi[/tornado]. He sanoivat, että hänen papereissaan oli ""epäsäännöllisyys""."
Text/83b/text,Epätoivoinen peruna hiipii pois. Huomaat hänen tuijottavan kulunutta valokuvaa ennen kuin hän katoaa.
Text/84b/text,Hän painaa [color=GOLD]kuluneen valokuvan[/color] käsiisi. Hänen nimensä on [color=GOLD]Maris Piper[/color]. Hänellä on ystävälliset silmät. Ole kiltti ja etsi hänet.
Text/84c/text,"Katsot valokuvaa. Nuori peruna, jolla on lempeät piirteet ja lämmin hymy. [color=GOLD]Maris Piper[/color]."
Text/84d/text,Minne hän meni? Hylkäysjono johtaa... minne tarkalleen?
