keys,id
Text/d2/text,"Setelah shift Anda, Anda dibawa ke pertemuan rahasia perlawanan di pabrik pati yang ditinggalkan."
Text/d3/text,Sebuah kentang yang lusuh dengan bekas luka pertempuran berbicara kepada kelompok yang berkumpul.
Text/d4/text,Waktu untuk bisikan dan pamflet telah berakhir. Pemerintah telah menunjukkan warna aslinya.
Text/d5/text,Sumber-sumber kami mengkonfirmasi bahwa pabrik pengolahan [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve[/color][/wave] meningkatkan produksi.
Text/d6/text,"Yang berarti [tornado radius=3 freq=3][color=CRIMSON]lebih banyak saudara-saudari kita menghilang, diproses, dikonsumsi[/color][/tornado]."
Text/d7/text,Pemimpin menghantamkan tinjunya di meja. [pulse freq=3][color=CHARTREUSE]Ini berakhir sekarang.[/color][/pulse] Kami memiliki rencana untuk menyerang jantung operasi mereka.
Text/d8/text,"Sasha membentangkan rencana detail di atas meja. Dalam tiga hari, kami akan meluncurkan ofensif utama kami."
Text/d9/text,"Sementara satu tim menciptakan pengalihan di kompleks pemerintah utama, tim lain akan menyusup ke fasilitas Root Reserve terbesar."
Text/da/text,"Tujuan kami: mendapatkan [color=CHARTREUSE]bukti yang tak terbantahkan[/color] tentang apa yang terjadi di dalam, menyiarkannya ke seluruh Spud."
Text/db/text,Sasha menunjuk ke bagian dari rencana tersebut. Di sinilah Anda berperan.
Text/dc/text,Kami membutuhkan seseorang di dalam Bea Cukai Spud untuk memastikan operatif kami dapat menyeberangi perbatasan untuk misi ini.
Text/dd/text,Bisakah kami mengandalkan Anda untuk menjadi orang itu?
Choice/de/text,Saya akan melakukan apa pun yang diperlukan untuk mengungkap kebenaran.
Choice/df/text,Kedengarannya berbahaya. Bagaimana jika kita tertangkap?
Choice/e0/text,Apakah ada cara lain yang tidak membahayakan begitu banyak orang?
Text/e1/text,Wajah Sasha bersinar dengan harapan. Terima kasih. [color=CHARTREUSE]Keberanian Anda akan menyelamatkan banyak nyawa.[/color]
Text/e2/text,"Dia meremas tangan Anda. Ketika semua ini berakhir, [color=CHARTREUSE]Anda akan diingat sebagai pahlawan revolusi.[/color]"
Text/e3/text,Sasha mengangguk dengan khidmat. Ini berbahaya. Saya tidak akan berbohong kepada Anda tentang itu.
Text/e4/text,Kita semua bisa berakhir [color=DARK_VIOLET]diproses menjadi Root Reserve[/color] sendiri jika kita gagal.
Text/e5/text,"Tapi tidak melakukan apa-apa bahkan lebih berbahaya. Untuk kita semua, dalam jangka panjang."
Text/e6/text,Ekspresi Sasha berubah suram. Kami telah mencoba cara lain. Selama bertahun-tahun.
Text/e7/text,Petisi. Diplomasi diam-diam. Tips anonim. Tidak ada yang berhasil.
Text/e8/text,Terkadang Anda harus mempertaruhkan segalanya untuk mengubah apa pun.
Text/e9/text,Perdebatan sengit pecah di antara anggota perlawanan.
Text/ea/text,Beberapa berpendapat untuk pendekatan yang lebih agresif — menghancurkan pabrik pengolahan sepenuhnya.
Text/eb/text,Yang lain bersikeras bahwa tindakan kekerasan hanya akan membalikkan opini publik melawan mereka.
Text/ec/text,CUKUP! Pemimpin mendiamkan ruangan dengan suara yang memerintah.
Text/ed/text,"Kita tidak mampu terpecah belah. Tidak sekarang, ketika kita sudah begitu dekat."
