keys,th
Text/3a/text,"ด่านตรวจถูกสร้างขึ้นใหม่หลังจากการโจมตีของกลุ่มต่อต้าน การรักษาความปลอดภัยเข้มงวดอย่างไม่เคยมีมาก่อน พร้อมการโฆษณาชวนเชื่อที่ยกย่อง ""ผู้พิทักษ์ผู้กล้าหาญ"""
Text/3b/text,ฉันได้รับการเลื่อนตำแหน่งเป็นผู้อำนวยการภูมิภาคฝ่ายความมั่นคงชายแดนและ [pulse freq=2]การจัดจำหน่ายหัวเชื้อสำรอง[/pulse]
Text/3c/text,รัสเซ็ตติดเหรียญเล็กๆ ให้กับเครื่องแบบของคุณ ผู้ช่วยผู้อำนวยการภูมิภาค... สำหรับความภักดีอันไม่สั่นคลอนของคุณต่อสปัด
Text/3d/text,ฉันมีภารกิจพิเศษ! วันนี้นายกรัฐมนตรีไอดาโฮจะมาตรวจเยี่ยมสถานที่ของเรา คุณได้รับเลือกให้เป็นผู้สาธิต
Text/3e/text,คุณเห็นหัวเชื้อสำรองชุดใหม่หรือยัง? พวกเขาเรียกมันว่า 'สูตรต่อต้าน' หลังจากเกิดเรื่องกับนักโทษเหล่านั้น
Text/3f/text,บางคนบอกว่ากลุ่มต่อต้านไม่ได้ผิดไปเสียทั้งหมด ว่ามี [wave amp=15 freq=3]หลักฐานที่พวกเขาพูดความจริง[/wave]...
Choice/40/text,"""ระวังตัวด้วย แม้แต่การพูดแบบนั้นก็อันตรายแล้วตอนนี้"""
Choice/41/text,"""ฉันก็คิดแบบเดียวกัน นี่มันไม่ถูกต้องเลย"""
Text/42/text,ไม่ใช่ทุกคนที่เชื่อเรื่องราวทางการอีกต่อไปแล้ว จับตาดูให้ดีระหว่างการมาเยือนของนายกรัฐมนตรี
Text/43/text,มีกลุ่มต่อต้านใหม่กำลังก่อตัวขึ้น เงียบกว่า ระมัดระวังกว่า ถ้าคุณอยากรู้เพิ่มเติม... สังเกตสัญลักษณ์มันฝรั่งสีเหลืองไว้
Text/44/text,โปรดทราบ: ขบวนรถของนายกรัฐมนตรีไอดาโฮมาถึงแล้ว เจ้าหน้าที่ทุกคนประจำสถานีที่ได้รับมอบหมาย ระเบียบการตรวจสอบมีผลบังคับใช้
Text/45/text,เหรียญของคุณรู้สึกหนักอึ้ง - รางวัลแห่งความภักดี หรือตราแห่งความอัปยศ? ในไม่ช้าคุณจะต้องเผชิญหน้ากับผู้สร้างหัวเชื้อสำรอง
Text/46/text,หลังจากการแพร่ภาพที่เปิดโปงหัวเชื้อสำรอง การลุกฮือได้ปะทุขึ้นทั่วสปัด นายกรัฐมนตรีไอดาโฮยังคงถูกกักตัวอยู่ในอาคารบริหาร
Text/47/text,ไอดาโฮวางแผนที่จะออกอากาศครั้งสุดท้ายเพื่อโยนความผิดเรื่องหัวเชื้อสำรองมาที่เรา เราปล่อยให้เขาเขียนประวัติศาสตร์ใหม่ไม่ได้ วันนี้ เราจะยุติระบอบการปกครองของเขา
Text/48/text,คุณช่วยชีวิตฉันไว้ที่โรงงานแปรรูป ตอนนี้เรามีโอกาสที่จะช่วยสปัดทั้งหมด
Text/49/text,ความรู้ของคุณเกี่ยวกับระเบียบการรักษาความปลอดภัยจะเป็นสิ่งสำคัญสำหรับภารกิจสุดท้าย คุณพร้อมไหม?
Choice/4a/text,"""ฉันพร้อมแล้ว มาจบสิ่งที่พวกเราเริ่มกันเถอะ"""
Choice/4b/text,"""แผนการคืออะไรกันแน่? ฉันต้องการรายละเอียด"""
Text/4c/text,ฉันรู้ว่าคุณจะไม่ถอย คุณคือหนึ่งใน [tornado radius=3 freq=2]พันธมิตรที่แข็งแกร่งที่สุด[/tornado] ของเรา
Text/4d/text,เราจะแทรกซึมโดยใช้เครื่องแบบของรัฐบาล คุณจะช่วยเลี่ยงระบบรักษาความปลอดภัย เป้าหมายของเราคือการจับกุมไอดาโฮและบังคับให้เขาสารภาพต่อสาธารณะ
Text/4e/text,คุณจะอยู่ทีมอัลฟ่ากับซาช่า บุกเข้าทางเข้าด้านตะวันออก เป้าหมายของคุณ: [color=GREEN]รักษาความปลอดภัยศูนย์กระจายเสียง[/color]
Text/4f/text,จากเจ้าหน้าที่ศุลกากรผู้ภักดีกลายเป็นนักรบต่อต้าน? นี่คือการเปลี่ยนแปลงที่คุณไม่เคยจินตนาการมาก่อน ไม่ว่าจะเกิดอะไรขึ้น สปัดจะไม่เหมือนเดิมอีกต่อไป
Choice/40/disabled_text,
Choice/41/disabled_text,
Choice/4a/disabled_text,
Choice/4b/disabled_text,
