keys,id
Text/69/text,Bisakah kita bicara? Di tempat yang pribadi? [color=YELLOW]Terlalu banyak mata dan telinga di sini.[/color]
Text/6a/text,Temui aku di gudang penyimpanan tua setelah shift-mu. Aku punya sesuatu yang perlu kau lihat.
Text/6b/text,"Dekat dengan rekan kerja? Ingat, menjadi terlalu akrab bisa mengarah ke... [color=DARK_ORANGE]penilaian yang terkompromikan[/color]."
Text/6c/text,Aku telah mengumpulkan informasi tentang kentang yang ditolak. [wave amp=20 freq=3][color=CRIMSON]Mereka tidak pergi ke pusat deportasi.[/color][/wave]
Text/6d/text,[tornado radius=4 freq=2][color=CRIMSON]Mereka pergi ke fasilitas pengolahan Root Reserve.[/color][/tornado] Setiap satunya.
Text/6e/text,Dokumen-dokumen ini menunjukkan kentang yang dibongkar di fasilitas yang ditandai dengan logo [color=DARK_VIOLET]Root Reserve[/color].
Text/6f/text,Aku pikir aku tahu apa yang terjadi. [pulse freq=3][color=CRIMSON]Mereka menjadi Root Reserve.[/color][/pulse]
Choice/70/text,Itu gila. Mereka... memproses kentang menjadi makanan?
Choice/71/text,Kita butuh lebih banyak bukti sebelum membuat tuduhan.
Text/72/text,[color=CRIMSON]Kanibalisme dengan langkah tambahan.[/color] Itulah [wave amp=25 freq=3][color=DARK_VIOLET]Root Reserve[/color][/wave]. Dan kita telah membantu memilih bahan-bahan mereka.
Text/73/text,Aku telah mengumpulkan bukti selama berbulan-bulan. Buka matamu. Kau akan lihat bahwa aku benar.
Text/74/text,Alarm dari kejauhan tiba-tiba berbunyi
Text/75/text,Kita harus pergi. Mereka melakukan pemeriksaan keamanan pada jam ini. Pikirkan tentang apa yang telah kutunjukkan padamu.
Text/76/text,"Sasha memasukkan folder ke tanganmu. ""[color=YELLOW]Jaga ini dengan aman. Dan jangan percaya siapapun.[/color]"""
Text/77/text,Kau menyembunyikan folder di dalam jaketmu. [color=DARK_VIOLET]Root Reserve[/color]. Penolakan. Kentang yang hilang. Semuanya terhubung dengan cara yang [tornado radius=3 freq=2][color=CRIMSON]mengerikan[/color][/tornado].
Choice/71/disabled_text,
Choice/70/disabled_text,
Text/69_photo1/text,Anda mengeluarkan foto itu lagi. [color=GOLD]Maris Piper[/color]. Wajah yang begitu ramah.
Text/69_photo2/text,Istrinya begitu putus asa. [color=STEEL_BLUE]Apa yang terjadi padanya?[/color]
Text/69_photo3/text,Anda melihat sesuatu di latar belakang foto itu - sebuah truk dengan [color=DARK_VIOLET]logo ungu[/color].
Text/69_photo4/text,Simbol itu... Anda pernah melihatnya pada pengiriman kafetaria. [wave amp=15 freq=2][color=DARK_VIOLET]Root Reserve.[/color][/wave]
Text/6a_photo1/text,Sasha... foto ini. Istri wanita itu memberikannya padaku. Dia mencarinya.
Text/6a_photo2/text,Wajah Sasha muram. [color=STEEL_BLUE]Coba kulihat.[/color]
Text/6a_photo3/text,"Sasha mengamati foto itu, ekspresinya menggelap. [color=CRIMSON]Aku mengenali truk itu.[/color]"
Text/6a_photo4/text,[pulse freq=2][color=YELLOW]Simpan foto ini baik-baik.[/color][/pulse] Ini mungkin penting nanti. Percayalah padaku.
Text/6f2/text,[pulse freq=3][color=CRIMSON]Mereka menjadi Root Reserve.[/color][/pulse]
