keys,pl
Text/215/text,"Murphy łapie cię na korytarzu, z zaczerwienionymi oczami. Masz chwilę?"
Text/216/text,Murphy wciąga cię do pustego magazynu i zamyka drzwi.
Text/217/text,"Ten żart, który opowiedziałem w stołówce... o moim kuzynie, który trafił do partii [color=DARK_VIOLET]Rezerwy Korzeni[/color]..."
Text/218/text,Głos Murphy'ego się łamie. Już chyba to nie był żart.
Text/219/text,"Powiedziałeś, że to nie było zabawne. Miałeś rację. [color=STEEL_BLUE]Nic w tym nie jest zabawne.[/color]"
Text/21a/text,"Widziałem, jak wychodzisz. Mądrze. Chciałbym przestać jeść te rzeczy, ale oni [color=YELLOW]obserwują[/color]. Zawsze obserwują."
Text/21b/text,"Znalazłem coś w rzeczach mojego kuzyna. Jego formularz odrzucenia. Standardowe rzeczy, ale..."
Text/21c/text,"Murphy wyciąga zmięty formularz. Spójrz na kod przetwarzania. ""[color=CRIMSON]RR-UTIL-7[/color]."""
Text/21d/text,Sprawdziłem to w archiwach. RR oznacza [pulse freq=2][color=DARK_VIOLET]Rezerwę Korzeni[/color][/pulse]. UTIL oznacza... [color=CRIMSON]utylizację[/color].
Text/21d_breakdown1/text,[wave amp=20 freq=3]Ręce Murphy'ego zaczynają drżeć.[/wave] Mój kuzyn... Tommy... miał dopiero dwadzieścia trzy lata.
Text/21d_breakdown2/text,Przyjechał tu po [color=CHARTREUSE]lepsze życie[/color]. Nie przeszedł jednej inspekcji. Jednej. [color=STEEL_BLUE]Po prostu zły moment.[/color]
Text/21d_breakdown3/text,"Murphy zsuwa się po ścianie, z twarzą w dłoniach. A ja... ja [tornado radius=3 freq=2][color=CRIMSON]JADŁEM[/color][/tornado] te rzeczy. Codziennie."
Text/21d_breakdown4/text,"Murphy podnosi na ciebie wzrok, ze łzami płynącymi po policzkach. [pulse freq=2][color=CRIMSON]Co jeśli zjadłem JEGO?[/color][/pulse]"
Choice/21e/text,Murphy... Tak mi przykro. Jestem z tobą. Znajdziemy prawdę razem.
Choice/21f/text,"Murphy, to jest niebezpieczne. Powinniśmy się w to nie mieszać."
Choice/220/text,Może to zbieg okoliczności. Nie wyciągajmy pochopnych wniosków.
Text/221_comfort1/text,"Klękasz obok Murphy'ego, kładąc mu rękę na ramieniu."
Text/221/text,"Murphy chwyta twoje ramię jak koło ratunkowe. [color=CHARTREUSE]Dziękuję.[/color] Myślałem, że oszalałem."
Text/221_tommy/text,"[color=STEEL_BLUE]Jego głos lekko się uspokaja.[/color] Dla Tommy'ego. Robimy to dla Tommy'ego. I dla wszystkich innych, których zabrali."
Text/222/text,"Są inni, którzy też coś podejrzewają. Sasha zbiera ludzi. Myślę, że ci ufa."
Text/223/text,"Murphy wyciera oczy, próbując się opanować. Tak. Tak, pewnie masz rację. Zapomnij, że cokolwiek powiedziałem."
Text/224/text,Ale jeśli zmienisz zdanie... Będę tutaj. [color=STEEL_BLUE]Sam z moimi pytaniami. I moimi koszmarami.[/color]
Text/225/text,Zbieg okoliczności. Murphy śmieje się gorzko przez łzy. Jasne. A Tommy po prostu [color=CRIMSON]zniknął[/color] w powietrzu.
Text/226/text,"Powtarzaj sobie to dalej. Zobacz, jak długo to pomoże ci spać. [color=STEEL_BLUE]Mnie to nie pomaga.[/color]"
Text/227/text,"Sasha pojawia się przy twoim stanowisku, gdy kończy się ostatnia zmiana. Wyglądasz, jakbyś zobaczył ducha."
Text/228/text,Zgaduję - Murphy opowiedział ci o swoim kuzynie?
Text/229/text,"Sasha kiwa głową z aprobatą. Dobrze. Potrzebujemy ludzi, którzy zadają pytania."
Text/22a/text,Sasha uważnie studiuje twoją twarz. Jesteś przestraszony. To mądrze. Ale strach nikogo nie uratuje.
