keys,th
Text/140/text,ชายแดนกลายเป็นดั่ง [pulse freq=3][color=CRIMSON]เขตสงคราม[/color][/pulse] เครื่องกีดขวาง ยานเกราะ และหน่วยรักษาความปลอดภัยชั้นยอดเตรียมพร้อม วันนี้คือวันที่กลุ่มต่อต้านวางแผนโจมตี
Text/141/text,"[wave amp=25 freq=3][color=YELLOW]ประกาศฉุกเฉิน[/color][/wave]: ทั่วทั้งสปัดอยู่ภายใต้ [color=RED]กฎอัยการศึก[/color] ""กลุ่มต่อต้าน"" ได้เปิดฉากโจมตีสถานที่ราชการ"
Text/142/text,ใครก็ตามที่ให้ความช่วยเหลือ [color=CRIMSON]พวกหัวรุนแรง[/color] เหล่านี้จะต้องถูก [color=DARK_VIOLET]ดำเนินการทันที[/color] กระทรวงยืนยัน: [color=DARK_VIOLET]คลังราก[/color] ยังคงปลอดภัยสำหรับ [color=DARK_ORANGE]มันฝรั่งผู้ภักดี[/color] ทุกหัว
Text/143/text,[color=YELLOW]เกิดการจลาจลขึ้น[/color] ในหลายภาคส่วน หน่วยต่อต้านได้โจมตีคลังรากสามแห่ง
Text/144/text,เป้าหมายของพวกเขา: เข้าถึงฐานข้อมูลกลางที่มีบันทึกการผลิตทั้งหมด สัญญาณใด ๆ ของความไม่ภักดีหมายถึงการถูกดำเนินการ
Text/145/text,เราจับกุมเจ้าหน้าที่กลุ่มต่อต้านได้หลายคน รวมถึงเจ้าหน้าที่ซาช่า
Text/146/text,[tornado radius=3 freq=2][color=CRIMSON]ผู้ทรยศที่แท้จริง[/color][/tornado] คือผู้ที่ [color=DARK_VIOLET]ป้อนคนของเราให้กันและกัน[/color] คุณหยุดความจริงไม่ได้!
Text/147/text,เธอถูกลากออกไปพร้อมกับตะโกนว่า: [color=CHARTREUSE]ประชาชนจะได้รู้ว่ามีอะไรอยู่ในอาหารของพวกเขา![/color]
Text/148/text,[color=CRIMSON]ผู้ทรยศ[/color] จะถูก [pulse freq=3][color=DARK_VIOLET]ดำเนินการทันที[/color][/pulse] คลังรากชุดพิเศษที่ทำมาจากผู้ก่อการร้ายเอง
Text/149/text,การผ่านแดนทั้งหมดถูก [color=RED]ระงับ[/color] ยกเว้นบุคลากรที่จำเป็นที่มี [color=GOLD]ใบอนุญาตระดับอัลฟ่า[/color]
Text/14a/text,เครื่องสแกนนี้ [color=YELLOW]ไม่สามารถหลอกได้[/color] ส่งสัญญาณเตือนทันทีสำหรับใครก็ตามที่ไม่มีใบอนุญาตที่ถูกต้อง
Text/14b/text,มันฝรั่งในเครื่องแบบทางการเดินเข้ามาพร้อมด้วยเอกสารรับรองระดับอัลฟ่าที่ดูสมบูรณ์แบบ
Text/14c/text,"การ์ดสีน้ำเงินเล็ก ๆ ตกจากแฟ้ม ""[wave amp=15 freq=3][color=CHARTREUSE]รากหยั่งลึก[/color][/wave]"" พวกเขากระซิบขณะหยิบการ์ดขึ้นมา"
Choice/14d/text,"""ปล่อยพวกเขาผ่านไป โดยไม่สนใจการแจ้งเตือนของเครื่องสแกน"" (ช่วยเหลือกลุ่มต่อต้าน)"
Choice/14e/text,"""ส่งสัญญาณเตือนทันที"" (ทรยศกลุ่มต่อต้าน)"
Text/14f/text,"ความโล่งใจปรากฏในดวงตาของพวกเขา ""[color=CHARTREUSE]เพื่อซาช่า เพื่อสปัด[/color]"" พวกเขาหายไปทางฐานข้อมูลกลาง"
Text/150/text,"ความหวาดกลัวปรากฏบนใบหน้าของพวกเขา ""[color=CRIMSON]แกมันไอ้คนทรยศ! เราเชื่อใจแก![/color]"" พวกเขาถูกล้อมรอบด้วยยามอย่างรวดเร็ว"
Text/151/text,"""ทำได้ดีมาก ความภักดีของคุณจะได้รับรางวัล"""
Text/152/text,ทันใดนั้น สถานที่ก็ [color=YELLOW]สั่นสะเทือนด้วยแรงระเบิด[/color] การโจมตีของกลุ่มต่อต้านได้เริ่มต้นขึ้นแล้ว ไม่ว่าคุณจะเลือกอะไรก็ตาม
Text/153/text,ฉันจะอยู่ที่ตำแหน่งของฉันและหวังว่าเรื่องนี้จะผ่านไป หรือจะ [color=CHARTREUSE]ยืนหยัด[/color] และเสี่ยงทุกอย่างเพื่อเปิดเผยความจริง?
Choice/154/text,"""ฉันไม่สามารถละทิ้งหน้าที่ได้ ฉันจะเงียบไว้และหวังว่าทุกอย่างจะดีขึ้น"""
Choice/155/text,"""ฉันสมรู้ร่วมคิดมานานเกินไปแล้ว ถึงเวลาที่จะต่อสู้เพื่อสิ่งที่ถูกต้อง"""
Text/156/text,[pulse freq=3][color=YELLOW]รีบไป![/color][/pulse] หน่วยรักษาความปลอดภัยกำลังวุ่นวาย - นี่คือโอกาสเดียวของคุณที่จะหนี!
Choice/14d/disabled_text,
Choice/14e/disabled_text,
Choice/154/disabled_text,
Choice/155/disabled_text,
