keys,id
Text/78/text,"Satu hari lagi di pos pemeriksaan. Barisan kentang membentang lebih panjang dari sebelumnya, semua orang tegang."
Text/79/text,Perintah baru dari atas. [wave amp=15 freq=3][color=DARK_ORANGE]Kami menggandakan penolakan[/color][/wave]. Setiap kentang yang dianggap tidak aman segera ditahan.
Text/7a/text,Saya memiliki tugas khusus. Kami memiliki informasi intelijen tentang [pulse freq=2][color=CRIMSON]para pengacau[/color][/pulse]. Waspadalah dalam pemeriksaan Anda.
Choice/7b/text,"Ya, pak, saya tidak akan mengecewakan Anda"
Choice/7c/text,Jenis pengacau macam apa yang kita bicarakan?
Text/7d/text,Bagus. Saya tahu saya bisa mengandalkan Anda. Anda akan maju jauh dengan sikap seperti ini.
Text/7e/text,Mereka yang [color=CRIMSON]mengancam cara hidup kita[/color]. Jangan banyak bertanya jika Anda tahu apa yang baik untuk Anda.
Text/7f/text,"[color=STEEL_BLUE]Saya mohon![/color] Istri saya seharusnya tepat di belakang saya, tapi [tornado radius=2 freq=3]dia tidak pernah lolos dari bea cukai[/tornado]."
Text/80/text,"Tidak ada yang mau memberi tahu saya apa yang terjadi padanya. Tolong, [color=CHARTREUSE]bantu saya menemukannya![/color]"
Choice/81/text,"Maaf, tapi saya tidak bisa berbuat apa-apa."
Choice/82/text,Biarkan saya mencoba mencari tahu. Tidak ada janji.
Text/83/text,Seperti yang lainnya... [color=STEEL_BLUE]Semoga nurani Anda seberat nuraniku.[/color]
Text/84/text,Terima kasih! Bahkan secuil harapan lebih baik daripada tidak ada. Ini foto dia. Tolong temukan dia.
Text/85/text,Saya melihat percakapan itu. [color=DARK_ORANGE]Bersimpati dengan mereka yang ditolak hanya akan mendatangkan masalah.[/color] Tetap fokus pada tugas Anda.
Choice/7b/disabled_text,
Choice/82/disabled_text,
Choice/81/disabled_text,
Choice/7c/disabled_text,
Text/7fb/text,"Dia [tornado radius=2 freq=3]tidak pernah berhasil melewati bea cukai[/tornado]. Mereka bilang dokumennya ada ""ketidakberesan."""
Text/83b/text,Kentang yang putus asa itu beringsut pergi. Anda melihatnya menatap sebuah foto usang sebelum dia menghilang.
Text/84b/text,Dia menekan sebuah [color=GOLD]foto usang[/color] ke tangan Anda. Namanya [color=GOLD]Maris Piper[/color]. Dia memiliki mata yang ramah. Tolong temukan dia.
Text/84c/text,Anda melihat foto itu. Sebuah kentang muda dengan fitur lembut dan senyum hangat. [color=GOLD]Maris Piper[/color].
Text/84d/text,Ke mana dia pergi? Antrean penolakan mengarah ke... mana tepatnya?
