keys,id
dialogue_spud_being_called_1,"Langkah selanjutnya, nasibmu menunggu."
dialogue_spud_being_called_2,"Terdepan di antrian, momen kebenaran mendekat."
dialogue_spud_being_called_3,"Maju, yang terpilih dari keluarga umbi."
dialogue_spud_being_called_4,Selamat! Penantianmu berhasil.
dialogue_spud_being_called_5,Birokrasi Besar Kentang memanggilmu.
dialogue_spud_being_called_6,"Maju, umbi mulia! Dokumen menunggu!"
dialogue_spud_being_called_7,Bergerak! Stempel menjadi gelisah.
dialogue_spud_being_called_8,Bergerak cepat! Formulir P-38B perlu diisi.
dialogue_spud_being_called_9,"Majulah, nasib menuntut kedatanganmu."
dialogue_spud_being_called_10,"Dekati meja penilaian, umbi."
dialogue_spud_in_office_1,Mohon bersabar. Waktu adalah ilusi.
dialogue_spud_in_office_2,Menunggu membangun karakter. Dan pati.
dialogue_spud_in_office_3,Antrian bergerak dengan cara misterius.
dialogue_spud_in_office_4,Posisimu dicatat oleh pihak berwenang.
dialogue_spud_in_office_5,Mengantri: konstanta universal.
dialogue_spud_in_office_6,Tak ada umbi siap sebelum diperlamat oleh penantian.
dialogue_spud_in_office_7,"Kesabaran: bukan satu-satunya kebajikan, tapi disebutkan."
dialogue_spud_in_office_8,Roda birokrasi berputar lambat. Sangat lambat.
dialogue_spud_in_office_9,"Ah, bunyi manis prosedur!"
dialogue_spud_in_office_10,Antrian hari ini adalah anekdot esok.
dialogue_spud_in_office_11,Waktu dalam antrian melengkung. Sudah diukur.
dialogue_spud_in_office_12,Kemampuan menunggu: Level 43 dicapai!
dialogue_warnings_1,Mereka yang menentang akan dikupas dengan tepat.
dialogue_warnings_2,Penerobos antrian dikirim ke Pemrosesan Kilat.
dialogue_warnings_3,Gangguan antrian memicu ceramah tentang antrian.
dialogue_warnings_4,Pembangkangan menuju Ruang Minyak Panas.
dialogue_warnings_5,"Kita tidak perlu adil, cukup terorganisir."
dialogue_warnings_6,Komite Kepatuhan Kentang melihat segalanya.
dialogue_warnings_7,Pembuat masalah: diremukkan tanpa mentega.
dialogue_warnings_8,Pencetus kekacauan menjadi kentang goreng. Cepat.
dialogue_warnings_9,Pelanggar aturan menghadapi status digoreng dua kali.
dialogue_warnings_10,Auditor Antrian telah mencatat eksistensimu.
dialogue_warnings_11,Berkasmu: ditandai dengan stempel MERAH.
dialogue_misc_1,Di mana semua orang?
dialogue_misc_2,Darurat? Terus menunggu sesuai urutan.
dialogue_misc_3,Sudahkah membaca paragraf tujuh perjanjian menunggu?
dialogue_misc_4,"Barang hilang: ditemukan, dikenai pajak, disimpan."
dialogue_misc_5,"Jika kentang mengeluh, apakah bersuara?"
dialogue_misc_6,Cahaya diganti papan: 'Lebih Terowongan.'
dialogue_misc_7,Kematian bersifat sementara. Birokrasi abadi.
dialogue_misc_8,Sistem pengarsipan mencapai kesadaran. Tetap tenang.
dialogue_misc_9,Nomor keberuntungan hari ini tidak berarti apa-apa. Maaf.
dialogue_misc_10,"Apocalypse? Ambil nomor, tunggu untuk menghilang."
dialogue_misc_11,Tidak ada bukti berarti lebih banyak formulir.
dialogue_document_interaction_1,"Ambil dokumen Anda, mohon."
dialogue_document_interaction_2,AMBIL MEREKA!
