keys,id
LAWS,HUKUM
_VALIDATION MESSAGES,
msg_not_fresh,Kentang itu %s tetapi harus Segar
msg_extra_eyes,Kentang memiliki Mata Tambahan yang dilarang
msg_rotten,Kentang busuk tidak diizinkan
msg_sprouted,Kentang berkecambah tidak diizinkan
msg_dehydrated,Kentang kering tidak diizinkan hari ini
msg_frozen,Kentang beku dilarang
msg_over_age,Kentang berusia %d tahun (maks 5 tahun)
msg_under_age,Kentang berusia %d tahun (harus di atas 3 tahun)
_LAWS,
law_fresh_potatoes,[color=dark_goldenrod]HANYA kentang segar[/color] yang diizinkan - [color=dark_red]TOLAK[/color] semua lainnya
law_extra_eyes,[color=dark_goldenrod]Mata Tambahan[/color] kondisi kentang harus [color=dark_red]DITOLAK[/color]
law_rotten,[color=dark_goldenrod]Busuk[/color] kentang harus [color=dark_red]DITOLAK[/color]
law_sprouted,[color=dark_goldenrod]Bertunas[/color] kentang harus [color=dark_red]DITOLAK[/color]
law_dehydrated,[color=dark_goldenrod]Dehidrasi[/color] kentang harus [color=dark_red]DITOLAK[/color]
law_frozen,[color=dark_goldenrod]Beku[/color] kentang harus [color=dark_red]DITOLAK[/color]
law_over_5_years,Kentang [color=dark_goldenrod]5 tahun atau lebih[/color] harus [color=dark_red]DITOLAK[/color]
law_under_3_years,Kentang [color=dark_goldenrod]3 tahun atau kurang[/color] harus [color=dark_red]DITOLAK[/color]
law_under_2_years,Kentang [color=dark_goldenrod]2 tahun atau kurang[/color] harus [color=dark_red]DITOLAK[/color]
law_males_only,[color=dark_goldenrod]HANYA kentang jantan[/color] yang diizinkan - [color=dark_red]TOLAK[/color] semua betina
law_females_only,[color=dark_goldenrod]HANYA kentang betina[/color] yang diizinkan - [color=dark_red]TOLAK[/color] semua jantan
law_country_spudland,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Spudland[/color] harus [color=dark_red]DITOLAK[/color]
law_country_potatopia,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Potatopia[/color] harus [color=dark_red]DITOLAK[/color]
law_country_tuberstan,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Tuberstan[/color] harus [color=dark_red]DITOLAK[/color]
law_country_north_yamnea,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]North Yamnea[/color] harus [color=dark_red]DITOLAK[/color]
law_country_spuddington,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Spuddington[/color] harus [color=dark_red]DITOLAK[/color]
law_country_tatcross,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Tatcross[/color] harus [color=dark_red]DITOLAK[/color]
law_country_mash_meadows,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Mash Meadows[/color] harus [color=dark_red]DITOLAK[/color]
law_country_tuberville,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Tuberville[/color] harus [color=dark_red]DITOLAK[/color]
law_country_chip_hill,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Chip Hill[/color] harus [color=dark_red]DITOLAK[/color] (larangan ekspor)
law_country_murphyland,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Murphyland[/color] harus [color=dark_red]DITOLAK[/color]
law_country_colcannon,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Colcannon[/color] harus [color=dark_red]DITOLAK[/color]
law_country_pratie_point,[color=dark_goldenrod]SEMUA[/color] kentang dari [color=dark_goldenrod]Pratie Point[/color] harus [color=dark_red]DITOLAK[/color]
law_purple_majesty,[color=dark_goldenrod]Purple Majesty[/color] jenis kentang harus [color=dark_red]DITOLAK[/color]
law_sweet_potatoes,[color=dark_goldenrod]Ubi Jalar[/color] jenis harus [color=dark_red]DITOLAK[/color] (tidak ada izin tersedia)
law_yukon_gold,[color=dark_goldenrod]Yukon Gold[/color] jenis kentang harus [color=dark_red]DITOLAK[/color]
law_fingerling,[color=dark_goldenrod]Fingerling[/color] jenis kentang harus [color=dark_red]DITOLAK[/color]
law_red_bliss,[color=dark_goldenrod]Red Bliss[/color] jenis kentang harus [color=dark_red]DITOLAK[/color]
law_russet,[color=dark_goldenrod]Russet[/color] jenis kentang harus [color=dark_red]DITOLAK[/color]
