keys,id
Text/3a/text,"Pos pemeriksaan telah dibangun kembali setelah serangan perlawanan. Keamanan benar-benar tak terduga, dengan siaran propaganda memuji ""para pembela yang berani""."
Text/3b/text,Saya dipromosikan menjadi Direktur Regional Keamanan Perbatasan dan [pulse freq=2]Distribusi Cadangan Akar[/pulse].
Text/3c/text,Russet menempelkan medali kecil pada seragam Anda. Direktur Regional Asisten... atas kesetiaan Anda yang tak tergoyahkan kepada Spud.
Text/3d/text,Saya punya tugas khusus! Perdana Menteri Idaho akan memeriksa fasilitas kami hari ini. Anda telah dipilih untuk demonstrasi.
Text/3e/text,Pernahkah Anda melihat batch baru Cadangan Akar? Mereka menyebutnya 'Campuran Perlawanan' setelah apa yang terjadi pada para tawanan.
Text/3f/text,Beberapa orang mengatakan perlawanan tidak sepenuhnya salah. Bahwa ada [wave amp=15 freq=3]bukti mereka mengatakan kebenaran[/wave]...
Choice/40/text,Berhati-hatilah. Berbicara seperti ini sekarang berbahaya. (Waspada)
Choice/41/text,Saya punya pemikiran yang sama. Ini tidak terasa benar. (Penuh empati)
Text/42/text,Tidak semua orang lagi percaya cerita resmi. Buka mata selama kunjungan Perdana Menteri.
Text/43/text,"Ada perlawanan baru yang sedang terbentuk. Lebih diam, lebih hati-hati. Jika Anda ingin tahu lebih lanjut... perhatikan lambang kentang kuning."
Text/44/text,PERHATIAN: Konvoi Perdana Menteri Idaho telah tiba. Semua perwira ke pos yang ditetapkan. Protokol pemeriksaan diberlakukan.
Text/45/text,"Medali Anda terasa berat - penghargaan untuk kesetiaan, atau tanda aib? Segera Anda akan berhadapan dengan arsitek Cadangan Akar."
Text/46/text,"Setelah siaran yang mengungkap Cadangan Akar, pemberontakan telah meletus di seluruh Spud. Perdana Menteri Idaho tetap bertahan di gedung administrasi."
Text/47/text,"Idaho berencana melakukan siaran terakhir untuk menyalahkan Cadangan Akar kepada kami. Kami tidak bisa membiarkannya menulis ulang sejarah. Hari ini, kami mengakhiri rezimnya."
Text/48/text,Anda menyelamatkan nyawa saya di pabrik pengolahan. Sekarang kami punya kesempatan untuk menyelamatkan seluruh Spud.
Text/49/text,Pengetahuan Anda tentang protokol keamanan akan sangat penting untuk misi terakhir. Apakah Anda siap?
Choice/4a/text,Saya siap. Mari kita selesaikan apa yang telah kita mulai.
Choice/4b/text,Apa tepatnya rencana itu? Saya butuh detail.
Text/4c/text,Saya tahu Anda tidak akan mundur. Anda adalah salah satu [tornado radius=3 freq=2]sekutu terkuat[/tornado] kami.
Text/4d/text,Kami akan menyusup menggunakan seragam pemerintah. Anda akan membantu menghindari sistem keamanan. Tujuan kami adalah menangkap Idaho dan memaksanya memberikan pengakuan publik.
Text/4e/text,"Anda akan berada di Tim Alpha bersama Sasha, menerobos pintu masuk timur. Tugas Anda: [color=GREEN]mengamankan pusat transmisi[/color]."
Text/4f/text,"Dari pejabat bea yang setia menjadi pejuang perlawanan? Transformasi yang tak pernah Anda bayangkan. Apa pun yang terjadi, Spud tidak akan pernah sama lagi."
Choice/4a/disabled_text,
Choice/4b/disabled_text,
Choice/41/disabled_text,
Choice/40/disabled_text,
