keys,id
Text/69/text,Bisakah kita bicara? Di tempat yang pribadi? [color=YELLOW]Terlalu banyak mata dan telinga di sini.[/color]
Text/6a/text,Temui aku di gudang penyimpanan tua setelah shift-mu. Aku punya sesuatu yang perlu kau lihat.
Text/6b/text,"Dekat dengan rekan kerja? Ingat, menjadi terlalu akrab bisa mengarah ke... [color=DARK_ORANGE]penilaian yang terkompromikan[/color]."
Text/6c/text,Aku telah mengumpulkan informasi tentang kentang yang ditolak. [wave amp=20 freq=3][color=CRIMSON]Mereka tidak pergi ke pusat deportasi.[/color][/wave]
Text/6d/text,[tornado radius=4 freq=2][color=CRIMSON]Mereka pergi ke fasilitas pengolahan Root Reserve.[/color][/tornado] Setiap satunya.
Text/6e/text,Dokumen-dokumen ini menunjukkan kentang yang dibongkar di fasilitas yang ditandai dengan logo [color=DARK_VIOLET]Root Reserve[/color].
Text/6f/text,Aku pikir aku tahu apa yang terjadi. [pulse freq=3][color=CRIMSON]Mereka menjadi Root Reserve.[/color][/pulse]
Choice/70/text,Itu gila. Mereka... memproses kentang menjadi makanan?
Choice/71/text,Kita butuh lebih banyak bukti sebelum membuat tuduhan.
Text/72/text,[color=CRIMSON]Kanibalisme dengan langkah tambahan.[/color] Itulah [wave amp=25 freq=3][color=DARK_VIOLET]Root Reserve[/color][/wave]. Dan kita telah membantu memilih bahan-bahan mereka.
Text/73/text,Aku telah mengumpulkan bukti selama berbulan-bulan. Buka matamu. Kau akan lihat bahwa aku benar.
Text/74/text,Alarm dari kejauhan tiba-tiba berbunyi
Text/75/text,Kita harus pergi. Mereka melakukan pemeriksaan keamanan pada jam ini. Pikirkan tentang apa yang telah kutunjukkan padamu.
Text/76/text,"Sasha memasukkan folder ke tanganmu. ""[color=YELLOW]Jaga ini dengan aman. Dan jangan percaya siapapun.[/color]"""
Text/77/text,Kau menyembunyikan folder di dalam jaketmu. [color=DARK_VIOLET]Root Reserve[/color]. Penolakan. Kentang yang hilang. Semuanya terhubung dengan cara yang [tornado radius=3 freq=2][color=CRIMSON]mengerikan[/color][/tornado].
Choice/71/disabled_text,
Choice/70/disabled_text,
